date,,2020-10-31_FY,2019-11-02_FY,2018-11-03_FY,2017-10-28_FY,2016-10-29_FY,2015-10-31_FY,2014-11-01_FY,2013-11-02_FY,2012-11-03_FY,2011-10-29_FY,2010-10-30_FY,2009-10-31_FY,2008-11-01_FY,2007-11-03_FY,2006-10-28_FY,2005-10-29_FY,2004-10-30_FY,2003-11-01_FY,2002-11-02_FY,2001-11-03_FY,2000-10-28_FY,1999-10-30_FY,1998-10-31_FY,1997-11-01_FY,1996-11-02_FY,1995-10-28_FY,1994-10-29_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY,1989-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1220761000.0,1363011000.0,1506980000.0,805379000.0,861664000.0,696878000.0,629300000.0,673500000.0,651200000.0,867400000.0,712100000.0,247772000.0,786300000.0,496900000.0,549500000.0,414800000.0,570700000.0,298300000.0,105300000.0,356400000.0,607100000.0,196800000.0,82400000.0,178200000.0,171900000.0,119300000.0,74500000.0,44500000.0,14900000.0,8200000.0,-12900000.0,27900000.0
,depreciationAndAmortization,810923000.0,811251000.0,799063000.0,584059000.0,209790000.0,222240000.0,142000000.0,110400000.0,109800000.0,118200000.0,120900000.0,139870000.0,153500000.0,154800000.0,172200000.0,155600000.0,152600000.0,168300000.0,238000000.0,210500000.0,156700000.0,142600000.0,127600000.0,103600000.0,83800000.0,64100000.0,61300000.0,59800000.0,55000000.0,52700000.0,46800000.0,41500000.0
,deferredIncomeTax,-113948000.0,-91253000.0,-730376000.0,-810398000.0,8124000.0,-52214000.0,-77700000.0,-17700000.0,-9800000.0,1700000.0,-9900000.0,11595000.0,-11400000.0,-2900000.0,-28500000.0,14600000.0,26900000.0,2200000.0,-40600000.0,-29900000.0,-12500000.0,16600000.0,-12400000.0,-6100000.0,6600000.0,1800000.0,-5400000.0,-4100000.0,1000000.0,800000.0,-1300000.0,1200000.0
,stockBasedCompensation,149518000.0,150300000.0,151165000.0,104188000.0,63421000.0,68919000.0,50812000.0,56886000.0,53500000.0,52358000.0,51752000.0,48613000.0,50247000.0,72652000.0,75429000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,676208000.0,-229506000.0,-49006000.0,755006000.0,-2965718000.0,-137282000.0,-1798000000.0,730000000.0,310000000.0,1025000000.0,731977000.0,583023000.0,90000000.0,-1089000000.0,-393000000.0,-49000000.0,539000000.0,-717000000.0,233000000.0,389000000.0,1618000000.0,317400000.0,-38400000.0,71000000.0,278000000.0,-27000000.0,28600000.0,73000000.0,45500000.0,25800000.0,-33700000.0,-6300000.0
,accountsReceivables,-101626000.0,5890000.0,45979000.0,-65669000.0,-9392000.0,-71198000.0,-36460000.0,12377000.0,5774000.0,40025000.0,-82380000.0,16561000.0,48903000.0,-27011000.0,-6705000.0,5298000.0,-32771000.0,-63070000.0,-10771000.0,246000000.0,-197000000.0,-60000000.0,0.0,-14000000.0,-61000000.0,-19000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0
,inventory,1760000.0,-42771000.0,-34636000.0,-47354000.0,38221000.0,-35557000.0,24642000.0,28527000.0,-18592000.0,-17603000.0,-24274000.0,67347000.0,16784000.0,16549000.0,-52043000.0,22797000.0,-58401000.0,18202000.0,-59382000.0,85000000.0,-83000000.0,26000000.0,-48900000.0,-7000000.0,-75000000.0,-13000000.0,19000000.0,-6300000.0,-24700000.0,-10500000.0,16100000.0,-2500000.0
,accountsPayables,103104000.0,-6371000.0,-5069000.0,192249000.0,85502000.0,56614000.0,58373000.0,17487000.0,60000.0,-90323000.0,190043000.0,-100064000.0,-60736000.0,53693000.0,5682000.0,-5529000.0,73203000.0,-22796000.0,-45285000.0,133000000.0,-110000000.0,-44000000.0,0.0,-8000000.0,10000000.0,-25000000.0,-26000000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1152702000.0,476494000.0,706000000.0,755006000.0,0.0,2965718000.0,3103000000.0,4901000000.0,4171000000.0,3861000000.0,2836000000.0,2104023000.0,1521000000.0,1431000000.0,2520000000.0,2913000000.0,2962000000.0,2423000000.0,3140000000.0,2907000000.0,2518000000.0,900000000.0,582600000.0,621000000.0,550000000.0,272000000.0,299000000.0,270400000.0,197400000.0,151900000.0,126100000.0,159800000.0
,otherNonCashItems,45418000.0,205374000.0,187734000.0,452041000.0,91281000.0,6974000.0,33000000.0,-34700000.0,37100000.0,1800000.0,52700000.0,17131000.0,-216400000.0,24900000.0,-96600000.0,57100000.0,31200000.0,33900000.0,26400000.0,86100000.0,-43900000.0,6300000.0,-100000.0,-100000.0,-600000.0,200000.0,2200000.0,2800000.0,4100000.0,4000000.0,2600000.0,2300000.0
,netCashProvidedByOperatingActivites,2008487000.0,2253100000.0,2442361000.0,1154365000.0,1291348000.0,907798000.0,871600000.0,912300000.0,814500000.0,900500000.0,991200000.0,432148000.0,669400000.0,820400000.0,621100000.0,672700000.0,778000000.0,433000000.0,226100000.0,843600000.0,704500000.0,427300000.0,224700000.0,297200000.0,143700000.0,210300000.0,186600000.0,89500000.0,33500000.0,51000000.0,82200000.0,74400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-165692000.0,-275372000.0,-254876000.0,-204098000.0,-127397000.0,-153960000.0,-177913000.0,-123074000.0,-132176000.0,-122996000.0,-111557000.0,-56095000.0,-157408000.0,-141810000.0,-129297000.0,-85457000.0,-146245000.0,-67735000.0,-57412000.0,-297200000.0,-274800000.0,-77500000.0,-166900000.0,-179400000.0,-234100000.0,-212700000.0,-90900000.0,-67200000.0,-65700000.0,-52300000.0,-38200000.0,-51000000.0
,acquisitionsNet,-14196000.0,-11170000.0,-52839000.0,-9632568000.0,-83170000.0,-7000000.0,-1945887000.0,-2475000.0,-24158000.0,-4000000.0,63000000.0,-10000000.0,400000000.0,-9000000.0,-157017000.0,0.0,0.0,0.0,-5245000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
