Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,2879000.0,673000.0,869000.0,3875000.0,2997000.0,4320000.0,3025000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,330000.0
Cash and short-term investments,2879000.0,673000.0,869000.0,3875000.0,2997000.0,4320000.0,3355000.0
Receivables,4028000.0,4314000.0,2149000.0,1624000.0,1792000.0,1127000.0,836000.0
Inventories,21776000.0,22073000.0,21492000.0,17977000.0,11783000.0,5973000.0,4675000.0
Total current assets,39020000.0,31165000.0,27908000.0,26772000.0,21434000.0,12629000.0,9296000.0
Property, Plant & Equipment Net,15105000.0,13707000.0,14006000.0,12699000.0,10319000.0,4669000.0,1343000.0
Goodwill and Intangible Assets,21700000.0,27231000.0,21237000.0,20037000.0,20839000.0,17555000.0,14268000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,222000.0,392000.0,3168000.0,2705000.0,4249000.0,0.0,0.0
Total non-current assets,36953000.0,41224000.0,38100000.0,34557000.0,34298000.0,22224000.0,15611000.0
Total assets,75973000.0,72389000.0,66008000.0,61329000.0,55732000.0,34853000.0,24907000.0
Payables,8478000.0,11728000.0,8174000.0,7015000.0,5407000.0,2764000.0,2144000.0
Short-term debt,4212000.0,7795000.0,1040000.0,567000.0,252000.0,340000.0,437000.0
Total current liabilities,36796000.0,37719000.0,25310000.0,23547000.0,24197000.0,11581000.0,7856000.0
Long-term debt,8736000.0,13402000.0,14327000.0,11727000.0,5239000.0,5042000.0,1290000.0
Total debt,12948000.0,21197000.0,15367000.0,12294000.0,5491000.0,5382000.0,1727000.0
Deferred revenue,2312000.0,3386000.0,1870000.0,2580000.0,5075000.0,3308000.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,16202000.0,27219000.0,21700000.0,18901000.0,12946000.0,11773000.0,7172000.0
Total liabilities,52998000.0,64938000.0,47010000.0,42448000.0,37143000.0,23354000.0,15028000.0
Other comprehensive income,-45000.0,-281000.0,-218000.0,-326000.0,-275000.0,-165000.0,-123000.0
Retained earnings (deficit),-183763000.0,-163693000.0,-151016000.0,-150618000.0,-148912000.0,-154281000.0,-155266000.0
Total shareholders equity,22975000.0,7451000.0,18998000.0,18881000.0,18589000.0,11702000.0,9955000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,330000.0
Net Debt,10069000.0,20524000.0,14498000.0,8419000.0,2494000.0,1062000.0,-1628000.0
Other Assets,10337000.0,4105000.0,3398000.0,3296000.0,4862000.0,1209000.0,430000.0
Other Liabilities,24106000.0,18196000.0,16096000.0,15965000.0,18538000.0,8477000.0,5275000.0
