Date,2018-12,2017-12,2016-12,2015-12,2014-12
Revenue,612000000.0,558000000.0,562000000.0,657000000.0,581000000.0
Revenue Growth,,,,,
Cost of Revenue,381000000.0,229000000.0,209000000.0,258000000.0,238000000.0
Gross Profit,231000000.0,328000000.0,353000000.0,398000000.0,343000000.0
R&D Expenses,,,,,
SG&A Expense,70000000.0,82000000.0,80000000.0,86000000.0,81000000.0
Operating Expenses,70000000.0,226000000.0,233000000.0,241000000.0,209000000.0
Operating Income,161000000.0,102000000.0,119000000.0,157000000.0,134000000.0
Interest Expense,90000000.0,84000000.0,78000000.0,75000000.0,58000000.0
Earnings before Tax,58000000.0,3000000.0,-9000000.0,-83000000.0,63000000.0
Income Tax Expense,0000000.0,3000000.0,1000000.0,1000000.0,1000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,57000000.0,-1000000.0,-11000000.0,-84000000.0,62000000.0
Preferred Dividends,,,,,
Net Income Com,57000000.0,-1000000.0,-11000000.0,-84000000.0,62000000.0
EPS,0.82,-0.01,-0.18,-1.71,0.89
EPS Diluted,0.82,-0.01,-0.18,-1.71,0.89
Weighted Average Shs Out,70000000.0,67000000.0,60000000.0,59000000.0,54000000.0
Weighted Average Shs Out (Dil),70000000.0,67000000.0,60000000.0,59000000.0,54000000.0
Dividend per Share,,,,,
Gross Margin,0.37745098039216,0.58781362007168,0.62811387900356,0.60578386605784,0.59036144578313
EBITDA Margin,0.4656862745098,0.41397849462366,0.39501779359431,0.22374429223744,0.42857142857143
EBIT Margin,0.24019607843137,0.15412186379928,0.12099644128114,-0.012176560121766,0.20826161790017
Profit Margin,0.093137254901961,-0.0017921146953405,-0.019572953736655,-0.12785388127854,0.10671256454389
Free Cash Flow margin,,,,,
EBITDA,285000000.0,231000000.0,222000000.0,147000000.0,249000000.0
EBIT,147000000,86000000,68000000,-8000000,121000000
Consolidated Income,57000000.0,-1000000.0,-11000000.0,-84000000.0,62000000.0
Earnings Before Tax Margin,0.094771241830065,0.0053763440860215,-0.016014234875445,-0.12633181126332,0.10843373493976
Net Profit Margin,0.093137254901961,-0.0017921146953405,-0.019572953736655,-0.12785388127854,0.10671256454389
