date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1897000.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41800000.0,-300000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-30258000.0,-29560000.0,-59146000.0,-94437000.0,-26254000.0,-23821000.0,-29862000.0,-26600000.0,-18100000.0,-18102000.0,-11500000.0,-7800000.0,-6400000.0,-8800000.0,-7300000.0,-8900000.0,-2900000.0,-1500000.0,-10200000.0,-1900000.0,-6800000.0,-7900000.0,-16800000.0,-4500000.0,-9000000.0,-43400000.0,-1400000.0,-3200000.0,-1000000.0,-1300000.0,-500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,28341000.0,28923000.0,30453000.0,74647000.0,0.0,57151000.0,46540000.0,44291000.0,35329000.0,0.0,-356000.0,-86000.0,-8654000.0,-8651000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953000.0,0.0,0.0,0.0,0.0,0.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,11900000.0,0.0,11500000.0,0.0
,commonStockRepurchased,0.0,-41216000.0,-45151000.0,-76098000.0,-24678000.0,-37231000.0,-43058000.0,-2900000.0,-300000.0,-1586000.0,-500000.0,-600000.0,-1000000.0,-1000000.0,-700000.0,0.0,100000.0,500000.0,100000.0,400000.0,300000.0,400000.0,200000.0,300000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3700000.0,0.0
,otherFinancingActivites,0.0,0.0,-3480000.0,-5580000.0,-145000.0,41423000.0,4941000.0,58482000.0,29034000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-700000.0,0.0,600000.0,-600000.0
,netCashUsedProvidedByFinancingActivities,-34485000.0,-40851000.0,-46938000.0,-77271000.0,-24823000.0,-37236000.0,-42715000.0,-2100000.0,-53400000.0,-4000.0,400000.0,-15300000.0,-3200000.0,-12500000.0,-7200000.0,1122000.0,-9000000.0,-9200000.0,-11400000.0,-5500000.0,-29100000.0,14500000.0,27200000.0,-11100000.0,10500000.0,41600000.0,-100000.0,10900000.0,300000.0,3100000.0,-4000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,-261000.0,37000.0,0.0,0.0,0.0,0.0,100000.0,-224000.0,100000.0,400000.0,-1300000.0,400000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,87223000.0,24895000.0,-28233000.0,-77430000.0,70462000.0,31003000.0,-12937000.0,32900000.0,-22500000.0,19733000.0,19800000.0,4800000.0,-1100000.0,1800000.0,2100000.0,-4208000.0,-8000000.0,10000000.0,-16500000.0,14100000.0,6100000.0,600000.0,-700000.0,700000.0,-300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,155576000.0,68353000.0,43458000.0,71691000.0,149121000.0,78659000.0,47663000.0,60600000.0,27700000.0,50196000.0,30400000.0,10600000.0,5800000.0,6900000.0,5000000.0,2944000.0,7200000.0,15200000.0,5200000.0,21700000.0,7600000.0,1500000.0,900000.0,1600000.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,68353000.0,43458000.0,71691000.0,149121000.0,78659000.0,47656000.0,60600000.0,27700000.0,50200000.0,30463000.0,10600000.0,5800000.0,6900000.0,5100000.0,2900000.0,7152000.0,15200000.0,5200000.0,21700000.0,7600000.0,1500000.0,900000.0,1600000.0,900000.0,1200000.0,400000.0,4100000.0,0.0,700000.0,0.0,0.0
,operatingCashFlow,0.0,95306000.0,78112000.0,94241000.0,121539000.0,92060000.0,59640000.0,61600000.0,48900000.0,38063000.0,30700000.0,27600000.0,9700000.0,22700000.0,16200000.0,3570000.0,3900000.0,20700000.0,5100000.0,21500000.0,41900000.0,-6000000.0,-11100000.0,16300000.0,-1900000.0,2600000.0,-2200000.0,-3600000.0,0.0,-1200000.0,4500000.0
,capitalExpenditure,-15450000.0,-29560000.0,-26106000.0,-24450000.0,-20059000.0,-21688000.0,-29862000.0,-24666000.0,-18078000.0,-18102000.0,-11453000.0,-7830000.0,-7323000.0,-5371000.0,-7300000.0,-7220000.0,-12800000.0,-5600000.0,-3500000.0,-1900000.0,-6800000.0,-7900000.0,-7700000.0,-4500000.0,-3800000.0,-2200000.0,-2200000.0,-1500000.0,-1000000.0,-1300000.0,-500000.0
,freeCashFlow,-15450000.0,65746000.0,52006000.0,69791000.0,101480000.0,70372000.0,29778000.0,36900000.0,30800000.0,19961000.0,19200000.0,19800000.0,2400000.0,17300000.0,8900000.0,-3650000.0,-8900000.0,15100000.0,1600000.0,19600000.0,35100000.0,-13900000.0,-18800000.0,11800000.0,-5700000.0,400000.0,-4400000.0,-5100000.0,-1000000.0,-2500000.0,4000000.0
