date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,106870000.0,83762000.0,133602000.0,106599000.0,106049000.0,92329000.0,89987000.0,81900000.0,71000000.0,53277000.0,46100000.0,26500000.0,17800000.0,19200000.0,13800000.0,17077000.0,17100000.0,13300000.0,12400000.0,5200000.0,4100000.0,-3600000.0,7600000.0,6700000.0,5700000.0,4400000.0,3200000.0,4500000.0,3500000.0,3500000.0,3500000.0
,depreciationAndAmortization,32307000.0,25915000.0,28391000.0,22224000.0,18907000.0,16186000.0,12658000.0,10200000.0,8200000.0,7737000.0,8000000.0,7800000.0,7700000.0,7700000.0,6800000.0,5774000.0,4500000.0,4600000.0,5600000.0,8100000.0,7900000.0,7600000.0,6400000.0,4300000.0,4400000.0,3800000.0,1400000.0,1100000.0,900000.0,800000.0,700000.0
,deferredIncomeTax,-9599000.0,1058000.0,-58000.0,4676000.0,-4888000.0,-5106000.0,-632000.0,300000.0,-2400000.0,-1997000.0,400000.0,-400000.0,-1300000.0,400000.0,400000.0,-473000.0,900000.0,1300000.0,0.0,-2800000.0,1000000.0,-3200000.0,300000.0,2500000.0,-700000.0,-500000.0,100000.0,0.0,-200000.0,200000.0,0.0
,stockBasedCompensation,7586000.0,3077000.0,3460000.0,3162000.0,2380000.0,882000.0,1146000.0,960000.0,1007000.0,620000.0,212000.0,236000.0,248000.0,456000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,66198000.0,45950000.0,66070000.0,-25698000.0,67703000.0,40535000.0,2828000.0,64400000.0,6700000.0,46700000.0,45700000.0,12900000.0,22000000.0,11500000.0,10988000.0,14212000.0,3200000.0,7100000.0,10300000.0,-2300000.0,-13300000.0,-1000000.0,39000000.0,-4800000.0,11900000.0,12800000.0,2000000.0,15100000.0,3200000.0,12300000.0,-1900000.0
,accountsReceivables,-67369000.0,8810000.0,-66403000.0,-5709000.0,-27824000.0,-1148000.0,-25566000.0,-40791000.0,-9730000.0,-22962000.0,-13728000.0,-11141000.0,-979000.0,359000.0,-12400000.0,0.0,-16900000.0,4700000.0,-12100000.0,-400000.0,13700000.0,5600000.0,-18100000.0,-2400000.0,-12100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-12334000.0,-10956000.0,-46835000.0,-25147000.0,24874000.0,-20202000.0,-13136000.0,-19045000.0,-29405000.0,2794000.0,-30067000.0,4252000.0,-15180000.0,-9685000.0,7700000.0,-12261000.0,-10200000.0,-4000000.0,-2200000.0,5800000.0,19500000.0,-1900000.0,-30100000.0,3400000.0,-6800000.0,-4100000.0,-4600000.0,-2800000.0,-3900000.0,-3700000.0,-1200000.0
,accountsPayables,25251000.0,-19079000.0,26957000.0,3718000.0,8662000.0,5389000.0,-1558000.0,17627000.0,10738000.0,-2377000.0,17812000.0,-6025000.0,3349000.0,5765000.0,1900000.0,0.0,-5600000.0,1800000.0,-3500000.0,-100000.0,4700000.0,5400000.0,-9300000.0,-1900000.0,-2400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,600286000.0,534088000.0,488138000.0,422068000.0,447766000.0,380063000.0,339528000.0,336700000.0,272300000.0,265600000.0,218900000.0,173200000.0,160300000.0,138300000.0,126800000.0,115812000.0,101600000.0,98400000.0,91300000.0,81000000.0,83300000.0,96600000.0,97600000.0,58600000.0,63400000.0,51500000.0,38700000.0,36700000.0,21600000.0,18400000.0,6100000.0
,otherNonCashItems,0.0,3116000.0,2890000.0,3461000.0,0.0,4142000.0,1454000.0,1200000.0,-1700000.0,55860000.0,1400000.0,600000.0,700000.0,1200000.0,4500000.0,0.0,100000.0,500000.0,-200000.0,1400000.0,900000.0,12500000.0,600000.0,400000.0,500000.0,0.0,0.0,100000.0,0.0,600000.0,2200000.0
,netCashProvidedByOperatingActivites,0.0,95306000.0,78112000.0,94241000.0,121539000.0,92060000.0,59640000.0,61600000.0,48900000.0,38063000.0,30700000.0,27600000.0,9700000.0,22700000.0,16200000.0,3570000.0,3900000.0,20700000.0,5100000.0,21500000.0,41900000.0,-6000000.0,-11100000.0,16300000.0,-1900000.0,2600000.0,-2200000.0,-3600000.0,0.0,-1200000.0,4500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15450000.0,-29560000.0,-26106000.0,-24450000.0,-20059000.0,-21688000.0,-29862000.0,-24666000.0,-18078000.0,-18102000.0,-11453000.0,-7830000.0,-7323000.0,-5371000.0,-7300000.0,-7220000.0,-12800000.0,-5600000.0,-3500000.0,-1900000.0,-6800000.0,-7900000.0,-7700000.0,-4500000.0,-3800000.0,-2200000.0,-2200000.0,-1500000.0,-1000000.0,-1300000.0,-500000.0
,acquisitionsNet,-14808000.0,0.0,-28040000.0,-59987000.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,1000000.0,-3392000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-5000000.0,-10000000.0,0.0,-2133000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1700000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,1100000.0,0.0,0.0,0.0,0.0
