Date,2018-06,2017-06,2016-06,2015-06,2014-06
Cash and cash equivalents,11946000000.0,7663000000.0,6510000000.0,5595000000.0,8669000000.0
Short-term investments,121822000000.0,125318000000.0,106730000000.0,90931000000.0,77040000000.0
Cash and short-term investments,121822000000.0,125318000000.0,106730000000.0,90931000000.0,77040000000.0
Receivables,26481000000.0,19792000000.0,18277000000.0,17908000000.0,19544000000.0
Inventories,2662000000.0,2181000000.0,2251000000.0,2902000000.0,2660000000.0
Total current assets,89186000000.0,81235000000.0,54034000000.0,51511000000.0,58138000000.0
Property Plant & Equipment Net,29460000000.0,23734000000.0,18356000000.0,14731000000.0,13011000000.0
Goodwill and Intangible Assets,43736000000,45228000000,21605000000,21774000000,27108000000
Long-term investments,1862000000.0,6023000000.0,10431000000.0,12053000000.0,14597000000.0
Tax assets,000000.0,000000.0,000000.0,1915000000.0,1941000000.0
Total non-current assets,117642000000.0,104165000000.0,62340000000.0,46282000000.0,36975000000.0
Total assets,258848000000.0,241086000000.0,193694000000.0,176223000000.0,172384000000.0
Payables,8617000000.0,7390000000.0,6898000000.0,6591000000.0,7432000000.0
Short-term debt,3998000000.0,10121000000.0,12904000000.0,7484000000.0,2000000000.0
Total current liabilities,58488000000.0,64527000000.0,59357000000.0,49858000000.0,45625000000.0
Long-term debt,72242000000.0,76073000000.0,40783000000.0,27808000000.0,20645000000.0
Total debt,72242000000.0,76073000000.0,40783000000.0,27808000000.0,20645000000.0
Deferred revenue,3815000000.0,10377000000.0,6441000000.0,2095000000.0,2008000000.0
Tax Liabilities,541000000.0,531000000.0,1476000000.0,2835000000.0,2728000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,117642000000.0,104165000000.0,62340000000.0,46282000000.0,36975000000.0
Total liabilities,176130000000.0,168692000000.0,121697000000.0,96140000000.0,82600000000.0
Other comprehensive income,-2187000000.0,431000000.0,1537000000.0,2522000000.0,3708000000.0
Retained earnings (deficit),13682000000.0,2648000000.0,2282000000.0,9096000000.0,17710000000.0
Total shareholders equity,82718000000.0,72394000000.0,71997000000.0,80083000000.0,89784000000.0
Investments,1862000000.0,6023000000.0,10431000000.0,12053000000.0,14597000000.0
Net Debt,64294000000,78531000000,47177000000,29697000000,13976000000
Other Assets,20879000000,11147000000,9534000000,8414000000,7814000000
Other Liabilities,55891000000,29380000000,25147000000,25498000000,23855000000
