Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,1066348.5915,2232641.6862,1311955.3314,5027900.6574,1820028.5948
Short-term investments,0.0,0.0,0.0,0.0,501742.6471
Cash and short-term investments,1066348.5915,2232641.6862,1311955.3314,5027900.6574,2321771.2419
Receivables,833637.3239,2638430.1327,6340591.4986,724999.2695,181721.4052
Inventories,981735.9155,1380352.8493,1337932.9971,510530.3141,0.0
Total current assets,4225573.2394,7180616.7057,10614337.8963,6839139.5179,2546500.817
Property Plant & Equipment Net,513718.3099,453799.3755,767748.5591,1221842.2206,225029.4118
Goodwill and Intangible Assets,11495188.0282,17214918.0328,17869665.7061,18659674.2148,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,14107577.4648,20812708.0406,20712345.8213,20386183.3455,225029.4118
Total assets,18333150.7042,27993324.7463,31326683.7176,27225322.8634,2771530.2288
Payables,1948176.0563,657545.6674,1192250.0,348880.935,68076.7974
Short-term debt,1216195.7746,1268575.3318,887088.6167,0.0,0.0
Total current liabilities,3324296.4789,2904167.057,4660943.804,1256775.7487,70601.3072
Long-term debt,2337966.9014,40451.9906,0.0,0.0,0.0
Total debt,3554162.6761,1309027.3224,887088.6167,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,876629.5775,2055056.9867,2145817.0029,682142.4397,0.0
Deposit Liabilities,0.0,0.0,71949.5677,246704.8941,0.0
Total non-current liabilities,3303395.7746,13074845.4333,16323533.8617,17870656.6837,0.0
Total liabilities,6627692.2535,15979012.4902,20984477.6657,19127432.4324,70601.3072
Other comprehensive income,443227.4648,-196455.1132,295623.9193,537348.4295,0.0
Retained earnings (deficit),-7518811.9718,4126124.1218,2586453.8905,-27581.4463,-1973884.8039
Total shareholders equity,9728019.7183,12056350.5074,10382278.8184,8114061.3587,2700928.9216
Investments,0.0,0.0,0.0,0.0,501742.6471
Net Debt,2487814.0845,-923614.3638,,,
Other Assets,1353993.2616,937048.2921,,,
Other Liabilities,159924.648,978046.0578,2581605.1873,907894.8137,2524.5098
