date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4779000000.0,6143000000.0,6765000000.0,1655000000.0,4809000000.0,4768000000.0,4239000000.0,3924000000.0,2926000000.0,2067000000.0,2022000000.0,2153000000.0,2792000000.0,2444000000.0,2083000000.0,1655000000.0,1281000000.0,1324000000.0,-220000000.0,-99000000.0,1659000000.0,1541000000.0,1331000000.0,1170000000.0,1020000000.0,875000000.0,759000000.0
,depreciationAndAmortization,1002000000.0,1088000000.0,1116000000.0,1115000000.0,1030000000.0,883000000.0,924000000.0,989000000.0,926000000.0,957000000.0,987000000.0,957000000.0,903000000.0,837000000.0,794000000.0,697000000.0,650000000.0,595000000.0,671000000.0,926000000.0,995000000.0,881000000.0,609000000.0,609000000.0,602000000.0,612000000.0,560000000.0
,deferredIncomeTax,-175000000.0,179000000.0,-586000000.0,2294000000.0,76000000.0,315000000.0,132000000.0,262000000.0,84000000.0,-331000000.0,878000000.0,371000000.0,115000000.0,332000000.0,450000000.0,52000000.0,223000000.0,344000000.0,-793000000.0,-456000000.0,414000000.0,-11000000.0,233000000.0,138000000.0,213000000.0,198000000.0,180000000.0
,stockBasedCompensation,168000000.0,153000000.0,175000000.0,176000000.0,184000000.0,175000000.0,187000000.0,170000000.0,170000000.0,168000000.0,164000000.0,118000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1363000000.0,767000000.0,-1703000000.0,414000000.0,5045000000.0,-5736000000.0,435000000.0,2430000000.0,694000000.0,565000000.0,505000000.0,1815000000.0,-770000000.0,-425000000.0,637000000.0,-2549000000.0,-659000000.0,1119000000.0,-53000000.0,227000000.0,1297000000.0,1742000000.0,-729000000.0,-1006000000.0,1057000000.0,-108000000.0,-266000000.0
,accountsReceivables,669000000.0,11000000.0,-236000000.0,-682000000.0,-770000000.0,211000000.0,-172000000.0,-365000000.0,-119000000.0,-316000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-67000000.0,-100000000.0,-503000000.0,-259000000.0,-18000000.0,230000000.0,-200000000.0,41000000.0,25000000.0,-310000000.0,-310000000.0,479000000.0,-161000000.0,-183000000.0,-128000000.0,37000000.0,-84000000.0,118000000.0,333000000.0,168000000.0,-45000000.0,90000000.0,-57000000.0,-92000000.0,-87000000.0,-141000000.0,134000000.0
,accountsPayables,15000000.0,118000000.0,733000000.0,924000000.0,254000000.0,-17000000.0,307000000.0,352000000.0,-13000000.0,527000000.0,625000000.0,-167000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,6205000000.0,5438000000.0,7141000000.0,6727000000.0,1682000000.0,7418000000.0,6983000000.0,4553000000.0,3859000000.0,3294000000.0,2789000000.0,974000000.0,1744000000.0,2169000000.0,1532000000.0,4081000000.0,4740000000.0,3621000000.0,3674000000.0,3447000000.0,2150000000.0,408000000.0,1137000000.0,2143000000.0,1086000000.0,1194000000.0
,otherNonCashItems,-929000000.0,-711000000.0,-1322000000.0,1282000000.0,-239000000.0,-444000000.0,-382000000.0,-109000000.0,-70000000.0,469000000.0,137000000.0,261000000.0,653000000.0,-21000000.0,46000000.0,0.0,-121000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,6208000000.0,6897000000.0,6434000000.0,5966000000.0,5498000000.0,5454000000.0,5024000000.0,4335000000.0,3517000000.0,2833000000.0,4203000000.0,3946000000.0,3791000000.0,3911000000.0,3211000000.0,2442000000.0,2253000000.0,2199000000.0,2380000000.0,1996000000.0,1989000000.0,2374000000.0,1195000000.0,1306000000.0,1196000000.0,1216000000.0,1043000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-906000000.0,-839000000.0,-828000000.0,-1031000000.0,-1095000000.0,-1073000000.0,-1094000000.0,-947000000.0,-884000000.0,-798000000.0,-651000000.0,-609000000.0,-884000000.0,-767000000.0,-733000000.0,-684000000.0,-629000000.0,-655000000.0,-671000000.0,-876000000.0,-853000000.0,-986000000.0,-684000000.0,-717000000.0,-755000000.0,-746000000.0,-639000000.0
,acquisitionsNet,-261000000.0,-50000000.0,-535000000.0,-82000000.0,-2277000000.0,-5227000000.0,156000000.0,-1130000000.0,-417000000.0,183000000.0,-1296000000.0,-467000000.0,-1272000000.0,-1099000000.0,32000000.0,-1682000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3385000000.0,-4253000000.0,-4059000000.0,-6743000000.0,-3954000000.0,-6714000000.0,-4074000000.0,-1220000000.0,-702000000.0,-380000000.0,-453000000.0,-24000000.0,-6000000.0,-20000000.0,0.0,0.0,-115000000.0,0.0,0.0,0.0,-17000000.0,0.0,0.0,-129000000.0,-301000000.0,0.0,0.0
,salesMaturitiesOfInvestments,3508000000.0,4464000000.0,6032000000.0,4414000000.0,3681000000.0,6587000000.0,3288000000.0,1122000000.0,559000000.0,354000000.0,112000000.0,1000000.0,18000000.0,6000000.0,0.0,285000000.0,80000000.0,0.0,97000000.0,2000000.0,0.0,11000000.0,430000000.0,0.0,0.0,0.0,90000000.0
,otherInvestingActivites,0.0,102000000.0,402000000.0,-218000000.0,282000000.0,-102000000.0,-170000000.0,201000000.0,11000000.0,24000000.0,5000000.0,-65000000.0,68000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000000.0,1144000000.0,-1000000.0,19000000.0,8000000.0,23000000.0,154000000.0
