Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,81734202.454,217275878.7488,44000000.0,127000000.0
Short-term investments,854783282.2086,657077071.9123,513000000.0,381000000.0
Cash and short-term investments,936517484.6626,874352950.6611,557000000.0,508000000.0
Receivables,204992638.0368,94769106.7398,138000000.0,25000000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,1140034509.2025,977011770.3966,695000000.0,534000000.0
Property Plant & Equipment Net,24776840.4908,18286842.9539,5000000.0,4000000.0
Goodwill and Intangible Assets,72140950.9202,20057239.6001,,
Long-term investments,0.0,0.0,,
Tax assets,59271319.0184,57181070.6224,,
Total non-current assets,157664723.9264,87635440.1806,,
Total assets,1297699233.1288,1064647210.5772,725000000.0,567000000.0
Payables,48810582.8221,28845856.1754,17000000.0,19000000.0
Short-term debt,0.0,0.0,,
Total current liabilities,67998312.8834,52744437.2783,58000000.0,60000000.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,,
Deferred revenue,0.0,24290228.9584,,
Tax Liabilities,19473006.135,0.0,,
Deposit Liabilities,0.0,0.0,,
Total non-current liabilities,504601.227,585133.8278,,
Total liabilities,68502914.1104,53329571.1061,41000000.0,60000000.0
Other comprehensive income,0.0,0.0,,
Retained earnings (deficit),-30285122.6994,-299052886.1658,-426000000.0,-615000000.0
Total shareholders equity,1229196319.0184,1011317639.4711,685000000.0,507000000.0
Investments,854783282.2086,657077071.9123,,
Net Debt,,,,
Other Assets,489877.3006,,,
Other Liabilities,19187730.0613,23898581.1029,,
