date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-10000000.0,54400000.0,113700000.0,128700000.0,-176100000.0,145900000.0,319000000.0,226000000.0,105800000.0,45200000.0,358500000.0,-398400000.0,71900000.0,613900000.0,400500000.0,188500000.0,324100000.0,-25500000.0,-132500000.0,12800000.0,95100000.0,172900000.0,34500000.0,15500000.0,47700000.0,-35200000.0,500000.0,-66600000.0,-61100000.0,-33400000.0,15500000.0
,depreciationAndAmortization,49000000.0,49600000.0,59700000.0,66500000.0,96700000.0,128200000.0,155700000.0,152300000.0,153000000.0,126600000.0,104800000.0,96800000.0,97700000.0,76200000.0,73000000.0,75600000.0,65600000.0,70400000.0,45000000.0,40300000.0,41500000.0,32200000.0,18400000.0,14300000.0,13700000.0,27700000.0,17100000.0,22400000.0,18700000.0,15600000.0,17700000.0
,deferredIncomeTax,5000000.0,-17600000.0,-9100000.0,37600000.0,-137600000.0,-2600000.0,-17800000.0,-2300000.0,-25200000.0,-2000000.0,108000000.0,-145000000.0,20500000.0,2800000.0,65900000.0,19100000.0,-203900000.0,-31800000.0,-35200000.0,10700000.0,33500000.0,-82800000.0,0.0,0.0,33800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,23000000.0,43100000.0,36700000.0,38500000.0,37800000.0,38500000.0,46500000.0,43900000.0,29100000.0,23400000.0,34900000.0,31800000.0,58200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,7700000.0,-61000000.0,-139200000.0,54000000.0,-392100000.0,-27500000.0,-201600000.0,-173900000.0,-33200000.0,-172900000.0,-65200000.0,143600000.0,-385300000.0,1196000000.0,26700000.0,261300000.0,83000000.0,-80300000.0,359000000.0,89100000.0,-69000000.0,389600000.0,155800000.0,-4800000.0,63700000.0,74900000.0,4800000.0,-3800000.0,37900000.0,44800000.0,-50000000.0
,accountsReceivables,16000000.0,176100000.0,-107900000.0,-500000.0,33000000.0,74100000.0,-4200000.0,-153100000.0,122500000.0,-181200000.0,-201800000.0,321000000.0,143600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,20000000.0,20300000.0,-284200000.0,-33500000.0,97300000.0,-90600000.0,-27100000.0,-70400000.0,-55000000.0,-26100000.0,-153600000.0,537700000.0,-404900000.0,-326300000.0,-168500000.0,-128300000.0,-158300000.0,189000000.0,-52700000.0,-19600000.0,43600000.0,-48100000.0,-106100000.0,-11500000.0,-12700000.0,-10600000.0,100000.0,30300000.0,92900000.0,45600000.0,22100000.0
,accountsPayables,-156000000.0,-220100000.0,213200000.0,25000000.0,-21000000.0,41700000.0,85800000.0,86900000.0,-126300000.0,64600000.0,36100000.0,-428800000.0,-137500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1155000000.0,1147300000.0,1208300000.0,1347500000.0,1293500000.0,1685600000.0,1713100000.0,1914700000.0,2088600000.0,2121800000.0,2294700000.0,2359900000.0,2216300000.0,2601600000.0,1405600000.0,1378900000.0,1117600000.0,1034600000.0,1114900000.0,755900000.0,666800000.0,735800000.0,346200000.0,190400000.0,195200000.0,131500000.0,56600000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,47600000.0,98100000.0,34000000.0,60600000.0,91400000.0,52600000.0,44400000.0,79000000.0,135100000.0,10800000.0,18000000.0,-1500000.0,45200000.0,33800000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6700000.0,0.0,0.0,-100000.0,-15100000.0,-1300000.0,5200000.0,17700000.0,-600000.0,200000.0
,netCashProvidedByOperatingActivites,225000000.0,173400000.0,94200000.0,153000000.0,367000000.0,212900000.0,410700000.0,188500000.0,292300000.0,19100000.0,-663200000.0,-37700000.0,183700000.0,361400000.0,484400000.0,273400000.0,164600000.0,384100000.0,70300000.0,-5500000.0,200600000.0,5000000.0,-19500000.0,-300000.0,-17600000.0,-21900000.0,-9200000.0,-46200000.0,5100000.0,6300000.0,-17800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111500000.0,-78900000.0,-48600000.0,-35500000.0,-27100000.0,-29200000.0,-13500000.0,-24200000.0,-557000000.0,-224400000.0,-107100000.0,-8100000.0,-10500000.0,-12700000.0,-12200000.0,-86500000.0,-4100000.0,-9500000.0
,acquisitionsNet,23000000.0,208000000.0,22000000.0,776000000.0,-4000000.0,-71000000.0,155000000.0,1000000.0,4000000.0,-496000000.0,989000000.0,-10000000.0,-482000000.0,-11000000.0,22000000.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-20000000.0,0.0,-24100000.0,-16100000.0,-40400000.0,0.0,0.0,-900000.0,-7100000.0,-4600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7300000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,30700000.0,19800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,-600000.0,7300000.0
