date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,otherInvestingActivites,0.0,4300000.0,2500000.0,803400000.0,64700000.0,2500000.0,34300000.0,45400000.0,30200000.0,537400000.0,1012000000.0,6100000.0,23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-92200000.0,1000000.0,1800000.0,100000.0,3400000.0,-100000.0
,netCashUsedForInvestingActivites,-54300000.0,-73900000.0,-88400000.0,759900000.0,-15300000.0,-172500000.0,-67200000.0,-37400000.0,-79800000.0,-592500000.0,903800000.0,-55100000.0,-579300000.0,-251500000.0,-107100000.0,-56700000.0,-61800000.0,-28700000.0,-440600000.0,-136300000.0,110900000.0,-553000000.0,-222000000.0,-98600000.0,135700000.0,-98900000.0,36800000.0,3400000.0,-80900000.0,10100000.0,18200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-176000000.0,-1660500000.0,-1150600000.0,-1630500000.0,-1286300000.0,-1397800000.0,-1801800000.0,-571800000.0,-1533000000.0,-444200000.0,-274700000.0,-208500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156300000.0,0.0,10400000.0,15300000.0,5100000.0,9200000.0,0.0,113300000.0,96300000.0,0.0,162800000.0,0.0,104600000.0,0.0,0.0,0.0,27200000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-7400000.0,-427500000.0,-924900000.0,-82700000.0,-50800000.0,-171200000.0,-31400000.0,0.0,0.0,-1200000.0,0.0,-395500000.0,-166600000.0,0.0,0.0,0.0,0.0,0.0,0.0,-20200000.0,0.0,0.0,-45400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-8000000.0,-31400000.0,-30000000.0,-29500000.0,-30000000.0,-25800000.0,-21800000.0,-5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-21000000.0,-19100000.0,-32300000.0,1200000.0,-2800000.0,-86100000.0,-236600000.0,-24600000.0,-28300000.0,-22900000.0,-10200000.0,7100000.0,16300000.0,13300000.0,-18600000.0,-16900000.0,-40500000.0,-4900000.0,-1300000.0,-4300000.0,10800000.0,-32000000.0,-11000000.0,5600000.0,-500000.0,300000.0,100000.0,2200000.0,40600000.0,-1100000.0
,netCashUsedProvidedByFinancingActivities,-82800000.0,-103700000.0,-244900000.0,-1606500000.0,-300100000.0,-14400000.0,-396700000.0,-420100000.0,-323300000.0,454200000.0,-315700000.0,558600000.0,-349200000.0,431100000.0,-344800000.0,-49000000.0,-170100000.0,-269600000.0,460000000.0,211500000.0,-261200000.0,657200000.0,239300000.0,64200000.0,-50400000.0,120100000.0,-28300000.0,26700000.0,93000000.0,-10500000.0,-19500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,25900000.0,-5500000.0,-21400000.0,46100000.0,-19700000.0,-37500000.0,-38900000.0,-900000.0,11200000.0,-900000.0,-2000000.0,27000000.0,-43200000.0,54700000.0,35400000.0,-32900000.0,18600000.0,29500000.0,12100000.0,-700000.0,-2200000.0,-1000000.0,-1400000.0,-8600000.0,-2700000.0,-1200000.0,1300000.0,-400000.0,-2400000.0,1000000.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,130000000.0,168000000.0,-258000000.0,128200000.0,35400000.0,-11700000.0,70100000.0,-269900000.0,-96100000.0,-120100000.0,-77000000.0,486800000.0,-788000000.0,595700000.0,123100000.0,134800000.0,-48700000.0,115300000.0,101800000.0,69000000.0,48100000.0,108200000.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,670000000.0,540100000.0,372100000.0,630100000.0,501900000.0,466500000.0,478200000.0,408100000.0,678000000.0,774100000.0,894200000.0,971200000.0,484400000.0,1272400000.0,676700000.0,553600000.0,418800000.0,467500000.0,352200000.0,250400000.0,181400000.0,133300000.0,0.0,0.0,0.0,0.0,9700000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,540000000.0,372100000.0,630100000.0,501900000.0,466500000.0,478200000.0,408100000.0,678000000.0,774100000.0,894200000.0,971200000.0,484400000.0,1272400000.0,676700000.0,553600000.0,418800000.0,467500000.0,352200000.0,250400000.0,181400000.0,133300000.0,25100000.0,28700000.0,72000000.0,7000000.0,9700000.0,9200000.0,25700000.0,13900000.0,6500000.0,24400000.0
,operatingCashFlow,225000000.0,173400000.0,94200000.0,153000000.0,367000000.0,212900000.0,410700000.0,188500000.0,292300000.0,19100000.0,-663200000.0,-37700000.0,183700000.0,361400000.0,484400000.0,273400000.0,164600000.0,384100000.0,70300000.0,-5500000.0,200600000.0,5000000.0,-19500000.0,-300000.0,-17600000.0,-21900000.0,-9200000.0,-46200000.0,5100000.0,6300000.0,-17800000.0
,capitalExpenditure,0.0,-108900000.0,-103800000.0,-43500000.0,-73000000.0,-103800000.0,-81500000.0,-82800000.0,-82500000.0,-79100000.0,-55000000.0,-51400000.0,-120800000.0,-111500000.0,-78900000.0,-48600000.0,-35500000.0,-27100000.0,-29200000.0,-13500000.0,-24200000.0,-557000000.0,-224400000.0,-107100000.0,-8100000.0,-10500000.0,-12700000.0,-12200000.0,-86500000.0,-4100000.0,-9500000.0
,freeCashFlow,225000000.0,64500000.0,-9600000.0,109500000.0,294000000.0,109100000.0,329200000.0,105700000.0,209800000.0,-60000000.0,-718200000.0,-89100000.0,62900000.0,249900000.0,405500000.0,224800000.0,129100000.0,357000000.0,41100000.0,-19000000.0,176400000.0,-552000000.0,-243900000.0,-107400000.0,-25700000.0,-32400000.0,-21900000.0,-58400000.0,-81400000.0,2200000.0,-27300000.0
