date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-10-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5934512000.0,-4189411000.0,-8961876000.0,-3076500000.0,-1044119000.0,-487004000.0,-461162000.0,-23204000.0,-219315000.0,-15457000.0,37688000.0,-326091000.0,-166057000.0,0.0,0.0,0.0,0.0,0.0,0.0,-641000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,340923000.0,0.0,0.0,0.0,1443101000.0,1855966000.0,902467000.0,529442000.0,276780000.0,0.0,537206000.0,0.0,560739000.0,3198000.0,34910000.0,0.0,26776000.0,39155000.0,28485000.0,0.0,6855000.0,0.0,0.0,2500000.0,6600000.0,2300000.0,2800000.0,1800000.0
,commonStockRepurchased,0.0,0.0,-538903000.0,-30000.0,-30000.0,-3375000.0,-32368000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122250000.0,-118472000.0,-55235000.0,-97028000.0,0.0,-61203000.0,-29483000.0,-94600000.0,-37700000.0,-28600000.0,0.0,-200000.0,-400000.0
,dividendsPaid,-7664000.0,-30655000.0,-31375000.0,-20827000.0,-20156000.0,-18310000.0,-18207000.0,-18094000.0,-131803000.0,-131625000.0,-127292000.0,-115368000.0,-111403000.0,-107086000.0,-104871000.0,-99737000.0,-89364000.0,-60419000.0,-41809000.0,-41809000.0,-40356000.0,-38490000.0,-40400000.0,-43800000.0,-42700000.0,-41500000.0,-41100000.0,-39700000.0
,otherFinancingActivites,-85284000.0,-8137000.0,-748272000.0,-432740000.0,-225492000.0,-168772000.0,-131845000.0,-32781000.0,-9053000.0,-8947000.0,2087000.0,401000.0,946000.0,15687000.0,15739000.0,51368000.0,0.0,0.0,0.0,0.0,0.0,9039000.0,17000000.0,125000000.0,100000.0,-100000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,31713000.0,-249453000.0,859020000.0,1533147000.0,1399469000.0,1832470000.0,1261258000.0,500500000.0,-75520000.0,540321000.0,449689000.0,259779000.0,785128000.0,245129000.0,-286523000.0,39182000.0,-55798000.0,112892000.0,-57225000.0,-57225000.0,-26509000.0,35847000.0,-101200000.0,-199200000.0,11900000.0,25100000.0,-179500000.0,18200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,13614000.0,1109000.0,-143828000.0,-956225000.0,-497692000.0,523803000.0,231788000.0,663586000.0,-649196000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19586000.0,-11874000.0,-11874000.0,-22401000.0,33992000.0,-84400000.0,33000000.0,54700000.0,-15500000.0,6800000.0,8400000.0
,cashAtEndOfPeriod,18210000.0,4596000.0,3487000.0,147315000.0,1103540000.0,1601232000.0,1077429000.0,845641000.0,182055000.0,831251000.0,0.0,0.0,0.0,81711000.0,0.0,74966000.0,0.0,37334000.0,17748000.0,17748000.0,29622000.0,52023000.0,18000000.0,102400000.0,69400000.0,14700000.0,30200000.0,23400000.0
,cashAtBeginningOfPeriod,4596000.0,3487000.0,147315000.0,1103540000.0,1601232000.0,1077429000.0,845641000.0,182055000.0,831251000.0,0.0,0.0,0.0,81711000.0,0.0,74966000.0,0.0,37334000.0,17748000.0,29622000.0,29622000.0,52023000.0,18031000.0,102400000.0,69400000.0,14700000.0,30200000.0,23400000.0,15000000.0
,operatingCashFlow,1537701000.0,1851704000.0,2976256000.0,1637698000.0,1064320000.0,1216940000.0,1414742000.0,1200398000.0,820867000.0,915264000.0,789740000.0,725741000.0,509157000.0,426720000.0,619288000.0,-311962000.0,176363000.0,121030000.0,213017000.0,213017000.0,129869000.0,361153000.0,173400000.0,64500000.0,114200000.0,65600000.0,279800000.0,135100000.0
,capitalExpenditure,-1042231000.0,-1602454000.0,-3731764000.0,-2758159000.0,-2590733000.0,-2434018000.0,-2451656000.0,-1800899000.0,-1399385000.0,-1274280000.0,-1250985000.0,-963908000.0,-1343996000.0,-776667000.0,-404536000.0,-275798000.0,-202351000.0,-221499000.0,-218494000.0,0.0,-132679000.0,-123727000.0,-142100000.0,-170500000.0,-252900000.0,-110300000.0,-118100000.0,-146200000.0
,freeCashFlow,495470000.0,249250000.0,-755508000.0,-1120461000.0,-1526413000.0,-1217078000.0,-1036914000.0,-600501000.0,-578518000.0,-359016000.0,-461245000.0,-238167000.0,-834839000.0,-349947000.0,214752000.0,-587760000.0,-25988000.0,-100469000.0,-5477000.0,213017000.0,-2810000.0,237426000.0,31300000.0,-106000000.0,-138700000.0,-44700000.0,161700000.0,-11100000.0
