date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-10-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-967166000.0,-1221695000.0,-2244568000.0,1508529000.0,-452983000.0,85171000.0,386965000.0,390572000.0,183395000.0,479769000.0,227700000.0,156929000.0,255604000.0,257483000.0,220286000.0,260055000.0,279854000.0,170001000.0,154107000.0,154107000.0,151808000.0,106173000.0,69100000.0,-44200000.0,78100000.0,59400000.0,1500000.0,60700000.0
,depreciationAndAmortization,1419471000.0,1597957000.0,1807113000.0,1088499000.0,927920000.0,819216000.0,679298000.0,676570000.0,499118000.0,0.0,0.0,0.0,0.0,109802000.0,100122000.0,93527000.0,84738000.0,79818000.0,69448000.0,69448000.0,75041000.0,97777000.0,123800000.0,89500000.0,95100000.0,82400000.0,104600000.0,93300000.0
,deferredIncomeTax,-155840000.0,-275063000.0,-510405000.0,-1050612000.0,-180261000.0,17876000.0,32021000.0,110363000.0,95185000.0,234019000.0,153912000.0,234776000.0,245801000.0,32380000.0,64642000.0,-125200000.0,141151000.0,64284000.0,42869000.0,42869000.0,62340000.0,54519000.0,14600000.0,-29500000.0,25300000.0,26100000.0,-74300000.0,-5100000.0
,stockBasedCompensation,19552000.0,31233000.0,25189000.0,94592000.0,44605000.0,58629000.0,42123000.0,52618000.0,40230000.0,20080000.0,0.0,6768000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28485000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,139178000.0,794290000.0,-316155000.0,-1092761000.0,-431621000.0,384356000.0,338829000.0,449635000.0,-602844000.0,654268000.0,148464000.0,197918000.0,661635000.0,-398732000.0,616944000.0,-632605000.0,-209902000.0,-31077000.0,109252000.0,-232095000.0,262999000.0,-159145000.0,-110700000.0,69000000.0,-26400000.0,-23000000.0,179500000.0,-15600000.0
,accountsReceivables,-36296000.0,432323000.0,-439062000.0,-8979000.0,-165507000.0,131031000.0,-70392000.0,-44818000.0,-48364000.0,0.0,0.0,66327000.0,-33377000.0,0.0,0.0,0.0,0.0,0.0,0.0,8564000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,15511000.0,30090000.0,43277000.0,1117000.0,45104000.0,73181000.0,-4697000.0,-14357000.0,20793000.0,-85296000.0,-45283000.0,-84738000.0,21710000.0,21710000.0,-11199000.0,-35853000.0,0.0,0.0,0.0,-15500000.0,5300000.0,2300000.0
,accountsPayables,-29193000.0,-238674000.0,457113000.0,-16680000.0,40548000.0,-37623000.0,30350000.0,53527000.0,32275000.0,42262000.0,-36853000.0,-107745000.0,77475000.0,0.0,0.0,0.0,0.0,0.0,0.0,34824000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,273295000.0,408953000.0,-385337000.0,-69182000.0,1023579000.0,1455200000.0,1070844000.0,732015000.0,282380000.0,885224000.0,230956000.0,82492000.0,-115426000.0,-777061000.0,-378329000.0,-995273000.0,-362668000.0,-152766000.0,-121689000.0,-230941000.0,1154000.0,-261845000.0,-102700000.0,8000000.0,-61000000.0,-34600000.0,-11600000.0,-191100000.0
,otherNonCashItems,887939000.0,269255000.0,-189030000.0,15773000.0,257135000.0,162140000.0,27386000.0,-9508000.0,-10246000.0,0.0,23291000.0,10949000.0,19579000.0,-15334000.0,-18193000.0,-35864000.0,-181629000.0,-35655000.0,-27863000.0,0.0,14866000.0,1229000.0,200000.0,-24500000.0,-100000.0,-100000.0,200000.0,200000.0
,netCashProvidedByOperatingActivites,1537701000.0,1851704000.0,2976256000.0,1637698000.0,1064320000.0,1216940000.0,1414742000.0,1200398000.0,820867000.0,915264000.0,789740000.0,725741000.0,509157000.0,426720000.0,619288000.0,-311962000.0,176363000.0,121030000.0,213017000.0,213017000.0,129869000.0,361153000.0,173400000.0,64500000.0,114200000.0,65600000.0,279800000.0,135100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-776667000.0,-404536000.0,-275798000.0,-202351000.0,-221499000.0,-218494000.0,0.0,-132679000.0,-123727000.0,-142100000.0,-170500000.0,-252900000.0,-110300000.0,-118100000.0,-146200000.0
,acquisitionsNet,-692000000.0,0.0,0.0,-2379000000.0,0.0,0.0,-174000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-288772000.0,0.0,0.0,0.0,0.0,0.0,-750000.0,-3000000.0,-3000000.0,-9709000.0,-2471000.0,-4009000.0,0.0,0.0,-17592000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,283758000.0,3890000.0,0.0,0.0,0.0,0.0,29947000.0,12306000.0,0.0,0.0,7295000.0,0.0,0.0,0.0,0.0,1494000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,126050000.0,1312000.0,573603000.0,67153000.0,0.0,-17130000.0,7444000.0,763587000.0,4842000.0,619999000.0,0.0,-12212000.0,0.0,-28092000.0,-724000.0,485562000.0,44452000.0,613000.0,66926000.0,0.0,-62140000.0,435827000.0,-23400000.0,-100000.0,-100000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1555800000.0,-1601142000.0,-3979104000.0,-4127070000.0,-2961481000.0,-2525607000.0,-2444212000.0,-1037312000.0,-1394543000.0,-624334000.0,-1239429000.0,-985520000.0,-1375996000.0,-590138000.0,-407731000.0,347746000.0,-157899000.0,-214336000.0,-167666000.0,-167666000.0,-125761000.0,-363008000.0,-156600000.0,167700000.0,-71400000.0,-106100000.0,-93500000.0,-145000000.0
