Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,5853000000.0,5387000000.0,5765000000.0,5830000000.0,5988000000.0
Revenue Growth,,,,,
Cost of Revenue,3058000000.0,2776000000.0,2907000000.0,2876000000.0,2676000000.0
Gross Profit,2794000000.0,2611000000.0,2858000000.0,2954000000.0,3312000000.0
R&D Expenses,,,,,
SG&A Expense,897000000.0,798000000.0,866000000.0,984000000.0,923000000.0
Operating Expenses,2367000000.0,2061000000.0,2233000000.0,2370000000.0,2264000000.0
Operating Income,428000000.0,550000000.0,625000000.0,583000000.0,1048000000.0
Interest Expense,865000000.0,850000000.0,793000000.0,543000000.0,580000000.0
Earnings before Tax,-2525000000.0,-524000000.0,43000000.0,-65000000.0,340000000.0
Income Tax Expense,-408000000.0,-140000000.0,16000000.0,-25000000.0,105000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-2117000000.0,-384000000.0,27000000.0,-40000000.0,241000000.0
Preferred Dividends,,,,,
Net Income Com,-2117000000.0,-384000000.0,27000000.0,-40000000.0,241000000.0
EPS,-62.60,-20.55,1.20,-2.10,12.00
EPS Diluted,-62.60,-20.55,1.20,-2.10,12.00
Weighted Average Shs Out,34000000.0,19000000.0,20000000.0,20000000.0,20000000.0
Weighted Average Shs Out (Dil),34000000.0,19000000.0,20000000.0,20000000.0,20000000.0
Dividend per Share,,,,,
Gross Margin,0.47736203656245,0.48468535362911,0.49575021682567,0.50668953687822,0.55310621242485
EBITDA Margin,-0.032291132752435,0.29515500278448,0.38213356461405,0.31989708404803,0.37775551102204
EBIT Margin,-0.28361524004784,0.06051605717468,0.14501300954033,0.081989708404803,0.15464261857047
Profit Margin,-0.36169485733812,-0.071282717653611,0.004683434518647,-0.006861063464837,0.040247160988644
Free Cash Flow margin,,,,,
EBITDA,-189000000.0,1590000000.0,2203000000.0,1865000000.0,2262000000.0
EBIT,-1660000000,326000000,836000000,478000000,926000000
Consolidated Income,-2117000000.0,-384000000.0,27000000.0,-40000000.0,241000000.0
Earnings Before Tax Margin,-0.43140269947036,-0.097271208464823,0.0074588031222897,-0.01114922813036,0.056780227120908
Net Profit Margin,-0.36169485733812,-0.071282717653611,0.004683434518647,-0.006861063464837,0.040247160988644
