date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,220700000.0,132000000.0,83600000.0,109800000.0,111500000.0,212200000.0,16200000.0,-46700000.0,-24400000.0,-54000000.0
,depreciationAndAmortization,253700000.0,228600000.0,190100000.0,146500000.0,140600000.0,140800000.0,142900000.0,152200000.0,129700000.0,115500000.0
,deferredIncomeTax,2400000.0,-15100000.0,35400000.0,-1300000.0,-15300000.0,-120700000.0,-15100000.0,5400000.0,-18800000.0,6500000.0
,stockBasedCompensation,48100000.0,33300000.0,27200000.0,20900000.0,10800000.0,9000000.0,4500000.0,2800000.0,3700000.0,3900000.0
,changeInWorkingCapital,674700000.0,61700000.0,72600000.0,191800000.0,60500000.0,104000000.0,-33100000.0,2200000.0,262500000.0,-21500000.0
,accountsReceivables,-150900000.0,-118900000.0,-33600000.0,-54900000.0,-54100000.0,-7500000.0,-38000000.0,-23600000.0,-64900000.0,-18900000.0
,inventory,-76400000.0,-34000000.0,-1800000.0,-13500000.0,-35400000.0,-19200000.0,-8500000.0,-10500000.0,1400000.0,-2000000.0
,accountsPayables,72200000.0,36200000.0,32300000.0,9900000.0,21400000.0,-11700000.0,-7600000.0,17900000.0,7700000.0,-3500000.0
,otherWorkingCapital,1399800000.0,725100000.0,663400000.0,590800000.0,399000000.0,338500000.0,234500000.0,267600000.0,265400000.0,2900000.0
,otherNonCashItems,22400000.0,19600000.0,16500000.0,6800000.0,4700000.0,19700000.0,21200000.0,29800000.0,-6600000.0,10000000.0
,netCashProvidedByOperatingActivites,440300000.0,247700000.0,374500000.0,299500000.0,155300000.0,171800000.0,178300000.0,137700000.0,87900000.0,99700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-465800000.0,-218100000.0,-176500000.0,-139800000.0,-139600000.0,-141000000.0,-122400000.0,-122500000.0,-104200000.0,-87300000.0
,acquisitionsNet,-359000000.0,-1291000000.0,-745000000.0,-170000000.0,0.0,-131000000.0,-54000000.0,-3000000.0,-458000000.0,0.0
,purchasesOfInvestments,-2800000.0,-1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-827500000.0,-1510400000.0,-919300000.0,-309000000.0,-137700000.0,-271800000.0,-175200000.0,-122100000.0,-538200000.0,-83300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-860800000.0,-1298700000.0,-22000000.0,-224300000.0,-18600000.0,-879800000.0,-1741300000.0,-708500000.0,-37000000.0,-24100000.0
,commonStockIssued,1046500000.0,445500000.0,277800000.0,0.0,0.0,948800000.0,200000.0,1200000.0,1100000.0,3900000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-10300000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-36200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-56900000.0,-39300000.0,-29300000.0,-11800000.0,-14500000.0,-22900000.0,-7200000.0,-10800000.0,-1600000.0,-2600000.0
,netCashUsedProvidedByFinancingActivities,1001700000.0,1201400000.0,669100000.0,161300000.0,-30800000.0,196500000.0,-42100000.0,-49300000.0,352900000.0,-26100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-6700000.0,-3500000.0,-2400000.0,4900000.0,-6500000.0,-19600000.0,3000000.0,1100000.0,-12400000.0,17900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,607800000.0,-64800000.0,121900000.0,156700000.0,-19700000.0,76900000.0,-32000000.0,-32600000.0,-66100000.0,41100000.0
,cashAtEndOfPeriod,953200000.0,345400000.0,410200000.0,288300000.0,131600000.0,151300000.0,74400000.0,106400000.0,139000000.0,205100000.0
,cashAtBeginningOfPeriod,345400000.0,410200000.0,288300000.0,131600000.0,151300000.0,74400000.0,106400000.0,139000000.0,205100000.0,164000000.0
,operatingCashFlow,440300000.0,247700000.0,374500000.0,299500000.0,155300000.0,171800000.0,178300000.0,137700000.0,87900000.0,99700000.0
,capitalExpenditure,-465800000.0,-218100000.0,-176500000.0,-139800000.0,-139600000.0,-141000000.0,-122400000.0,-122500000.0,-104200000.0,-87300000.0
,freeCashFlow,-25500000.0,29600000.0,198000000.0,159700000.0,15700000.0,30800000.0,55900000.0,15200000.0,-16300000.0,12400000.0
