Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,15966618.0,2717515.0,5912065.0,5122957.0
Short-term investments,8952907.0,21556857.0,0.0,0.0
Cash and short-term investments,24919525.0,24274372.0,5912065.0,5122957.0
Receivables,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,25218208.0,24484080.0,5912065.0,5122957.0
Property, Plant & Equipment Net,813613.0,280056.0,144912.0,177068.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,7205374.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,813613.0,7485430.0,144912.0,177068.0
Total assets,26031821.0,31969510.0,6056977.0,5300025.0
Payables,119811.0,71913.0,331534.0,261755.0
Short-term debt,5730.0,0.0,0.0,0.0
Total current liabilities,662332.0,578053.0,445359.0,283604.0
Long-term debt,19878.0,0.0,0.0,0.0
Total debt,25608.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,19878.0,0.0,0.0,0.0
Total liabilities,682210.0,578053.0,445359.0,283604.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-9488042.0,-2007227.0,-8331401.0,-5020993.0
Total shareholders equity,25349611.0,31391457.0,5611618.0,5016421.0
Investments,8952907.0,28762231.0,0.0,0.0
Net Debt,-24893917.0,-24274372.0,-5912065.0,-5122957.0
Other Assets,298683.0,209708.0,0.0,0.0
Other Liabilities,536791.0,506140.0,113825.0,21849.0
