date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,502900000.0,263000000.0,193100000.0,814900000.0,486400000.0,335400000.0,258100000.0,124200000.0,-1410300000.0,149100000.0,255900000.0,244300000.0,179900000.0,353000000.0,274100000.0,255800000.0,215600000.0,240400000.0,-309069000.0,156697000.0,225319000.0,211500000.0,73000000.0,79900000.0,2857700000.0
,depreciationAndAmortization,174200000.0,150800000.0,131200000.0,149300000.0,214000000.0,213300000.0,266700000.0,283400000.0,304000000.0,189500000.0,154700000.0,154500000.0,171500000.0,168800000.0,170800000.0,177800000.0,182700000.0,173600000.0,165699000.0,221177000.0,219959000.0,223600000.0,196000000.0,45800000.0,184400000.0
,deferredIncomeTax,81700000.0,-55000000.0,10900000.0,121000000.0,-61700000.0,-22600000.0,136100000.0,7000000.0,-318400000.0,-55600000.0,-3300000.0,-16600000.0,-39500000.0,-28500000.0,-44700000.0,-29800000.0,-32700000.0,-23400000.0,-257208000.0,-9083000.0,20361000.0,19400000.0,24000000.0,-2900000.0,0.0
,stockBasedCompensation,41700000.0,32900000.0,29200000.0,44900000.0,59900000.0,61200000.0,54100000.0,24100000.0,16900000.0,25000000.0,30600000.0,38800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-72800000.0,61600000.0,-422000000.0,391800000.0,-312100000.0,-552200000.0,243800000.0,-171900000.0,9700000.0,286800000.0,-47300000.0,589100000.0,-144000000.0,-156100000.0,188700000.0,-145500000.0,70000000.0,333896000.0,-245868000.0,-53140000.0,-18588000.0,-88500000.0,222400000.0,-200600000.0,-110900000.0
,accountsReceivables,27400000.0,38100000.0,-900000.0,-81400000.0,-33900000.0,36700000.0,-21100000.0,35500000.0,-27200000.0,0.0,0.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-25200000.0,12400000.0,-61200000.0,-55400000.0,-17100000.0,-38300000.0,-48600000.0,24500000.0,32400000.0,-9000000.0,-19400000.0,109700000.0,-23600000.0,-49300000.0,-33600000.0,-7000000.0,-29100000.0,-11600000.0,-32576000.0,16531000.0,-54710000.0,21200000.0,33100000.0,-5000000.0,51900000.0
,accountsPayables,800000.0,-37000000.0,42600000.0,154100000.0,228000000.0,81300000.0,159400000.0,36300000.0,-83800000.0,-14400000.0,19000000.0,-68400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-75800000.0,127800000.0,66200000.0,488200000.0,96400000.0,408500000.0,960700000.0,716900000.0,888800000.0,879100000.0,592300000.0,639600000.0,50500000.0,194500000.0,350600000.0,161900000.0,307400000.0,237400000.0,-96496000.0,149372000.0,202512000.0,221100000.0,309600000.0,87200000.0,287800000.0
,otherNonCashItems,30700000.0,51700000.0,32700000.0,34300000.0,62200000.0,40900000.0,39400000.0,54900000.0,41400000.0,223100000.0,47000000.0,13600000.0,35600000.0,0.0,0.0,0.0,-15600000.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-100000.0,149800000.0
,netCashProvidedByOperatingActivites,737000000.0,511100000.0,428000000.0,424400000.0,906900000.0,967700000.0,-201900000.0,631200000.0,397000000.0,392100000.0,483100000.0,552000000.0,404400000.0,378100000.0,432900000.0,358200000.0,436200000.0,469700000.0,323939000.0,578693000.0,329413000.0,430400000.0,411600000.0,108300000.0,223300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87600000.0,-80300000.0,-180700000.0,-254100000.0,-167900000.0,-96900000.0,-102700000.0,-124300000.0,-91625000.0,-146277000.0,-114197000.0,-100900000.0,-82400000.0,-24300000.0,0.0
,acquisitionsNet,1000000.0,-453000000.0,-68000000.0,2038000000.0,2000000.0,67000000.0,-4000000.0,-1000000.0,0.0,-1984000000.0,-24000000.0,0.0,-3000000.0,-33000000.0,-53000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-20700000.0,-11100000.0,-70500000.0,-46000000.0,0.0,0.0,0.0,0.0,-262900000.0,0.0,0.0,0.0,-388300000.0,-273600000.0,-339800000.0,-403000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,15400000.0,0.0,0.0,0.0,0.0,24000000.0,0.0,0.0,0.0,0.0,12600000.0,0.0,0.0,413500000.0,283700000.0,349800000.0,416100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,500000.0,0.0,-2600000.0,0.0,0.0,0.0,-100000.0,-1100000.0,2700000.0,1700000.0,-26100000.0,2800000.0,3000000.0,-14200000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10200000.0,2529500000.0
,netCashUsedForInvestingActivites,-159800000.0,-665600000.0,-266700000.0,1813600000.0,-314800000.0,-60000000.0,-141500000.0,-105500000.0,-116500000.0,-2370400000.0,-96900000.0,-70300000.0,-176700000.0,-274100000.0,-202500000.0,-83800000.0,-91000000.0,-123400000.0,-96888000.0,-177932000.0,-348989000.0,-97300000.0,-38300000.0,-34000000.0,2072900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
