date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-89625000.0,-63140000.0,-60447000.0,-35434000.0,-27560000.0,-22625000.0,-3671000.0,-27315.0,-27040.0,-22395.0
,depreciationAndAmortization,194000.0,0.0,10000.0,30000.0,31000.0,20000.0,1000.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
,stockBasedCompensation,12807000.0,9409000.0,8654000.0,4545000.0,2089000.0,2259000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,387229000.0,56457000.0,82972000.0,21251000.0,-18455000.0,83634000.0,-1716218.0,-8436.0,-27315.0,0.0
,accountsReceivables,0.0,210000.0,-8000.0,79000.0,135000.0,-400000.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,5677000.0,0.0,0.0,0.0,0.0,0.0,-1500.0,-1077.0,762.0,1890.0
,otherWorkingCapital,611268000.0,224039000.0,167582000.0,84610000.0,63359000.0,81814000.0,-1820000.0,-103782.0,-95346.0,-68031.0
,otherNonCashItems,0.0,0.0,184000.0,118000.0,42000.0,579000.0,737000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-69830000.0,-54760000.0,-48655000.0,-28441000.0,-25349000.0,-17925000.0,-849000.0,-24418.0,-22678.0,-19244.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2171000.0,0.0,0.0,0.0,0.0,-64000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
,purchasesOfInvestments,-320963000.0,-227571000.0,-237443000.0,-100635000.0,-56427000.0,-76562000.0,0.0,-0.0,0.0,0.0
,salesMaturitiesOfInvestments,223198000.0,181246000.0,158143000.0,77217000.0,68605000.0,6000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-99936000.0,-46325000.0,-79300000.0,-23418000.0,12178000.0,-70626000.0,-28000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-250000.0,0.0,-1250000.0,-344000.0,0.0,0.0,0.0,-0.0,0.0,0.0
,commonStockIssued,459335000.0,108165000.0,132172000.0,53679000.0,0.0,97870000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-6568.0,-4802.0,-4220.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,30613.0,31568.0,4802.0,39220.0
,netCashUsedProvidedByFinancingActivities,469334000.0,111101000.0,132641000.0,53567000.0,7453000.0,102870000.0,2001000.0,25000.0,0.0,35000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,299568000.0,10016000.0,4686000.0,1708000.0,-5718000.0,14319000.0,1124000.0,582.0,-22678.0,15756.0
,cashAtEndOfPeriod,325703000.0,26135000.0,16119000.0,11433000.0,9725000.0,15443000.0,1124000.0,6568.0,4802.0,4220.0
,cashAtBeginningOfPeriod,26135000.0,16119000.0,11433000.0,9725000.0,15443000.0,1124000.0,0.0,5986.0,27480.0,-11536.0
,operatingCashFlow,-69830000.0,-54760000.0,-48655000.0,-28441000.0,-25349000.0,-17925000.0,-849000.0,-24418.0,-22678.0,-19244.0
,capitalExpenditure,-2171000.0,0.0,0.0,0.0,0.0,-64000.0,0.0,0.0,0.0,0.0
,freeCashFlow,-72001000.0,-54760000.0,-48655000.0,-28441000.0,-25349000.0,-17989000.0,-849000.0,-24418.0,-22678.0,-19244.0
