Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,115069000.0,56666000.0,10238000.0
Short-term investments,60576000.0,1498000.0,18002000.0
Cash and short-term investments,175645000.0,58164000.0,28240000.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,177941000.0,59201000.0,28496000.0
Property Plant & Equipment Net,3190000.0,2181000.0,2430000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,1496000.0
Tax assets,0.0,0.0,0.0
Total non-current assets,3395000.0,2436000.0,4286000.0
Total assets,181336000.0,61637000.0,32782000.0
Payables,3303000.0,1359000.0,663000.0
Short-term debt,438000.0,641000.0,647000.0
Total current liabilities,31123000.0,5024000.0,3006000.0
Long-term debt,24000.0,398000.0,1023000.0
Total debt,462000.0,1039000.0,1670000.0
Deferred revenue,20209000.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,43590000.0,903000.0,1746000.0
Total liabilities,74713000.0,5927000.0,4752000.0
Other comprehensive income,213453000,-2000.0,-20000.0
Retained earnings (deficit),-106848000.0,-57525000.0,-32530000.0
Total shareholders equity,106623000.0,-53522000.0,-30027000.0
Investments,60576000.0,1498000.0,19498000.0
Net Debt,-114607000.0,-57125000.0,-26570000.0
Other Assets,0.0,1037000.0,256000.0
Other Liabilities,0.0,3024000.0,1696000.0
