Date,2018-09,2017-09,2016-09,2015-09,2014-09
Depreciation & Amortization,1978000000.0,1088000000.0,1114000000.0,891000000.0,562000000.0
Stock-based compensation,322000000.0,174000000.0,196000000.0,166000000.0,113000000.0
Operating Cash Flow,2865000000.0,2550000000.0,2559000000.0,1730000000.0,1746000000.0
Capital Expenditure,-895000000.0,-727000000.0,-718000000.0,-633000000.0,-653000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,11000000,13000000,-1000000,840000000,-171000000
Investing Cash flow,-15829000000.0,-883000000.0,-669000000.0,-8318000000.0,-948000000.0
Issuance (repayment) of debt,-3996000000.0,-3980000000.0,-752000000.0,-6000000.0,000000.0
Issuance (buybacks) of shares,000000.0,-220000000.0,-32000000.0,-27000000.0,-409000000.0
Dividend payments,,,,,
Financing Cash Flow,-58000000.0,10977000000.0,-1761000000.0,6190000000.0,-807000000.0
Effect of forex changes on cash,-17000000.0,-6000000.0,-12000000.0,-38000000.0,-20000000.0
Net cash flow / Change in cash,-13039000000.0,12638000000.0,117000000.0,-436000000.0,-29000000.0
Free Cash Flow,1970000000.0,1823000000.0,1841000000.0,1097000000.0,1093000000.0
Net Cash/Marketcap,,,,,
