date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,0.0,0.0,-100000000.0,0.0,-179000000.0,-628000000.0,-612000000.0,-1000000000.0,1000000.0,24000000.0,15000000.0,1000000.0,-280000000.0,-749000000.0,-695700000.0,-672700000.0,70800000.0,86600000.0,429600000.0,103100000.0,14400000.0,-1800000.0,-47600000.0
,dividendsPaid,-930000000.0,-1149000000.0,-1141000000.0,-1082000000.0,-1070000000.0,-992000000.0,-913000000.0,-852000000.0,-774000000.0,-642000000.0,-473000000.0,-602000000.0,-433000000.0,-520800000.0,-411700000.0,-312200000.0,-248700000.0,-172000000.0,-135600000.0,-325200000.0,-353000000.0,-334900000.0,-309700000.0
,otherFinancingActivites,328000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900000.0,1500000.0
,netCashUsedProvidedByFinancingActivities,1904000000.0,1238000000.0,-1176000000.0,-227000000.0,-87000000.0,1098000000.0,-15000000.0,-628000000.0,-1100000000.0,-553000000.0,-863000000.0,-739000000.0,598000000.0,-1368700000.0,-1148600000.0,-2447300000.0,-348300000.0,-931000000.0,-77000000.0,339600446.0,2328500300.0,-560500000.0,-775900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,313000000.0,121000000.0,-95000000.0,77000000.0,209000000.0,163000000.0,-276000000.0,229000000.0,61000000.0,29000000.0,-24000000.0,37000000.0,-16000000.0,31400000.0,-20100000.0,-887900000.0,890300000.0,15200000.0,-26100000.0,-83100000.0,132500000.0,-113700000.0,-315300000.0
,cashAtEndOfPeriod,848000000.0,535000000.0,414000000.0,509000000.0,432000000.0,223000000.0,60000000.0,336000000.0,107000000.0,46000000.0,17000000.0,41000000.0,4000000.0,31400000.0,-11100000.0,9100000.0,896300000.0,15200000.0,-9100000.0,16900000.0,132500000.0,-32300000.0,81400000.0
,cashAtBeginningOfPeriod,535000000.0,414000000.0,509000000.0,432000000.0,223000000.0,60000000.0,336000000.0,107000000.0,46000000.0,17000000.0,41000000.0,4000000.0,20000000.0,0.0,9000000.0,897000000.0,6000000.0,0.0,17000000.0,100000000.0,0.0,81400000.0,396700000.0
,operatingCashFlow,4574000000.0,3927000000.0,4058000000.0,3947000000.0,3219000000.0,3556000000.0,3407000000.0,3246000000.0,3219000000.0,2550000000.0,2546000000.0,2904000000.0,2819000000.0,3171700000.0,2803700000.0,2914600000.0,2538100000.0,2144000000.0,1742000000.0,1398600000.0,1635100000.0,1645100000.0,1496300000.0
,capitalExpenditure,-2822000000.0,-4374000000.0,-3041000000.0,-3103000000.0,-3132000000.0,-4625000000.0,-3530000000.0,-2177000000.0,-1950000000.0,-1847000000.0,-1721000000.0,-2103000000.0,-1859000000.0,-1770300000.0,-1618400000.0,-1319000000.0,-1319000000.0,-1252700000.0,-1693300000.0,-2249400000.0,-1441300000.0,-1199200000.0,-1097600000.0
,freeCashFlow,1752000000.0,-447000000.0,1017000000.0,844000000.0,87000000.0,-1069000000.0,-123000000.0,1069000000.0,1269000000.0,703000000.0,825000000.0,801000000.0,960000000.0,1401400000.0,1185300000.0,1595600000.0,1219100000.0,891300000.0,48700000.0,-850800000.0,193800000.0,445900000.0,398700000.0
