date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1800000.0,126300000.0,167600000.0,11200000.0,94100000.0,144200000.0,276300000.0,256100000.0,94100000.0,269400000.0,207100000.0,71200000.0,121500000.0,80300000.0,18300000.0,67300000.0,-402300000.0,-55200000.0,22100000.0,78600000.0,-89700000.0,135900000.0,-183600000.0
,depreciationAndAmortization,105000000.0,100300000.0,100800000.0,111500000.0,100300000.0,131500000.0,137100000.0,123100000.0,119000000.0,120000000.0,115600000.0,113000000.0,118700000.0,113400000.0,113500000.0,114000000.0,108800000.0,102900000.0,94600000.0,89000000.0,87800000.0,89200000.0,93900000.0
,deferredIncomeTax,2200000.0,56800000.0,78100000.0,200500000.0,59000000.0,164700000.0,57000000.0,102900000.0,-37300000.0,0.0,0.0,28200000.0,-42400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10700000.0,14600000.0,18600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,100500000.0,46900000.0,62500000.0,106400000.0,-303100000.0,-31700000.0,-1150000000.0,-135100000.0,280400000.0,142200000.0,237300000.0,168900000.0,-92300000.0,137200000.0,43700000.0,35600000.0,182800000.0,71000000.0,88100000.0,818000000.0,-357400000.0,101000000.0,-353700000.0
,accountsReceivables,59700000.0,-18700000.0,2500000.0,-4900000.0,-15700000.0,-38900000.0,-25800000.0,13500000.0,-3000000.0,-80600000.0,-15800000.0,96800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,62000000.0,-30100000.0,-26100000.0,4400000.0,-600000.0,-1400000.0,-52100000.0,8600000.0,53900000.0,-66900000.0,-37100000.0,84800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31200000.0,-8000000.0,-5700000.0,500000.0
,accountsPayables,-9300000.0,28000000.0,24200000.0,-2500000.0,32000000.0,35900000.0,-17200000.0,4200000.0,-11700000.0,50200000.0,37300000.0,-32100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-11900000.0,389800000.0,342900000.0,280400000.0,174000000.0,477100000.0,508800000.0,1658800000.0,1793900000.0,1513500000.0,1371300000.0,1134000000.0,965100000.0,1057400000.0,920200000.0,876500000.0,840900000.0,658100000.0,587100000.0,499000000.0,-319000000.0,38400000.0,-62600000.0
,otherNonCashItems,1200000.0,68400000.0,75400000.0,38000000.0,84700000.0,-418900000.0,-1985400000.0,107000000.0,-96200000.0,26300000.0,4700000.0,57200000.0,67000000.0,23600000.0,112900000.0,-45500000.0,-26300000.0,32200000.0,0.0,0.0,-5300000.0,0.0,0.0
,netCashProvidedByOperatingActivites,349600000.0,392100000.0,342000000.0,319200000.0,291400000.0,13400000.0,-1472100000.0,515900000.0,453600000.0,217000000.0,327700000.0,433400000.0,1600000.0,88200000.0,152700000.0,54200000.0,313000000.0,110800000.0,195400000.0,6400000.0,-121100000.0,137300000.0,-72700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136900000.0,-119200000.0,-80900000.0,-62900000.0,-86400000.0,-91100000.0,-62900000.0,-64800000.0,-82500000.0,-100900000.0
,acquisitionsNet,-2000000.0,-23000000.0,-418000000.0,-4000000.0,-247000000.0,0.0,0.0,-526000000.0,-80000000.0,-46000000.0,-35000000.0,41000000.0,0.0,16000000.0,-20000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,-3100000.0,-4100000.0,-131000000.0,-500000.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91300000.0,83400000.0,31100000.0,9600000.0,0.0,0.0,15800000.0,900000.0,7900000.0,0.0,0.0,0.0
,otherInvestingActivites,-18300000.0,6800000.0,15800000.0,-1200000.0,18400000.0,10300000.0,405100000.0,-200100000.0,-61800000.0,-31100000.0,-97300000.0,-8900000.0,0.0,13600000.0,300000.0,15300000.0,1800000.0,-11600000.0,3000000.0,-1500000.0,-19900000.0,-54100000.0,-13800000.0
,netCashUsedForInvestingActivites,-175800000.0,-210100000.0,-618500000.0,-129900000.0,-345000000.0,-144500000.0,235300000.0,-880700000.0,-280300000.0,-218500000.0,-244900000.0,26100000.0,-31100000.0,-206900000.0,-129400000.0,-64800000.0,-125600000.0,-109100000.0,-110700000.0,-133300000.0,-121800000.0,79200000.0,-108200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-787800000.0,-24200000.0,-587800000.0,-143900000.0,-633000000.0,-106500000.0,-770300000.0,-64500000.0,0.0,0.0,0.0,-2300000.0,-2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40100000.0,24100000.0,3100000.0,4200000.0,0.0,0.0,0.0,5800000.0,26600000.0,52000000.0
