date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-40400000.0,-29800000.0,-80000000.0,-65000000.0,-195100000.0,-301500000.0,-469500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0,-47300000.0,-95300000.0,-82200000.0
,dividendsPaid,-80100000.0,-72600000.0,-64600000.0,-57300000.0,-36000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-40400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-15500000.0,-4900000.0,18200000.0,600000.0,747500000.0,-700000.0,-57100000.0,-28100000.0,42200000.0,6000000.0,2200000.0,-1900000.0,0.0,-2600000.0,-2400000.0,-600000.0,-4000000.0,-3100000.0,0.0,0.0,0.0,-27500000.0,1256600000.0
,netCashUsedProvidedByFinancingActivities,-157900000.0,-99400000.0,316500000.0,-134800000.0,-28800000.0,-38200000.0,849900000.0,-8400000.0,110300000.0,39700000.0,41500000.0,-41300000.0,14000000.0,45700000.0,21900000.0,-10100000.0,-700000.0,-4700000.0,-9200000.0,123200000.0,245100000.0,-77500000.0,196600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7400000.0,-700000.0,-2500000.0,7700000.0,-4000000.0,-58300000.0,-20400000.0,1100000.0,5000000.0,-5600000.0,-1600000.0,14700000.0,-4900000.0,17200000.0,16400000.0,-15000000.0,14500000.0,28600000.0,16100000.0,-6900000.0,-10100000.0,-4500000.0,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,23300000.0,81900000.0,37500000.0,62200000.0,-239300000.0,-227600000.0,-407300000.0,-372100000.0,288600000.0,32600000.0,122700000.0,432900000.0,-20400000.0,-55800000.0,61600000.0,-35700000.0,201200000.0,25600000.0,91600000.0,-10600000.0,-7900000.0,134500000.0,17700000.0
,cashAtEndOfPeriod,306200000.0,282900000.0,201000000.0,152800000.0,90600000.0,329900000.0,557500000.0,964800000.0,1336900000.0,1048300000.0,1015700000.0,893000000.0,460100000.0,480500000.0,536300000.0,474700000.0,510400000.0,309200000.0,283000000.0,181300000.0,191900000.0,199800000.0,65300000.0
,cashAtBeginningOfPeriod,282900000.0,201000000.0,163500000.0,90600000.0,329900000.0,557500000.0,964800000.0,1336900000.0,1048300000.0,1015700000.0,893000000.0,460100000.0,480500000.0,536300000.0,474700000.0,510400000.0,309200000.0,283600000.0,191400000.0,191900000.0,199800000.0,65300000.0,47600000.0
,operatingCashFlow,349600000.0,392100000.0,342000000.0,319200000.0,291400000.0,13400000.0,-1472100000.0,515900000.0,453600000.0,217000000.0,327700000.0,433400000.0,1600000.0,88200000.0,152700000.0,54200000.0,313000000.0,110800000.0,195400000.0,6400000.0,-121100000.0,137300000.0,-72700000.0
,capitalExpenditure,-155500000.0,-194100000.0,-216300000.0,-125200000.0,-116900000.0,-154800000.0,-169800000.0,-156200000.0,-138500000.0,-141600000.0,-112900000.0,-93800000.0,-132200000.0,-136900000.0,-119200000.0,-80900000.0,-62900000.0,-86400000.0,-91100000.0,-62900000.0,-64800000.0,-82500000.0,-100900000.0
,freeCashFlow,194100000.0,198000000.0,125700000.0,194000000.0,174500000.0,-141400000.0,-1641900000.0,359700000.0,315100000.0,75400000.0,214800000.0,339600000.0,-130600000.0,-48700000.0,33500000.0,-26700000.0,250100000.0,24400000.0,104300000.0,-56500000.0,-185900000.0,54800000.0,-173600000.0
