date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,671835000.0,723605000.0,685167000.0,802917000.0,691789000.0,840542000.0,770700000.0,737300000.0,633000000.0,642700000.0,692400000.0,832800000.0,918200000.0,744500000.0,540200000.0,300300000.0,131800000.0
,costOfRevenue,533916000.0,554690000.0,518142000.0,608605000.0,528651000.0,634660000.0,578900000.0,566700000.0,507400000.0,507600000.0,550600000.0,628700000.0,716200000.0,601600000.0,419400000.0,236000000.0,100100000.0
,grossProfit,137919000.0,168915000.0,167025000.0,194312000.0,163138000.0,205882000.0,191900000.0,170600000.0,125600000.0,135000000.0,141800000.0,204100000.0,202000000.0,143000000.0,120800000.0,64300000.0,31700000.0
,grossProfitRatio,0.205287012436089,0.233435368743997,0.243772686075074,0.242007579861928,0.235820459706645,0.244939574702989,0.248994420656546,0.231384782313848,0.198420221169036,0.21005134588455,0.204794916233391,0.245076849183477,0.219995643650621,0.192075218267293,0.223620881155128,0.214119214119214,0.24051593323217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,114859000.0,123037000.0,117662000.0,94835000.0,94422000.0,91839000.0,80400000.0,70900000.0,78000000.0,76400000.0,71400000.0,87600000.0,73900000.0,60700000.0,41300000.0,24000000.0,21100000.0
,GeneralAndAdministrativeExpenses,23739000.0,22113000.0,20655000.0,20739000.0,18780000.0,20746000.0,18278000.0,17157000.0,14432000.0,10021000.0,16540000.0,44708000.0,14866000.0,9730000.0,11500000.0,7400000.0,7300000.0
,SellingAndMarketingExpenses,17628000.0,20380000.0,20349000.0,18518000.0,19264000.0,20572000.0,18822000.0,15443000.0,14368000.0,13279000.0,10360000.0,11692000.0,9334000.0,6970000.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,156226000.0,165530000.0,158720000.0,134457000.0,132156000.0,132603000.0,117337000.0,103495000.0,110505000.0,108475000.0,98288000.0,143924000.0,98143000.0,77387000.0,52824000.0,31417000.0,28360000.0
,costAndExpenses,690142000.0,720220000.0,676808000.0,743682000.0,661029000.0,768126000.0,696400000.0,671500000.0,616400000.0,607300000.0,648800000.0,772600000.0,814300000.0,680500000.0,472300000.0,267400000.0,128500000.0
,interestExpense,2411000.0,1769000.0,565000.0,633000.0,514000.0,518000.0,401000.0,352000.0,455000.0,182000.0,3000.0,3400000.0,5200000.0,311000.0,2400000.0,1300000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,24399000.0,20327000.0,16680000.0,13756000.0,14164000.0,14592000.0,14300000.0,13300000.0,12800000.0,13600000.0,13800000.0,12300000.0,10300000.0,5200000.0,3600000.0,2800000.0,1200000.0
,EBITDA,6092000.0,23712000.0,25039000.0,72991000.0,44924000.0,87008000.0,88600000.0,79100000.0,29400000.0,49000000.0,57300000.0,72500000.0,114200000.0,69300000.0,71500000.0,35700000.0,4600000.0
,EBITDARatio,0.00906770263531968,0.0327692594716731,0.0365443753128799,0.090907279332733,0.064938875871111,0.103514161100814,0.114960425587129,0.107283331072833,0.0464454976303318,0.0762408588766143,0.0827556325823224,0.0870557156580211,0.124373774776737,0.0930826057756884,0.132358385783043,0.118881118881119,0.0349013657056146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-18307000.0,3385000.0,8359000.0,59235000.0,30760000.0,72416000.0,74300000.0,65800000.0,16600000.0,35400000.0,43500000.0,60200000.0,103900000.0,64100000.0,67900000.0,32900000.0,3400000.0
,operatingIncomeRatio,-0.0272492501879182,0.00467796657015913,0.0121999454147675,0.0737747488221074,0.0444644248463043,0.0861539340092464,0.0964058647982354,0.0892445408924454,0.0262243285939968,0.0550801306986152,0.0628249566724437,0.0722862632084534,0.113156175125245,0.0860980523841504,0.125694187338023,0.10955710955711,0.0257966616084977
,totalOtherIncomeExpensesNet,128000.0,1866000.0,19000.0,-5000.0,126000.0,145000.0,300000.0,100000.0,-400000.0,500000.0,100000.0,500000.0,500000.0,200000.0,0.0,0.0,0.0
,incomeBeforeTax,-15768000.0,7020000.0,30092000.0,59418000.0,32867000.0,85494000.0,75400000.0,65900000.0,16800000.0,35300000.0,43700000.0,64000000.0,109600000.0,69500000.0,70300000.0,34200000.0,2800000.0
,incomeBeforeTaxRatio,-0.0234700484493961,0.00970142550148216,0.0439192196938848,0.074002667772634,0.0475101512166282,0.10171294236338,0.0978331387050733,0.0893801708938017,0.0265402843601896,0.0549245371090711,0.0631138070479492,0.0768491834774256,0.119363972990634,0.0933512424445937,0.13013698630137,0.113886113886114,0.0212443095599393
,incomeTaxExpense,416000.0,2193000.0,4520000.0,10671000.0,11405000.0,21591000.0,19476000.0,15748000.0,7301000.0,6228000.0,7915000.0,-8700000.0,-1860000.0,-5446000.0,8900000.0,-1800000.0,3300000.0
,netIncome,-13614000.0,8569000.0,27680000.0,50912000.0,25195000.0,66598000.0,61500000.0,51600000.0,10700000.0,33200000.0,39700000.0,76400000.0,112600000.0,75200000.0,61600000.0,36000000.0,-600000.0
,netIncomeRatio,-0.020263904083592,0.0118420961712537,0.0403989100467477,0.0634087956787563,0.0364200644994355,0.0792322096932693,0.0797975866095757,0.0699850806998508,0.0169036334913112,0.0516570717286448,0.0573367995378394,0.0917387127761767,0.122631235025049,0.101007387508395,0.114031840059237,0.11988011988012,-0.00455235204855842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.03945,0.02484,0.08027,0.14772,0.07333,0.1936,0.17899,0.1511,0.03024,0.09334,0.10724,0.19906,0.28506,0.38544,0.3409,0.20773,-0.00515
,EPSDiluted,-0.03945,0.02484,0.08027,0.14772,0.07333,0.1936,0.17899,0.1511,0.03024,0.09334,0.10724,0.19906,0.28506,0.38544,0.3409,0.20773,-0.00515
,weightedAverageShsOut,345101000.0,345020000.0,344849000.0,344655000.0,343570000.0,343997000.0,343600000.0,341500000.0,353800000.0,355700000.0,370200000.0,383800000.0,395000000.0,195100000.0,180700000.0,173300000.0,116600000.0
,weightedAverageShsOutDil,345101000.0,345020000.0,344849000.0,344655000.0,343570000.0,343997000.0,343600000.0,341500000.0,353800000.0,355700000.0,370200000.0,383800000.0,395000000.0,195100000.0,180700000.0,173300000.0,116600000.0
