Date,2016-12,2015-12,2014-12,2013-12,2012-12
Depreciation & Amortization,14000000.0,16000000.0,14000000.0,6000000.0,2000000.0
Stock-based compensation,13000000.0,17000000.0,84000000.0,55000000.0,25000000.0
Operating Cash Flow,-41000000.0,-12000000.0,6000000.0,24000000.0,20000000.0
Capital Expenditure,-1000000.0,-1000000.0,-4000000.0,-2000000.0,-2000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-53000000,-20000000,-3000000,-19000000,-56000000
Investing Cash flow,-18000000.0,-19000000.0,-21000000.0,-41000000.0,-69000000.0
Issuance (repayment) of debt,-176000000.0,-4000000.0,000000.0,000000.0,-1000000.0
Issuance (buybacks) of shares,000000.0,-1000000.0,-16000000.0,-7000000.0,-1000000.0
Dividend payments,,,,,
Financing Cash Flow,40000000.0,1000000.0,-13000000.0,177000000.0,-1000000.0
Effect of forex changes on cash,-9000000.0,-5000000.0,1000000.0,1000000.0,-0000000.0
Net cash flow / Change in cash,-27000000.0,-34000000.0,-27000000.0,161000000.0,-51000000.0
Free Cash Flow,-41000000.0,-12000000.0,2000000.0,23000000.0,17000000.0
Net Cash/Marketcap,,,,,
