date,,2020-10-02_FY,2019-09-27_FY,2018-09-28_FY,2017-09-29_FY,2016-09-30_FY,2015-10-02_FY,2014-10-03_FY,2013-09-27_FY,2012-09-28_FY,2011-09-30_FY,2010-10-01_FY,2009-10-02_FY,2008-10-03_FY,2007-09-28_FY,2006-09-29_FY,2005-09-30_FY,2004-10-01_FY,2003-10-03_FY,2003-09-27_FY,2002-09-27_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY
,commonStockRepurchased,-33000000.0,-638600000.0,-750500000.0,-412700000.0,-598900000.0,-234500000.0,-120000000.0,-182400000.0,8100000.0,-90135000.0,36100000.0,36300000.0,16000000.0,-23400000.0,1600000.0,0.0,3500000.0,103800000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-307000000.0,-273900000.0,-243200000.0,-214600000.0,-201000000.0,-123100000.0,-41400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-274600000.0,9000000.0,39600000.0,-32800000.0,61000000.0,45100041.7,12200000.0,-25724000.0,17906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-907000000.0,-912500000.0,-993700000.0,-597400000.0,-804600000.0,-300300000.0,-120600000.0,-172700000.0,-86100000.0,-59044000.0,-38600000.0,-30200000.0,-104200000.0,40200000.0,-49400000.0,5244000.0,11100000.0,224500000.0,224482000.0,80400000.0,138300000.0,148700000.0,103500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-284000000.0,118000000.0,-883500000.0,533000000.0,40200000.0,237800000.0,294700000.0,204000000.0,-103700000.0,-43170000.0,89000000.0,139100000.0,-16500000.0,104800000.0,20200000.0,-6983000.0,-38000000.0,108100000.0,108148000.0,51400000.0,-2200000.0,2100000.0,2100000.0
,cashAtEndOfPeriod,566000000.0,851300000.0,733300000.0,1616800000.0,1083800000.0,1043600000.0,805800000.0,511100000.0,306400000.0,410087000.0,453200000.0,364200000.0,225100000.0,241500000.0,136700000.0,116522000.0,123500000.0,161500000.0,161506000.0,53400000.0,2000000.0,2100000.0,735400000.0
,cashAtBeginningOfPeriod,851000000.0,733300000.0,1616800000.0,1083800000.0,1043600000.0,805800000.0,511100000.0,307100000.0,410100000.0,453257000.0,364200000.0,225100000.0,241600000.0,136700000.0,116500000.0,123505000.0,161500000.0,53400000.0,53358000.0,2000000.0,4200000.0,0.0,733300000.0
,operatingCashFlow,78000000.0,1367400000.0,1260600000.0,1456300000.0,1095700000.0,992800000.0,772400000.0,499700000.0,285200000.0,365818000.0,223000000.0,218800000.0,182700000.0,84800000.0,27200000.0,54197000.0,91900000.0,-72100000.0,-72052000.0,-99100000.0,-89400000.0,-53800000.0,-7100000.0
,capitalExpenditure,0.0,-398400000.0,-422300000.0,-303300000.0,-195300000.0,-430100000.0,-208600000.0,-123800000.0,-94129000.0,-100660000.0,-88900000.0,-39200000.0,-64800000.0,-42600000.0,-49400000.0,-38135000.0,-60000000.0,-40300000.0,0.0,-29400000.0,-51100000.0,-100400000.0,-94300000.0
,freeCashFlow,78000000.0,944000000.0,829700000.0,1140900000.0,900400000.0,562700000.0,563800000.0,375900000.0,191100000.0,265158000.0,134100000.0,179600000.0,117900000.0,42200000.0,-22200000.0,16062000.0,31900000.0,-112400000.0,-72052000.0,-128500000.0,-140500000.0,-154200000.0,-101400000.0
