date,,2020-10-02_FY,2019-09-27_FY,2018-09-28_FY,2017-09-29_FY,2016-09-30_FY,2015-10-02_FY,2014-10-03_FY,2013-09-27_FY,2012-09-28_FY,2011-09-30_FY,2010-10-01_FY,2009-10-02_FY,2008-10-03_FY,2007-09-28_FY,2006-09-29_FY,2005-09-30_FY,2004-10-01_FY,2003-10-03_FY,2003-09-27_FY,2002-09-27_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,814000000.0,853600000.0,918400000.0,1010200000.0,995200000.0,798300000.0,457700000.0,278100000.0,202000000.0,226585000.0,137300000.0,95000000.0,111000000.0,39700000.0,-105200000.0,25611000.0,22400000.0,-451400000.0,-451416000.0,-236100000.0,-318900000.0,-66500000.0,-14900000.0
,depreciationAndAmortization,318000000.0,371600000.0,299200000.0,254800000.0,247800000.0,195800000.0,122700000.0,103400000.0,102700000.0,76530000.0,52700000.0,50500000.0,51600000.0,41300000.0,40300000.0,41227000.0,38800000.0,41300000.0,36941000.0,60600000.0,74000000.0,67000000.0,42500000.0
,deferredIncomeTax,-13000000.0,-6100000.0,27300000.0,2200000.0,0.0,-3900000.0,3300000.0,13700000.0,12900000.0,12370000.0,38500000.0,-24900000.0,-36600000.0,-1700000.0,16500000.0,3253000.0,3100000.0,400000.0,351000.0,-23100000.0,0.0,0.0,0.0
,stockBasedCompensation,156000000.0,80100000.0,107800000.0,88500000.0,78000000.0,99800000.0,86000000.0,71700000.0,72172000.0,58338000.0,40741000.0,23466000.0,23212000.0,13737000.0,14219000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,8400000.0,-11900000.0,-373300000.0,453900000.0,341100000.0,319200000.0,238000000.0,193000000.0,131362000.0,-16362000.0,191700000.0,47900000.0,29500000.0,71300000.0,-92547000.0,55147000.0,33300000.0,21000.0,169479000.0,19200000.0,-75000000.0,135600000.0,-37400000.0
,accountsReceivables,71000000.0,190000000.0,-193000000.0,-37000000.0,0.0,-222000000.0,-12000000.0,4000000.0,-109213000.0,0.0,703000.0,1797000.0,-614000.0,2203000.0,31206000.0,0.0,377000.0,-49900000.0,1156000.0,-53600000.0,26800000.0,0.0,0.0
,inventory,46000000.0,-119600000.0,11900000.0,-69200000.0,-147300000.0,3600000.0,-6100000.0,3400000.0,-19314000.0,-49694000.0,-38818000.0,3458000.0,-16082000.0,-247000.0,-3454000.0,2172000.0,-21404000.0,-2600000.0,9577000.0,-18200000.0,52600000.0,0.0,0.0
,accountsPayables,61000000.0,-33000000.0,-126000000.0,147800000.0,-181500000.0,90500000.0,74200000.0,-14100000.0,15244000.0,-14350000.0,42869000.0,9219000.0,2110000.0,-16654000.0,795000.0,0.0,23036000.0,-5000000.0,5019000.0,-42700000.0,2500000.0,0.0,0.0
,otherWorkingCapital,1869000000.0,1860600000.0,1872500000.0,2245800000.0,1791900000.0,1450800000.0,1131600000.0,893600000.0,700600000.0,569238000.0,585600000.0,393900000.0,346000000.0,316500000.0,245200000.0,337747000.0,282600000.0,249300000.0,249279000.0,79800000.0,60600000.0,135600000.0,0.0
,otherNonCashItems,0.0,93800000.0,95200000.0,46700000.0,300000.0,63900000.0,63300000.0,78300000.0,76600000.0,1417000.0,49800000.0,49800000.0,51600000.0,27500000.0,66200000.0,0.0,22600000.0,447500000.0,0.0,180000000.0,146800000.0,31000000.0,2800000.0
,netCashProvidedByOperatingActivites,78000000.0,1367400000.0,1260600000.0,1456300000.0,1095700000.0,992800000.0,772400000.0,499700000.0,285200000.0,365818000.0,223000000.0,218800000.0,182700000.0,84800000.0,27200000.0,54197000.0,91900000.0,-72100000.0,-72052000.0,-99100000.0,-89400000.0,-53800000.0,-7100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-389000000.0,-398400000.0,-422300000.0,-303300000.0,0.0,-430100000.0,-208600000.0,-123800000.0,-94129000.0,0.0,-88900000.0,-39200000.0,-64800000.0,-42600000.0,-49400000.0,-38135000.0,-60000000.0,-40300000.0,0.0,-29400000.0,-51100000.0,-100400000.0,-94300000.0
,acquisitionsNet,0.0,0.0,-404000000.0,-13700000.0,-56000000.0,-24600000.0,-148500000.0,0.0,-229628000.0,-249000000.0,-6000000.0,-10000000.0,-33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-790000000.0,-1018100000.0,-1443200000.0,-432300000.0,0.0,-237300000.0,-165700000.0,-184900000.0,-12405000.0,0.0,0.0,0.0,-7500000.0,-955596000.0,-1009810000.0,-1251470000.0,-5000000.0,0.0,-3988000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,607000000.0,447000000.0,368200000.0,3200000.0,0.0,0.0,0.0,800000.0,20900000.0,0.0,0.0,0.0,0.0,0.0,0.0,1223181000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,632600000.0,750900000.0,420200000.0,0.0,237300000.0,165700000.0,184900000.0,12405000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-581000000.0,-336900000.0,-1150400000.0,-325900000.0,-250900000.0,-454700000.0,-357100000.0,-123000000.0,-302800000.0,-349944000.0,-95300000.0,-49500000.0,-95000000.0,-20100000.0,42400000.0,-66424000.0,-141000000.0,-44300000.0,-44282000.0,70000000.0,-51100000.0,-92800000.0,-94300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,110000000.0,124000000.0,135000000.0,-5500000.0,0.0,126000000.0,63000000.0,26000000.0,-48047000.0,-50000000.0,14757000.0,1009000.0,1156000.0,1117000.0,-50665000.0,0.0,29000.0,0.0,-135139000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,19700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5244000.0,0.0,0.0,102188000.0,0.0,0.0,0.0,0.0
