Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,30929.0,25432.0,1438.0,36325.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,30929.0,25432.0,1438.0,36325.0
Receivables,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,49044.0,39889.0,8341.0,36572.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,8101595.0,41019387.0,40473422.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,8101595.0,41019387.0,40473422.0,226824.0
Total assets,8150639.0,41059276.0,40481763.0,263396.0
Payables,678421.0,609719.0,244576.0,0.0
Short-term debt,2056220.0,1536549.0,0.0,0.0
Total current liabilities,3514641.0,2146268.0,288726.0,85180.0
Long-term debt,2056220.0,1536549.0,790320.0,0.0
Total debt,4112440.0,3073098.0,790320.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,17508.0,44150.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,2056220.0,1536549.0,790320.0,362320.0
Total liabilities,3514641.0,36059256.0,35481748.0,447500.0
Other comprehensive income,5894802,6227456,5643184,0.0
Retained earnings (deficit),-1259005.0,-1227638.0,-643361.0,-209133.0
Total shareholders equity,4635998.0,5000020.0,5000015.0,-184104.0
Investments,8101595.0,41019387.0,40473422.0,0.0
Net Debt,4081511.0,3047666.0,788882.0,-36325.0
Other Assets,0.0,0.0,0.0,247.0
Other Liabilities,0.0,32376439.0,34402702.0,85180.0
