Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-28,2013-12-29
Cash and cash equivalents,1079648000.0,691251000.0,595224000.0,265415000.0,1472783000.0,862576000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1079648000.0,691251000.0,595224000.0,265415000.0,1472783000.0,862576000.0
Receivables,416938000.0,420095000.0,429112000.0,416877000.0,440722000.0,644024000.0
Inventories,0.0,0.0,0.0,0.0,0.0,14222000.0
Total current assets,6605661000.0,6876337000.0,8104751000.0,8686918000.0,9235632000.0,9740729000.0
Property, Plant & Equipment Net,421299000.0,440295000.0,523920000.0,615570000.0,850597000.0,1040807000.0
Goodwill and Intangible Assets,4865202000.0,5105510000.0,5358338000.0,5581888000.0,6620367000.0,6498239000.0
Long-term investments,1264437000.0,1281791000.0,1674883000.0,1692700000.0,1717192000.0,2163162000.0
Tax assets,23922000.0,18274000.0,9056000.0,42683000.0,34606000.0,65461000.0
Total non-current assets,4276501000.0,4297881000.0,5304515000.0,5336341000.0,5516844000.0,5751611000.0
Total assets,8251391000.0,8169328000.0,9401051000.0,9708863000.0,11396455000.0,11476009000.0
Payables,44897000.0,48319000.0,60553000.0,53872000.0,77295000.0,93396000.0
Short-term debt,0.0,0.0,19924000.0,19862000.0,4088000.0,204709000.0
Total current liabilities,451793000.0,654267000.0,550853000.0,540800000.0,684180000.0,798837000.0
Long-term debt,2926083000.0,2919185000.0,3391627000.0,3409489000.0,3490897000.0,3760475000.0
Total debt,2926083000.0,2919185000.0,3411551000.0,3429351000.0,3494985000.0,3965184000.0
Deferred revenue,12508000.0,184044000.0,13690000.0,14749000.0,34352000.0,77029000.0
Tax Liabilities,583897000.0,544426000.0,1005414000.0,893079000.0,1408784000.0,1395689000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4276501000.0,4297881000.0,5304515000.0,5336341000.0,5516844000.0,5751611000.0
Total liabilities,4728294000.0,4952148000.0,5855368000.0,5877141000.0,6201024000.0,6550448000.0
Other comprehensive income,-104967000.0,-48061000.0,-81782000.0,-71016000.0,-46541000.0,140685000.0
Retained earnings (deficit),223734000.0,-114240000.0,-308105000.0,-322351000.0,718218000.0,241555000.0
Total shareholders equity,3517908000.0,3217136000.0,3539766000.0,3826198000.0,5195431000.0,4925561000.0
Investments,1264437000.0,1281791000.0,1674883000.0,1692700000.0,1717192000.0,2163162000.0
Net Debt,1846435000.0,2227934000.0,2816327000.0,3163936000.0,2022202000.0,3102608000.0
Other Assets,149144000.0,181645000.0,271964000.0,339653000.0,247318000.0,214458000.0
Other Liabilities,406896000.0,605948000.0,470376000.0,467066000.0,602797000.0,500732000.0
