date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,6411000000.0,8118000000.0,5859000000.0,3915000000.0,4059000000.0,3808000000.0,3617000000.0,3116000000.0,2759000000.0,1906000000.0,1846000000.0,1462532000.0,-253915000.0,1085886000.0,50190000.0,266719000.0,238060000.0,-385793000.0,116429000.0
,depreciationAndAmortization,580000000.0,522000000.0,459000000.0,437000000.0,373000000.0,366000000.0,321000000.0,258000000.0,230000000.0,194000000.0,148000000.0,141377000.0,112006000.0,97642000.0,99782000.0,109936000.0,123317000.0,119551000.0,90505000.0
,deferredIncomeTax,73000000.0,-7000000.0,-244000000.0,86000000.0,-20000000.0,-16000000.0,-91000000.0,-119000000.0,199000000.0,-175000000.0,248000000.0,336704000.0,-483952000.0,-5492000.0,32267000.0,-54036000.0,40845000.0,-240666000.0,4429000.0
,stockBasedCompensation,254000000.0,250000000.0,196000000.0,176000000.0,50000000.0,22000000.0,-15000000.0,63000000.0,42000000.0,80000000.0,63000000.0,88430000.0,60970000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1150000000.0,420000000.0,-426000000.0,-1018000000.0,1306000000.0,-59000000.0,-143000000.0,467000000.0,927000000.0,213000000.0,1474984000.0,514960000.0,-907343000.0,462760000.0,1094444000.0,69761000.0,180442000.0,-104902000.0,85758000.0
,accountsReceivables,1202000000.0,-690000000.0,-1395000000.0,-726000000.0,-348000000.0,-133000000.0,21000000.0,-236000000.0,-621000000.0,-276000000.0,-226000000.0,176918000.0,-115687000.0,0.0,0.0,0.0,0.0,-48799000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,26000000.0,435000000.0,950000000.0,684000000.0,211000000.0,-137000000.0,-104000000.0,302000000.0,346000000.0,141000000.0,167000000.0,-31397000.0,8425000.0,0.0,0.0,0.0,0.0,21566000.0,0.0
,otherWorkingCapital,603000000.0,4998000000.0,4578000000.0,5004000000.0,6022000000.0,4716000000.0,4775000000.0,4918000000.0,4451000000.0,3524000000.0,3311000000.0,1836016000.0,1321056000.0,2228399000.0,1765639000.0,671195000.0,601434000.0,420992000.0,525894000.0
,otherNonCashItems,1086000000.0,1165000000.0,1266000000.0,1227000000.0,889000000.0,683000000.0,743000000.0,67000000.0,53000000.0,-14000000.0,-89000000.0,45763000.0,24736000.0,-312754000.0,413966000.0,0.0,0.0,5750000.0,8651000.0
,netCashProvidedByOperatingActivites,7224000000.0,8183000000.0,6223000000.0,5555000000.0,4484000000.0,4043000000.0,3407000000.0,4135000000.0,2948000000.0,2684000000.0,1697000000.0,1378162000.0,413228000.0,769861000.0,650161000.0,272848000.0,343795000.0,190445000.0,305772000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-339000000.0,-422000000.0,-330000000.0,-300000000.0,-215000000.0,-177000000.0,-175000000.0,-155000000.0,-96000000.0,-77000000.0,-61000000.0,-56563000.0,-75626000.0,-156422000.0,-94468000.0,-82003000.0,-78155000.0,-76253000.0,-54237000.0
,acquisitionsNet,-989000000.0,-1440000000.0,0.0,-1175000000.0,0.0,-584000000.0,-525000000.0,0.0,-70000000.0,-460000000.0,-498000000.0,-3000000.0,-82000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-807000000.0,-858000000.0,-1809000000.0,-1859000000.0,-1824000000.0,-1892000000.0,-2385000000.0,-2526000000.0,-2981000000.0,-973000000.0,-329000000.0,-650280000.0,-519514000.0,-3578357000.0,-3815115000.0,-2834321000.0,-2194931000.0,-249057000.0,-233437000.0
,salesMaturitiesOfInvestments,622000000.0,1857000000.0,1912000000.0,1824000000.0,1072000000.0,2102000000.0,3835000000.0,2845000000.0,1281000000.0,848000000.0,407000000.0,134177000.0,976743000.0,4042011000.0,3233725000.0,2883709000.0,2032275000.0,232578000.0,186980000.0
,otherInvestingActivites,3000000.0,-4000000.0,-14000000.0,1000000.0,-33000000.0,1000000.0,99000000.0,-4000000.0,-733000000.0,14000000.0,-3000000.0,-5804000.0,-3574000.0,7909000.0,-368000.0,-1040000.0,-3842000.0,-1734000.0,4724000.0
,netCashUsedForInvestingActivites,-1879000000.0,-1640000000.0,-506000000.0,-1779000000.0,-1167000000.0,-715000000.0,690000000.0,-4000000.0,-2839000000.0,-748000000.0,-641000000.0,-664180000.0,201651000.0,315141000.0,-676226000.0,-33655000.0,-274514000.0,-161683000.0,-111855000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-500000000.0,0.0,-64000000.0,0.0,0.0,0.0,0.0,0.0,-21000000.0,0.0,-149380000.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597000.0,2449910000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-4473000000.0,-6497000000.0,-4933000000.0,-3762000000.0,-3511000000.0,-3518000000.0,-3386000000.0,-2443000000.0,-1748000000.0,-1148000000.0,0.0,-4620000.0,-649468000.0,-600532000.0,-1799937000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-1605000000.0,-1345000000.0,-1044000000.0,-942000000.0,-837000000.0,-727000000.0,-515000000.0,-255000000.0,-132000000.0,-77000000.0,-79000000.0,-78685000.0,-79259000.0,-74002000.0,-12373000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-130000000.0,-375000000.0,-84000000.0,-53000000.0,46000000.0,25000000.0,4000000.0,8000000.0,51000000.0,12000000.0,87000000.0,39025000.0,47803000.0,15430000.0,0.0,0.0,0.0,0.0,0.0
