Date,2018-01,2017-01,2016-01,2015-01,2014-01
Revenue,66000000.0,221000000.0,227000000.0,188000000.0,199000000.0
Revenue Growth,,,,,
Cost of Revenue,41000000.0,115000000.0,114000000.0,93000000.0,91000000.0
Gross Profit,24000000.0,106000000.0,113000000.0,95000000.0,108000000.0
R&D Expenses,53000000.0,74000000.0,69000000.0,67000000.0,73000000.0
SG&A Expense,29000000.0,42000000.0,44000000.0,42000000.0,41000000.0
Operating Expenses,82000000.0,116000000.0,113000000.0,109000000.0,114000000.0
Operating Income,-58000000.0,-10000000.0,1000000.0,-14000000.0,-6000000.0
Interest Expense,,,,,
Earnings before Tax,-120000000.0,-12000000.0,7000000.0,-17000000.0,-8000000.0
Income Tax Expense,-1000000.0,7000000.0,7000000.0,5000000.0,3000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-120000000.0,-18000000.0,0000000.0,-22000000.0,-11000000.0
Preferred Dividends,,,,,
Net Income Com,-120000000.0,-18000000.0,0000000.0,-22000000.0,-11000000.0
EPS,-3.12,-0.49,0.00,-0.63,-0.32
EPS Diluted,-3.12,-0.49,0.00,-0.63,-0.32
Weighted Average Shs Out,39000000.0,37000000.0,36000000.0,35000000.0,34000000.0
Weighted Average Shs Out (Dil),39000000.0,37000000.0,37000000.0,35000000.0,34000000.0
Dividend per Share,,,,,
Gross Margin,0.36363636363636,0.47963800904977,0.49779735682819,0.50531914893617,0.5427135678392
EBITDA Margin,-0.66666666666667,0.049773755656109,0.10132158590308,0.042553191489362,0.07035175879397
EBIT Margin,-1.8333333333333,-0.049773755656109,0.030837004405286,-0.090425531914894,-0.040201005025126
Profit Margin,-1.8181818181818,-0.081447963800905,0,-0.11702127659574,-0.055276381909548
Free Cash Flow margin,,,,,
EBITDA,-44000000.0,11000000.0,23000000.0,8000000.0,14000000.0
EBIT,-121000000,-11000000,7000000,-17000000,-8000000
Consolidated Income,-120000000.0,-18000000.0,0000000.0,-22000000.0,-11000000.0
Earnings Before Tax Margin,-1.8181818181818,-0.054298642533937,0.030837004405286,-0.090425531914894,-0.040201005025126
Net Profit Margin,-1.8181818181818,-0.081447963800905,0,-0.11702127659574,-0.055276381909548
