Date,2018-06,2017-06,2016-06,2015-06,2014-06
Cash and cash equivalents,103000000.0,84000000.0,82000000.0,89000000.0,58000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,77000000.0,68000000.0,41000000.0,40000000.0,42000000.0
Inventories,9000000.0,11000000.0,5000000.0,5000000.0,5000000.0
Total current assets,489000000.0,490000000.0,380000000.0,170000000.0,165000000.0
Property Plant & Equipment Net,68000000.0,69000000.0,16000000.0,13000000.0,8000000.0
Goodwill and Intangible Assets,421000000,421000000,364000000,142000000,141000000
Long-term investments,,,,,
Tax assets,3000000.0,9000000.0,000000.0,9000000.0,2000000.0
Total non-current assets,190000000.0,317000000.0,183000000.0,82000000.0,80000000.0
Total assets,690000000.0,665000000.0,519000000.0,310000000.0,278000000.0
Payables,129000000.0,92000000.0,56000000.0,34000000.0,34000000.0
Short-term debt,27000000.0,000000.0,20000000.0,6000000.0,8000000.0
Total current liabilities,248000000.0,122000000.0,135000000.0,79000000.0,69000000.0
Long-term debt,107000000.0,158000000.0,127000000.0,38000000.0,36000000.0
Total debt,107000000.0,158000000.0,127000000.0,38000000.0,36000000.0
Deferred revenue,16000000.0,37000000.0,14000000.0,21000000.0,20000000.0
Tax Liabilities,5000000.0,000000.0,1000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,190000000.0,317000000.0,183000000.0,82000000.0,80000000.0
Total liabilities,439000000.0,439000000.0,318000000.0,161000000.0,149000000.0
Other comprehensive income,-1000000.0,-3000000.0,-1000000.0,0000000.0,-0000000.0
Retained earnings (deficit),96000000.0,75000000.0,54000000.0,35000000.0,16000000.0
Total shareholders equity,251000000.0,227000000.0,201000000.0,149000000.0,129000000.0
Investments,,,,,
Net Debt,31000000,74000000,65000000,-45000000,-14000000
Other Assets,0,13000000,11000000,6000000,8000000
Other Liabilities,74000000,88000000,86000000,46000000,43000000
