Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,293000.0,952000.0,226000.0,209000.0,243000.0,422000.0,617000.0,311000.0,179000.0,474000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,293000.0,952000.0,226000.0,209000.0,243000.0,422000.0,617000.0,311000.0,179000.0,474000.0
Receivables,9600000.0,10324000.0,9199000.0,7885000.0,8379000.0,8124000.0,8725000.0,8633000.0,8708000.0,9023000.0
Inventories,1459000.0,1519000.0,1564000.0,1713000.0,1890000.0,1485000.0,1353000.0,1483000.0,1246000.0,1220000.0
Total current assets,16118000.0,18985000.0,14635000.0,14444000.0,16648000.0,13254000.0,13480000.0,13250000.0,14033000.0,13243000.0
Property, Plant & Equipment Net,502527000.0,464384000.0,429383000.0,409562000.0,397823000.0,383102000.0,370645000.0,357611000.0,349863000.0,338140000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,2642000.0,4148000.0,1819000.0,3019000.0,4469000.0,1946000.0,1328000.0,1293000.0,1260000.0,1222000.0
Total non-current assets,513712000.0,475654000.0,436341000.0,417182000.0,405565000.0,390578000.0,378234000.0,365487000.0,357496000.0,345652000.0
Total assets,529830000.0,494639000.0,450976000.0,431626000.0,422213000.0,403832000.0,391714000.0,378737000.0,371529000.0,358895000.0
Payables,8187000.0,8853000.0,5532000.0,4914000.0,3783000.0,4140000.0,3499000.0,2784000.0,3401000.0,3696000.0
Short-term debt,17784000.0,11258000.0,8478000.0,12322000.0,19877000.0,12210000.0,12578000.0,13823000.0,31356000.0,27679000.0
Total current liabilities,37731000.0,28461000.0,19328000.0,22403000.0,30192000.0,25563000.0,24939000.0,24660000.0,41885000.0,36521000.0
Long-term debt,115862000.0,105587000.0,102331000.0,103647000.0,104954000.0,105510000.0,106257000.0,106539000.0,105061000.0,106025000.0
Total debt,133646000.0,116845000.0,110809000.0,115969000.0,124831000.0,117720000.0,118835000.0,120362000.0,136417000.0,133704000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,55562000.0,54663000.0,68997000.0,63533000.0,58436000.0,51181000.0,47338000.0,43147000.0,38681000.0,35201000.0
Deposit Liabilities,1044000.0,969000.0,864000.0,704000.0,713000.0,801000.0,967000.0,942000.0,805000.0,592000.0
Total non-current liabilities,354084000.0,337892000.0,319542000.0,309376000.0,299592000.0,290404000.0,285427000.0,276771000.0,255113000.0,251131000.0
Total liabilities,391815000.0,366353000.0,338870000.0,331779000.0,329784000.0,315967000.0,310366000.0,301431000.0,296998000.0,287652000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),43362000.0,37903000.0,32416000.0,27642000.0,24148000.0,22165000.0,21071000.0,18075000.0,17520000.0,15577000.0
Total shareholders equity,153251000.0,146644000.0,139023000.0,132331000.0,125605000.0,121836000.0,118180000.0,112997000.0,95146000.0,91174000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,133353000.0,115893000.0,110583000.0,115760000.0,124588000.0,117298000.0,118218000.0,120051000.0,136238000.0,133230000.0
Other Assets,4766000.0,6190000.0,3646000.0,4637000.0,6136000.0,3223000.0,2785000.0,2823000.0,3900000.0,2526000.0
Other Liabilities,11760000.0,8350000.0,5318000.0,5167000.0,6532000.0,9213000.0,8862000.0,8053000.0,7128000.0,5146000.0
