Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,168000000.0,172000000.0,146000000.0,123000000.0,109000000.0
Stock-based compensation,15000000.0,18000000.0,18000000.0,18000000.0,16000000.0
Operating Cash Flow,181000000.0,187000000.0,173000000.0,191000000.0,212000000.0
Capital Expenditure,-108000000.0,-120000000.0,-135000000.0,-138000000.0,-130000000.0
Acquisitions and disposals,-106000000.0,-117000000.0,-133000000.0,-137000000.0,-127000000.0
Investment purchases and sales,71000000,135000000,2000000,-50000000,-63000000
Investing Cash flow,-36000000.0,-213000000.0,-135000000.0,-214000000.0,-194000000.0
Issuance (repayment) of debt,-97000000.0,-4000000.0,000000.0,000000.0,000000.0
Issuance (buybacks) of shares,-8000000.0,-60000000.0,-26000000.0,000000.0,000000.0
Dividend payments,,,,,
Financing Cash Flow,-107000000.0,32000000.0,-21000000.0,1000000.0,8000000.0
Effect of forex changes on cash,1000000.0,-1000000.0,000000.0,000000.0,000000.0
Net cash flow / Change in cash,39000000.0,5000000.0,17000000.0,-22000000.0,27000000.0
Free Cash Flow,74000000.0,67000000.0,38000000.0,53000000.0,82000000.0
Net Cash/Marketcap,,,,,
