Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,61262000.0,32035000.0,27756000.0,4778000.0,14435000.0,7903000.0,13841000.0
Short-term investments,39091000.0,9744000.0,32180000.0,0.0,70513000.0,10467000.0,18808000.0
Cash and short-term investments,100353000.0,41779000.0,59936000.0,4778000.0,84948000.0,18370000.0,32649000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,101845000.0,42491000.0,60517000.0,5495000.0,88083000.0,18550000.0,32937000.0
Property, Plant & Equipment Net,167000.0,79000.0,76000.0,41000.0,763000.0,308000.0,122000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,2862000.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,603000.0,391000.0,219000.0,87000.0,1027000.0,2604000.0,2992000.0
Total assets,102448000.0,42882000.0,60736000.0,5582000.0,89110000.0,21154000.0,35929000.0
Payables,5830000.0,3183000.0,2639000.0,1940000.0,6534000.0,2908000.0,1134000.0
Short-term debt,0.0,2002000.0,0.0,5444000.0,1000.0,1044000.0,0.0
Total current liabilities,10024000.0,7269000.0,5288000.0,8390000.0,6606000.0,6560000.0,1778000.0
Long-term debt,25620000.0,13091000.0,14727000.0,0.0,0.0,0.0,0.0
Total debt,25620000.0,15093000.0,14727000.0,5444000.0,1000.0,1044000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,25832000.0,13091000.0,14727000.0,2344000.0,10400000.0,65585000.0,62567000.0
Total liabilities,35856000.0,20360000.0,20015000.0,10734000.0,17006000.0,72145000.0,64345000.0
Other comprehensive income,-25000.0,-3000.0,-15000.0,0.0,-8000.0,2000.0,9000.0
Retained earnings (deficit),-171197000.0,-118806000.0,-76358000.0,-29271000.0,-146439000.0,-112586000.0,-92591000.0
Total shareholders equity,66592000.0,22522000.0,40721000.0,-5152000.0,72104000.0,-50991000.0,-28416000.0
Investments,39091000.0,9744000.0,32180000.0,0.0,70513000.0,10467000.0,21670000.0
Net Debt,-74733000.0,-26686000.0,-45209000.0,666000.0,-84947000.0,-17326000.0,-32649000.0
Other Assets,1492000.0,712000.0,581000.0,717000.0,3135000.0,180000.0,288000.0
Other Liabilities,4194000.0,2084000.0,2649000.0,1006000.0,71000.0,2608000.0,644000.0
