Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,18093000.0,12681000.0,9968000.0,5047000.0,14546000.0,59110000.0,16866000.0,25886000.0
Short-term investments,32499000.0,30338000.0,18664000.0,23259000.0,37350000.0,15067000.0,16929000.0,16800000.0
Cash and short-term investments,50592000.0,43019000.0,28632000.0,28306000.0,51896000.0,74177000.0,33795000.0,42686000.0
Receivables,30982000.0,32794000.0,22851000.0,25952000.0,19873000.0,21576000.0,15522000.0,9059000.0
Inventories,29316000.0,21070000.0,25594000.0,26336000.0,25423000.0,21933000.0,20751000.0,15890000.0
Total current assets,110890000.0,96883000.0,77077000.0,80594000.0,97192000.0,117686000.0,69830000.0,67080000.0
Property, Plant & Equipment Net,25004000.0,25178000.0,22579000.0,21309000.0,21769000.0,21443000.0,18827000.0,17413000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,2048000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,27226000.0,25227000.0,22619000.0,21398000.0,21948000.0,21693000.0,19284000.0,18034000.0
Total assets,138116000.0,122110000.0,99696000.0,101992000.0,119140000.0,139379000.0,89114000.0,85114000.0
Payables,22546000.0,23856000.0,21891000.0,20981000.0,20575000.0,18406000.0,15633000.0,15640000.0
Short-term debt,562000.0,614000.0,412000.0,37000.0,7492000.0,8718000.0,5370000.0,12000.0
Total current liabilities,23569000.0,29397000.0,27206000.0,22939000.0,30986000.0,32578000.0,29179000.0,22895000.0
Long-term debt,716000.0,1370000.0,1364000.0,151000.0,0.0,7498000.0,18747000.0,22431000.0
Total debt,1278000.0,1984000.0,1776000.0,188000.0,7492000.0,16216000.0,24117000.0,22443000.0
Deferred revenue,1129000.0,5634000.0,8564000.0,7529000.0,9934000.0,13960000.0,20230000.0,23226000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2171000.0,3221000.0,5747000.0,6546000.0,7737000.0,16831000.0,31542000.0,40118000.0
Total liabilities,25740000.0,32618000.0,32953000.0,29485000.0,38723000.0,49409000.0,60721000.0,63013000.0
Other comprehensive income,-3456000.0,-3494000.0,-3490000.0,-3490000.0,-3490000.0,-3490000.0,-3490000.0,-3490000.0
Retained earnings (deficit),-83024000.0,-104563000.0,-111464000.0,-104731000.0,-93461000.0,-80248000.0,-80691000.0,-80951000.0
Total shareholders equity,112376000.0,89492000.0,66743000.0,72507000.0,80417000.0,89970000.0,28393000.0,22398000.0
Investments,32499000.0,30338000.0,18664000.0,23259000.0,37350000.0,15067000.0,16929000.0,16800000.0
Net Debt,-38989000.0,,,,,,,
Other Assets,0.0,,,,,,,
Other Liabilities,461000.0,4927000.0,4903000.0,1921000.0,2919000.0,5454000.0,8176000.0,7243000.0
