date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.0198812404094245,0.285381718270951,0.2495231218121,0.269011633112845,0.292292482665518,0.299760701719279,0.264229925591927,0.253534310981577,0.298782785774263,0.340774648438255,0.353297139760753,0.352759066671647,0.319432251253782,0.338067534823985,0.291423288115975,0.379856964477811,0.417465704526234,0.317880794701987,0.205128205128205,0.176972281449893,-0.106849315068493,-0.263251688522629,-0.000905961224859576
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,308773000000.0,4477531000000.0,3615870000000.0,3992771000000.0,3968282000000.0,3235635000000.0,2467796000000.0,1932222000000.0,2169120000000.0,2134411000000.0,1944911000000.0,1718863000000.0,1764699000000.0,1448806000000.0,882843703953.38,1224811890331.48,801939670726.41,517056119040.0,252148996880.0,189066059390.0,-87248322330.0,-193642322507.9,-794912560.0
,incomeBeforeTaxRatio,0.0198812404094245,0.285381718270951,0.2495231218121,0.269011633112845,0.292292482665518,0.299760701719279,0.264229925591927,0.253534310981577,0.298782785774263,0.340774648438255,0.353297139760753,0.352759066671647,0.319432251253782,0.338067534823985,0.291423288115975,0.379856964477811,0.417465704526234,0.317880794701987,0.205128205128205,0.176972281449893,-0.106849315068493,-0.263251688522629,-0.000905961224859576
,incomeTaxExpense,-6586000000.0,1262964000000.0,829435000000.0,1238598000000.0,1176832000000.0,649250000000.0,589075000000.0,417095000000.0,467074000000.0,470517000000.0,508417000000.0,462013000000.0,474056000000.0,361883000000.0,167017318931.22,277609069349.92,234268004464.91,61939014260.0,42979942650.0,31890660620.0,26845637640.0,27264045001.62,10333863280.0
,netIncome,275994000000.0,3117351000000.0,2658864000000.0,2615000000000.0,2865328000000.0,2518890000000.0,1878721000000.0,1515127000000.0,1702046000000.0,1663894000000.0,1436494000000.0,1256850000000.0,1290643000000.0,1086923000000.0,715826385022.16,947202820981.56,567671666261.5,455117104780.0,209169054230.0,157175398770.0,-114093959970.0,-220906367509.52,-11128775840.0
,netIncomeRatio,0.0177706699276126,0.198688738242944,0.183482272801236,0.176184765064185,0.211051995491002,0.233358902952179,0.201156947348156,0.198805665184737,0.234446247969657,0.265653097219102,0.260942131276693,0.257940995266208,0.233622277258011,0.253624970598887,0.236291517863445,0.293760691876937,0.295512818165953,0.279801324503311,0.17016317016317,0.147121535181237,-0.13972602739726,-0.300316446834131,-0.0126834571480341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1147.79061099345,12964.289836,11057.556089,10875.136589,11916.18867,10475.43893,7813.134795,7114.716955,7992.449171,8448.0,7293.448942,6381.36,10128.557133,5732.0,3933.059657,5205.94010606588,3998.01202371806,3068.37259,1459.17478259718,1084.191345,-840.429531652517,-3531.565551,-184.928458131704
,EPSDiluted,1147.79061099345,12964.289836,11057.556089,10875.136589,11916.18867,10475.43893,7813.134795,7114.716955,7992.449171,8448.0,7293.448942,6381.36,10128.557133,5732.0,3933.059657,5205.63308375713,3937.41077316664,3068.37259,1450.81133423857,1084.191345,-791.363765075038,-3531.565551,-178.855326638769
,weightedAverageShsOut,240456750.0,240456750.0,240456750.0,240456750.0,240456750.0,240456750.0,240456750.0,212956750.0,212956750.0,196956751.0,196956750.0,196956448.0,196961508.0,189623692.0,182002422.0,181946546.0,141988484.0,148325241.0,143347498.0,144970166.0,135756724.0,62551966.0,60178817.0
,weightedAverageShsOutDil,240456750.0,240456750.0,240456750.0,240456750.0,240456750.0,240456750.0,240456750.0,212956750.0,212956750.0,196956751.0,196956750.0,196956448.0,196961508.0,189623692.0,182002422.0,181957277.0,144173849.0,148325241.0,144173849.0,144970166.0,144173849.0,62551966.0,62222222.0
