date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,15530872000000.0,15689621000000.0,14491122000000.0,14842373000000.0,13576408000000.0,10794060000000.0,9339578000000.0,7621146000000.0,7259856000000.0,6263409000000.0,5505029000000.0,4872626000000.0,5524486000000.0,4285552000000.0,3029420571227.8,3224402880213.68,1920971380479.03,1626572374480.0,1229226359790.0,1068337130770.0,816554811550.0,735578653244.82,877424483728.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6185519000000.0,6435882000000.0,6028823000000.0,5771878000000.0,5460265000000.0,4492989000000.0,4612815000000.0,4120019000000.0,3783578000000.0,3144759000000.0,2846769000000.0,2640887000000.0,2346911000000.0,1805014000000.0,659084884013.42,615331886077.92,403819329108.16,333932076880.0,286532951000.0,250569476300.0,230425056410.0,264271536140.78,264705882480.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187347000000.0,0.0,0.0,0.0,68222000000.0,0.0,0.0,0.0,0.0,11461318040.0,0.0,0.0,9973782792.68,14626391104.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,-58768000000.0,37063000000.0,35215000000.0,76055000000.0,86076000000.0,0.0,13377000000.0,32001000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,5353000000.0,5099000000.0,5077000000.0,4729000000.0,4645000000.0,4291000000.0,4837000000.0,4066000000.0,3539000000.0,2609000000.0,3374000000.0,2969000000.0,2530000000.0,1558000000.0,1337000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,5863008000000.0,6179794000000.0,5670216000000.0,6232986000000.0,6053100000000.0,4037941000000.0,3240787000000.0,3122126000000.0,2894860000000.0,2042006000000.0,1571581000000.0,3345416000000.0,2753341000000.0,2002090000000.0,1190190293899.96,1150665965568.24,574603754294.27,465889107260.0,467048710130.0,528473804560.0,458612976350.0,755346443548.9,915898251632.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,677252000000.0,466156000000.0,433033000000.0,479034000000.0,460971000000.0,934927000000.0,507736000000.0,365292000000.0,274242000000.0,251710000000.0,254258000000.0,214282000000.0,254389000000.0,140827453611.45,164803250566.24,84610389340.12,123878028520.0,91690544320.0,102505694850.0,100671141150.0,91421348508.42,88553259184.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
