Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,840163.0,1051720.0,1769499.0,1026600.0,179787.0,1811713.0,63252.0,518281.0
Short-term investments,0.0,0.0,0.0,613.0,515748.0,0.0,0.0,0.0
Cash and short-term investments,840163.0,1051720.0,1769499.0,1027213.0,695535.0,1811713.0,63252.0,518281.0
Receivables,474417.0,739073.0,610771.0,940970.0,433806.0,429699.0,92897.0,17274.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1521982.0,3165951.0,2990446.0,2006959.0,1179577.0,2250556.0,164495.0,551822.0
Property, Plant & Equipment Net,36569537.0,25594995.0,9422136.0,7100781.0,34553831.0,13050355.0,3461686.0,3182128.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,447084.0,447084.0,447084.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,36575899.0,25601357.0,9440498.0,7181087.0,34970787.0,14492765.0,4382555.0,3629212.0
Total assets,38097881.0,28767308.0,12430944.0,9188046.0,36150364.0,16743321.0,4547050.0,4181034.0
Payables,829126.0,861822.0,714048.0,1386549.0,4181745.0,1655607.0,857895.0,303761.0
Short-term debt,0.0,0.0,3475417.0,334741.0,8247139.0,753904.0,51000.0,588140.0
Total current liabilities,2198672.0,2279448.0,5281090.0,2485100.0,13052625.0,2719009.0,981531.0,906509.0
Long-term debt,17862080.0,10519281.0,0.0,3291589.0,3944043.0,4802711.0,580636.0,0.0
Total debt,17862080.0,10519281.0,3475417.0,3626330.0,12191182.0,5556615.0,631636.0,588140.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,17876433.0,10528555.0,7051.0,3320672.0,3979994.0,4827093.0,593250.0,11369.0
Total liabilities,20075105.0,12808003.0,5288141.0,5805772.0,17032619.0,7546102.0,1574781.0,917878.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-89314305.0,-83507693.0,-82587785.0,-74903439.0,-31650561.0,-15840959.0,-5422297.0,-2613494.0
Total shareholders equity,18022776.0,15959305.0,7142803.0,3382274.0,19117745.0,9197219.0,2972269.0,3263156.0
Investments,0.0,0.0,0.0,613.0,515748.0,0.0,0.0,0.0
Net Debt,17021917.0,9467561.0,1705918.0,2599117.0,11495647.0,3744902.0,568384.0,69859.0
Other Assets,207402.0,1375158.0,610176.0,38776.0,50236.0,9144.0,8346.0,16267.0
Other Liabilities,1369546.0,1417626.0,1091625.0,763810.0,623741.0,309498.0,72636.0,14608.0
