date,,2020-08-29_FY,2020-05-30_FY,2019-06-01_FY,2018-06-02_FY,2017-06-03_FY,2016-05-28_FY,2015-05-30_FY,2014-05-31_FY,2013-06-01_FY,2012-06-02_FY,2011-05-28_FY,2010-05-29_FY,2009-05-30_FY,2008-05-31_FY,2007-06-02_FY,2006-06-03_FY,2005-05-28_FY,2004-05-29_FY,2003-05-31_FY,2002-06-01_FY,2001-06-02_FY,2000-06-03_FY,1999-05-29_FY,1998-05-30_FY,1997-05-31_FY,1996-05-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-0.0,-1500000.0,-3754000.0,-4849000.0,-16510000.0,-25290000.0,-10233000.0,-10745000.0,-11200000.0,-11941000.0,-46512000.0,-25667000.0,-23022000.0,0.0,-31204000.0,-31924000.0,-9537000.0,-43213000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,-1715000.0,-1760000.0,531000.0,279000.0,380000.0,318000.0,0.0,0.0,0.0,626000.0,0.0,0.0,0.0,8384000.0,0.0,0.0,0.0,0.0,0.0,0.0,10600000.0,0.0
,commonStockRepurchased,-42809000.0,-910000.0,-985000.0,-1128000.0,-1715000.0,0.0,531000.0,0.0,400000.0,300000.0,100000.0,300000.0,400000.0,0.0,300000.0,100000.0,-9000000.0,8400000.0,0.0,-600000.0,-1400000.0,-1200000.0,-3500000.0,-200000.0,-400000.0,-500000.0
,dividendsPaid,-0.0,0.0,-41713000.0,0.0,0.0,-120942000.0,-48910000.0,-24534000.0,-30500000.0,-19900000.0,-24900000.0,-19000000.0,-35300000.0,-19650000.0,-1200000.0,-1200000.0,-1200000.0,-700000.0,0.0,-600000.0,-600000.0,-600000.0,-600000.0,-300000.0,0.0,0.0
,otherFinancingActivites,42809000.0,76269000.0,68262000.0,47582000.0,15776000.0,26368000.0,8258000.0,0.0,25364000.0,97446000.0,0.0,0.0,0.0,-12529000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,-100000.0
,netCashUsedProvidedByFinancingActivities,0.0,-3361000.0,-46452000.0,-5698000.0,-18298000.0,-148910000.0,-59552000.0,-35000000.0,-41300000.0,-31600000.0,-73500000.0,-22500000.0,-16800000.0,-47255000.0,-8700000.0,-5000000.0,-17300000.0,-10600000.0,-17705000.0,5900000.0,-10900000.0,41400000.0,-2200000.0,10600000.0,7900000.0,-16800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,42809000.0,8883000.0,20816000.0,30867000.0,-11482000.0,20379000.0,-5854000.0,-10463000.0,-72100000.0,39400000.0,-41800000.0,32600000.0,-28000000.0,79826000.0,1700000.0,-6900000.0,-31300000.0,30500000.0,1214000.0,-8300000.0,6600000.0,-29700000.0,-4900000.0,17400000.0,0.0,0.0
,cashAtEndOfPeriod,42809000.0,78130000.0,69247000.0,48431000.0,17564000.0,29046000.0,8646000.0,14521000.0,25000000.0,97100000.0,57700000.0,99500000.0,66900000.0,94858000.0,15000000.0,13300000.0,5300000.0,36600000.0,6092000.0,4800000.0,13100000.0,6500000.0,36200000.0,41100000.0,0.0,0.0
,cashAtBeginningOfPeriod,0.0,69247000.0,48431000.0,17564000.0,29046000.0,8667000.0,14500000.0,24984000.0,97100000.0,57700000.0,99500000.0,66900000.0,94900000.0,15032000.0,13300000.0,20200000.0,36600000.0,6100000.0,4878000.0,13100000.0,6500000.0,36200000.0,41100000.0,23700000.0,4000000.0,3100000.0
,operatingCashFlow,0.0,73609000.0,115085000.0,200415000.0,-45918000.0,388437000.0,195330000.0,123920000.0,57500000.0,98100000.0,62300000.0,116700000.0,111300000.0,158416000.0,59700000.0,20900000.0,9600000.0,85100000.0,30731000.0,300000.0,30400000.0,-11100000.0,24100000.0,24900000.0,32500000.0,25300000.0
,capitalExpenditure,0.0,-124178000.0,-67989000.0,-19671000.0,-66657000.0,-76125000.0,-82263000.0,-59188000.0,-26290000.0,-26845000.0,1524000.0,-67000.0,-26112000.0,-31686000.0,-23472000.0,-12372000.0,-11977000.0,-307000.0,-12546000.0,-15600000.0,-14100000.0,-27900000.0,-15900000.0,-14800000.0,-16200000.0,-8800000.0
,freeCashFlow,0.0,-50569000.0,47096000.0,180744000.0,-112575000.0,312312000.0,113067000.0,64732000.0,31200000.0,71300000.0,41600000.0,95900000.0,85200000.0,126730000.0,36200000.0,8500000.0,-2400000.0,74400000.0,18185000.0,-15300000.0,16300000.0,-39000000.0,8200000.0,10100000.0,16300000.0,16500000.0
