date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,207463000.0,291785000.0,313560000.0,175345000.0,286434000.0,250136000.0,239165000.0,219113000.0,196010000.0,217517000.0,201053000.0,151482000.0,164608000.0,214156000.0,195081000.0,161877000.0,151229000.0,138949000.0,135316000.0,91609000.0,166298000.0,187800000.0,180200000.0,2600000.0,170900000.0,164500000.0,129800000.0
,depreciationAndAmortization,255359000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181339000.0,164863000.0,163074000.0,163928000.0,163234000.0,159256000.0,158574000.0,150816000.0,145800000.0,145700000.0,153500000.0,142900000.0,125800000.0,112800000.0
,deferredIncomeTax,573000.0,16958000.0,-9420000.0,-20553000.0,5245000.0,-136000.0,42114000.0,48664000.0,24687000.0,5965000.0,12498000.0,21689000.0,-18844000.0,-31940000.0,-15265000.0,-24722000.0,5310000.0,11175000.0,27956000.0,22005000.0,20182000.0,18100000.0,71600000.0,-48400000.0,10000000.0,-5300000.0,5700000.0
,stockBasedCompensation,10607000.0,14334000.0,10730000.0,13488000.0,19289000.0,9257000.0,17099000.0,11472000.0,8851000.0,12102000.0,15804000.0,8616000.0,4177000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,202216000.0,-319638000.0,-127324000.0,17514000.0,161290000.0,-99976000.0,-26411000.0,55588000.0,-20647000.0,99441000.0,185933000.0,-40860000.0,-37804000.0,-13376000.0,17960000.0,-17212000.0,206555000.0,12431000.0,-141659000.0,-53814000.0,-47787000.0,81200000.0,-213600000.0,176400000.0,33200000.0,7200000.0,-30700000.0
,accountsReceivables,17853000.0,59615000.0,38193000.0,-43773000.0,-44672000.0,-15398000.0,-52332000.0,162000.0,1190000.0,-52484000.0,-66410000.0,-16057000.0,58627000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,12125000.0,2631000.0,-6150000.0,-16067000.0,-11515000.0,-2567000.0,7414000.0,-32787000.0,16157000.0,3423000.0,-57071000.0,36492000.0,5017000.0,-9259000.0,33159000.0,-6447000.0,-38395000.0,-10117000.0,19307000.0,23438000.0,-24413000.0,-15300000.0,-2300000.0,-1500000.0,-20400000.0,-12900000.0,-17600000.0
,accountsPayables,0.0,-25383000.0,-4380000.0,4226000.0,5550000.0,12349000.0,25642000.0,65894000.0,-16010000.0,-13798000.0,43255000.0,15438000.0,-62614000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,318920000.0,116704000.0,436342000.0,563666000.0,546152000.0,384862000.0,484838000.0,511249000.0,455661000.0,476308000.0,376867000.0,190934000.0,231794000.0,269598000.0,282974000.0,265014000.0,282226000.0,75671000.0,63240000.0,204899000.0,258713000.0,306500000.0,225300000.0,438900000.0,262500000.0,229300000.0,222100000.0
,otherNonCashItems,88476000.0,-241909000.0,-25373000.0,-108579000.0,-45866000.0,-36009000.0,-65944000.0,-42007000.0,-75059000.0,11036000.0,2239000.0,61998000.0,-39617000.0,27905000.0,19097000.0,2753000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,-2200000.0,-21500000.0,-100000.0
,netCashProvidedByOperatingActivites,705621000.0,425850000.0,589898000.0,349358000.0,398679000.0,452930000.0,417915000.0,538027000.0,403915000.0,245275000.0,375136000.0,390988000.0,379394000.0,445136000.0,482563000.0,227363000.0,252188000.0,331838000.0,271445000.0,364341000.0,362450000.0,240000000.0,227800000.0,300000000.0,291800000.0,254600000.0,219500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-194127000.0,-195934000.0,-192574000.0,-188913000.0,-186741000.0,-192295000.0,-177076000.0,-172442000.0,-214862000.0,-173372000.0,-145910000.0,-104150000.0,-123114000.0,-169444000.0,-123279000.0,-129112000.0,-119800000.0,-113574000.0,-123959000.0,-101983000.0,-117151000.0,-320100000.0,-273800000.0,-230700000.0,-232000000.0,-181400000.0,-126700000.0
,acquisitionsNet,54000000.0,-298000000.0,-277000000.0,-384000000.0,-89000000.0,-17000000.0,-334000000.0,-4000000.0,-1000000.0,-567000000.0,-138000000.0,-6000000.0,-6000000.0,-236000000.0,-227000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8450000.0,-1765000.0,-1293000.0,0.0,-2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,15217000.0,25623000.0,5271000.0,271937000.0,32530000.0,7758000.0,10511000.0,31967000.0,0.0,8486000.0,19909000.0,19758000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3600000.0,0.0,7600000.0,-6400000.0,-20800000.0,-79000000.0,-102600000.0,-30400000.0
,netCashUsedForInvestingActivites,-126327000.0,-479097000.0,-444128000.0,-565680000.0,-3142000.0,-179869000.0,-507433000.0,-169453000.0,-183372000.0,-729159000.0,-283709000.0,-91510000.0,-110184000.0,-379638000.0,-332053000.0,-119301000.0,-378178000.0,-35920000.0,-124423000.0,-371868000.0,-101355000.0,-293900000.0,16600000.0,-176500000.0,-311000000.0,-284000000.0,-151600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
