date,,2021-02-28_FY,2020-02-29_FY,2019-02-28_FY,2018-02-28_FY,2017-02-28_FY,2016-02-29_FY,2015-02-28_FY,2014-02-28_FY,2013-02-28_FY,2012-02-28_FY,2011-02-28_FY,2010-02-28_FY,2009-02-28_FY,2008-02-28_FY,2007-02-28_FY,2006-02-28_FY,2005-02-28_FY,2004-02-28_FY,2003-02-28_FY,2002-02-28_FY,2001-03-03_FY,2000-02-26_FY,1999-02-27_FY,1998-02-28_FY,1997-03-01_FY,1996-03-02_FY,1995-02-28_FY,1994-02-28_FY,1993-02-28_FY,1992-02-29_FY,1991-02-28_FY,1990-02-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-56309000.0,-79304000.0,18398000.0,16617000.0,-7904000.0,16940000.0,16508000.0,11803000.0,44626000.0,5200000.0,-3283000.0,-10851000.0,-49665000.0,-84100000.0,-31188000.0,14562000.0,8076000.0,5700000.0,5160000.0,4464000.0,5200000.0,-1400000.0,-1400000.0,-2700000.0,600000.0,5000000.0,2500000.0,1600000.0,3100000.0,1600000.0,-500000.0,200000.0
,depreciationAndAmortization,22002000.0,31987000.0,20016000.0,22957000.0,23469000.0,10208000.0,9386000.0,8105000.0,2764000.0,2450000.0,3079000.0,2522000.0,6549000.0,9680000.0,6920000.0,4372000.0,4340000.0,3400000.0,3669000.0,4317000.0,4250000.0,2990000.0,3010000.0,3300000.0,2020000.0,2690000.0,2500000.0,1400000.0,900000.0,600000.0,400000.0,400000.0
,deferredIncomeTax,-1000.0,18552000.0,-1244000.0,6372000.0,-2735000.0,4122000.0,7927000.0,5935000.0,-29231000.0,0.0,807000.0,39000.0,3373000.0,-20780000.0,1485000.0,6236000.0,4201000.0,-230000.0,-2950000.0,-2233000.0,2610000.0,600000.0,400000.0,0.0,400000.0,-400000.0,0.0,0.0,-600000.0,0.0,0.0,0.0
,stockBasedCompensation,11364000.0,12421000.0,11029000.0,9298000.0,7833000.0,5854000.0,4100000.0,2924000.0,2910000.0,2109000.0,2109000.0,1981000.0,1268000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,14931000.0,-7816000.0,-22299000.0,2346000.0,-4510000.0,5728000.0,-9523000.0,-6290000.0,-4883000.0,825000.0,-1835000.0,7669000.0,7499000.0,19087000.0,1006000.0,-4301000.0,-5105000.0,-4729000.0,-5882000.0,9759000.0,6600000.0,-1500000.0,500000.0,-100000.0,-700000.0,7100000.0,2500000.0,3500000.0,900000.0,1000000.0,0.0,-200000.0
,accountsReceivables,1624000.0,9602000.0,-4855000.0,-6447000.0,3090000.0,-1515000.0,-11058000.0,-11401000.0,-4728000.0,-294000.0,-294000.0,-2780000.0,6288000.0,18400000.0,0.0,0.0,0.0,-2500000.0,0.0,0.0,3600000.0,-11200000.0,900000.0,0.0,-1900000.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,8691000.0,1017000.0,5435000.0,-6516000.0,221000.0,1935000.0,-3704000.0,-1301000.0,-3459000.0,718000.0,718000.0,4626000.0,9442000.0,600000.0,-2059000.0,4266000.0,-825000.0,-7400000.0,-2360000.0,283000.0,2500000.0,-8900000.0,2900000.0,2000000.0,-1500000.0,-700000.0,-400000.0,-1200000.0,-500000.0,-1900000.0,600000.0,-1100000.0
,accountsPayables,10166000.0,-16440000.0,1876000.0,5068000.0,-4623000.0,926000.0,3504000.0,7522000.0,2348000.0,-4580000.0,-2083000.0,10764000.0,-5453000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,107043000.0,116391000.0,319905000.0,180356000.0,128864000.0,249202000.0,80416000.0,50123000.0,77820000.0,16200000.0,5234000.0,4395000.0,-1283000.0,26700000.0,74887000.0,77363000.0,58872000.0,42800000.0,34687000.0,30259000.0,20500000.0,13900000.0,15400000.0,14900000.0,15000000.0,15700000.0,8600000.0,6100000.0,2600000.0,1700000.0,700000.0,700000.0
,otherNonCashItems,4816000.0,12202000.0,11858000.0,7480000.0,6995000.0,5135000.0,247000.0,339000.0,411000.0,3940000.0,-20000.0,104000.0,0.0,74690000.0,38415000.0,0.0,0.0,940000.0,0.0,0.0,420000.0,6200000.0,-190000.0,0.0,-130000.0,110000.0,0.0,-100000.0,-100000.0,-200000.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,28585000.0,11544000.0,47740000.0,66894000.0,25796000.0,47400000.0,28645000.0,22816000.0,16597000.0,12430000.0,857000.0,2472000.0,13760000.0,-1480000.0,16723000.0,22380000.0,12536000.0,5090000.0,5479000.0,12313000.0,7510000.0,290000.0,6010000.0,3000000.0,-5340000.0,10290000.0,3400000.0,0.0,2300000.0,1500000.0,300000.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1245000.0,0.0,0.0,0.0,-1360000.0,-2828000.0,-2296000.0,-2359000.0,-2690000.0,-1670000.0,-1534000.0,-4340000.0,-5350000.0,-1320000.0,-2800000.0,-3420000.0,-3410000.0,-3000000.0,-2800000.0,-3000000.0,-1000000.0,-400000.0,-400000.0
,acquisitionsNet,0.0,-61182000.0,-15662000.0,-2281000.0,-119618000.0,-7706000.0,0.0,-52954000.0,-1000000.0,0.0,0.0,0.0,-887000.0,-28148000.0,-50539000.0,-4897000.0,-1776000.0,0.0,-16534000.0,0.0,0.0,-6170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-6264000.0,-19543000.0,-50364000.0,-38077000.0,-32430000.0,-150532000.0,-16304000.0,-9018000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,6264000.0,37055000.0,56358000.0,22382000.0,114426000.0,71991000.0,15145000.0,0.0,0.0,0.0,0.0,992000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0
