Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,89660000.0,118480000.0,39282000.0,1573000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,89660000.0,118480000.0,39282000.0,1573000.0
Receivables,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,91893000.0,119883000.0,39740000.0,1818000.0
Property, Plant & Equipment Net,1670000.0,1976000.0,26000.0,23000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,479000.0,655000.0,349000.0,104000.0
Total non-current assets,1862000.0,2165000.0,32000.0,28000.0
Total assets,93755000.0,122048000.0,39772000.0,1846000.0
Payables,587000.0,1591000.0,1546000.0,684000.0
Short-term debt,3164000.0,556000.0,0.0,0.0
Total current liabilities,6673000.0,5211000.0,3736000.0,2005000.0
Long-term debt,8179000.0,10788000.0,0.0,0.0
Total debt,11343000.0,11344000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,8338000.0,10840000.0,7000.0,8000.0
Total liabilities,15011000.0,16051000.0,3743000.0,2013000.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-96459000.0,-67016000.0,-43199000.0,-18822000.0
Total shareholders equity,78744000.0,105997000.0,-37074000.0,-18240000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-78317000.0,-107136000.0,-39282000.0,-1573000.0
Other Assets,2233000.0,1403000.0,458000.0,245000.0
Other Liabilities,2922000.0,3064000.0,2190000.0,1321000.0
