date,,2020-04-30_FY,2019-04-30_FY,2018-04-30_FY,2017-04-30_FY,2016-04-30_FY,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY,2002-04-30_FY,2001-04-30_FY,2000-04-30_FY,1999-04-30_FY,1998-04-30_FY,1997-04-30_FY,1996-04-30_FY,1995-04-30_FY,1994-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,779500000.0,514400000.0,1338600000.0,592300000.0,688700000.0,344900000.0,565200000.0,544200000.0,459744000.0,479482000.0,494138000.0,265953000.0,170379000.0,157219000.0,143354000.0,129073000.0,111350000.0,96342000.0,30851000.0,30667000.0,26357000.0,37763000.0,33390000.0,30935000.0,29313000.0,36303000.0,30498000.0
,depreciationAndAmortization,446500000.0,446300000.0,413100000.0,419000000.0,430100000.0,268400000.0,249400000.0,240500000.0,208426000.0,239639000.0,181882000.0,119764000.0,62619000.0,58874000.0,71083000.0,56048000.0,39858000.0,37751000.0,28557000.0,26921000.0,26198000.0,23394000.0,22539000.0,21839000.0,17473000.0,20157000.0,15378000.0
,deferredIncomeTax,7600000.0,-93500000.0,-803400000.0,-79400000.0,-95200000.0,7700000.0,-8000000.0,-15600000.0,-17218000.0,-59801000.0,-39320000.0,25525000.0,18215000.0,22530000.0,33124000.0,36247000.0,6113000.0,-3680000.0,1545000.0,2040000.0,-3872000.0,120000.0,-2285000.0,4026000.0,764000.0,-272000.0,-1302000.0
,stockBasedCompensation,26800000.0,20700000.0,15400000.0,22000000.0,34600000.0,23500000.0,22900000.0,21300000.0,21711000.0,24044000.0,25949000.0,22105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1101900000.0,-1237500000.0,712000000.0,-551200000.0,-669300000.0,381600000.0,-350300000.0,-28093000.0,-127830000.0,409590000.0,407078000.0,-199155000.0,133912000.0,66843000.0,88496000.0,-2816000.0,-49011000.0,100004000.0,37419000.0,1020000.0,62432000.0,-18095000.0,10150000.0,-40496000.0,34959000.0,23503000.0,8272000.0
,accountsReceivables,-49100000.0,-53000000.0,54700000.0,8900000.0,-21900000.0,21800000.0,6100000.0,33200000.0,9286000.0,-102625000.0,31521000.0,-78631000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,12600000.0,-5300000.0,54000000.0,-10400000.0,240100000.0,25300000.0,15400000.0,15200000.0,-48189000.0,-204159000.0,-46160000.0,34669000.0,-35022000.0,-8146000.0,-6036000.0,-5257000.0,-16692000.0,-12062000.0,-2063000.0,11858000.0,-6924000.0,-9332000.0,-10522000.0,1792000.0,-9738000.0,-3535000.0,500000.0
,accountsPayables,181600000.0,43700000.0,19000000.0,2100000.0,46100000.0,-25400000.0,3300000.0,11200000.0,72774000.0,84633000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,385600000.0,-716300000.0,521200000.0,-190800000.0,360400000.0,1029700000.0,648100000.0,998400000.0,1026493000.0,1154323000.0,744733000.0,337655000.0,536810000.0,402898000.0,336055000.0,247559000.0,250375000.0,299386000.0,199382000.0,161963000.0,160943000.0,98511000.0,116606000.0,106456000.0,146952000.0,111993000.0,88490000.0
,otherNonCashItems,-249800000.0,-16500000.0,-3800000.0,23000000.0,2900000.0,131000000.0,39100000.0,39600000.0,-1181000.0,8540000.0,3870000.0,0.0,13041000.0,21346000.0,0.0,0.0,0.0,0.0,0.0,-5760000.0,11523000.0,-2257000.0,8108000.0,0.0,6996000.0,0.0,2326000.0
,netCashProvidedByOperatingActivites,1254800000.0,1141200000.0,1218000000.0,1059000000.0,1458300000.0,733200000.0,856000000.0,855800000.0,730929000.0,391562000.0,713478000.0,444828000.0,191577000.0,273424000.0,198281000.0,194401000.0,125936000.0,165965000.0,67000000.0,88196000.0,33599000.0,43525000.0,61041000.0,59523000.0,47811000.0,39076000.0,55172000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-269300000.0,-359800000.0,-321900000.0,-192400000.0,-201400000.0,-247700000.0,-279500000.0,-206500000.0,-274244000.0,-180080000.0,-136983000.0,-108907000.0,-76430000.0,-57002000.0,-63172000.0,-87576000.0,-100094000.0,-49525000.0,-23464000.0,-29385000.0,-32240000.0,-38693000.0,-29058000.0,-15751000.0,-25585000.0,-18963000.0,-18707000.0
,acquisitionsNet,0.0,-1534000000.0,0.0,0.0,202000000.0,-1321000000.0,-102000000.0,0.0,-728000000.0,0.0,20000000.0,-77000000.0,-218000000.0,24000000.0,9000000.0,-19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75637000.0,0.0,0.0,-229405000.0,-20000000.0,-5000000.0,-88803000.0,-86439000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,40600000.0,0.0,0.0,10000000.0,0.0,18600000.0,57100000.0,13519000.0,3013000.0,257536000.0,26272000.0,31101000.0,67094000.0,28957000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-4600000.0,-32000000.0,30900000.0,-38400000.0,33500000.0,-30100000.0,-9700000.0,17600000.0,-20398000.0,-126000.0,-738000.0,5448000.0,-177000.0,-2190000.0,8723000.0,6465000.0,-5454000.0,6134000.0,1608000.0,1495000.0,1387000.0,1288000.0,1196000.0,767000.0,1494000.0,724000.0,-572000.0
,netCashUsedForInvestingActivites,-271500000.0,-1924200000.0,-277600000.0,-189700000.0,21700000.0,-1595700000.0,-370300000.0,-185600000.0,-1035864000.0,-192913000.0,-104443000.0,-174816000.0,-262486000.0,-27041000.0,-15847000.0,-119449000.0,-162539000.0,-52979000.0,-20510000.0,-27612000.0,-39818000.0,-63248000.0,-28586000.0,24745000.0,-23369000.0,-46439000.0,-118783000.0
