date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockIssued,11000000.0,1830000000.0,2272000000.0,47000000.0,51000000.0,52000000.0,56000000.0,62000000.0,78000000.0,28000000.0,40000000.0,73000000.0,18000000.0,40000000.0,97000000.0,694000000.0,110000000.0,549000000.0,13000000.0,41000000.0,12000000.0,3000000.0,34000000.0
,commonStockRepurchased,-566000000.0,-26000000.0,-21000000.0,-15000000.0,-56000000.0,-74000000.0,-38000000.0,-127000000.0,-16000000.0,-98000000.0,-502000000.0,-22000000.0,-1018000000.0,-185000000.0,-37000000.0,-95000000.0,-5000000.0,-6000000.0,-16000000.0,-1000000.0,-725000000.0,0.0,-76000000.0
,dividendsPaid,-1331000000.0,-1135000000.0,-967000000.0,-756000000.0,-687000000.0,-629000000.0,-599000000.0,-611000000.0,-556000000.0,-448000000.0,-374000000.0,-351000000.0,-339000000.0,-316000000.0,-283000000.0,-268000000.0,-195000000.0,-207000000.0,-205000000.0,-203000000.0,-244000000.0,-368000000.0,-325000000.0
,otherFinancingActivites,-207000000.0,179000000.0,-76000000.0,58000000.0,1619000000.0,-38000000.0,-215000000.0,465000000.0,-89000000.0,-66000000.0,-21000000.0,-81000000.0,16000000.0,21000000.0,113000000.0,-206000000.0,-14000000.0,-8000000.0,-18000000.0,134000000.0,188000000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-2373000000.0,1475000000.0,9006000000.0,1007000000.0,2513000000.0,-173000000.0,854000000.0,338000000.0,1355000000.0,534000000.0,-69000000.0,576000000.0,868000000.0,-296000000.0,-612000000.0,1017000000.0,-380000000.0,109000000.0,138000000.0,275000000.0,192000000.0,-336000000.0,-1034000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-3000000.0,1000000.0,-14000000.0,7000000.0,0.0,-14000000.0,-7000000.0,-4000000.0,8000000.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,768000000.0,-29000000.0,-118000000.0,-61000000.0,-54000000.0,-167000000.0,-334000000.0,429000000.0,223000000.0,-660000000.0,802000000.0,-221000000.0,-337000000.0,-252000000.0,151000000.0,353000000.0,10000000.0,-23000000.0,-150000000.0,-32000000.0,150000000.0,63000000.0,-390000000.0
,cashAtEndOfPeriod,985000000.0,217000000.0,246000000.0,364000000.0,349000000.0,403000000.0,570000000.0,904000000.0,475000000.0,252000000.0,912000000.0,110000000.0,331000000.0,668000000.0,920000000.0,772000000.0,419000000.0,432000000.0,455000000.0,605000000.0,637000000.0,487000000.0,424000000.0
,cashAtBeginningOfPeriod,217000000.0,246000000.0,364000000.0,425000000.0,403000000.0,570000000.0,904000000.0,475000000.0,252000000.0,912000000.0,110000000.0,331000000.0,668000000.0,920000000.0,769000000.0,419000000.0,409000000.0,455000000.0,605000000.0,637000000.0,487000000.0,424000000.0,814000000.0
,operatingCashFlow,2591000000.0,3088000000.0,3447000000.0,3625000000.0,2319000000.0,2905000000.0,2161000000.0,1784000000.0,2018000000.0,1867000000.0,2154000000.0,1875000000.0,1181000000.0,2117000000.0,1629000000.0,521000000.0,949000000.0,1121000000.0,1371000000.0,732000000.0,882000000.0,1188000000.0,1323000000.0
,capitalExpenditure,-4676000000.0,-3708000000.0,-3784000000.0,-3949000000.0,-4214000000.0,-3156000000.0,-3123000000.0,-2572000000.0,-2956000000.0,-3599000000.0,-2062000000.0,-2179000000.0,-2546000000.0,-2011000000.0,-1907000000.0,-1404000000.0,-1083000000.0,-1049000000.0,-1214000000.0,-1068000000.0,-759000000.0,-589000000.0,-438000000.0
,freeCashFlow,-2085000000.0,-620000000.0,-337000000.0,-324000000.0,-1895000000.0,-251000000.0,-962000000.0,-788000000.0,-938000000.0,-1732000000.0,92000000.0,-304000000.0,-1365000000.0,106000000.0,-278000000.0,-883000000.0,-134000000.0,72000000.0,157000000.0,-336000000.0,123000000.0,599000000.0,885000000.0
