date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,212584000.0,171597000.0,282425000.0,107223000.0,166626000.0,241686000.0,200261000.0,177015000.0,222398000.0,221474000.0,248126000.0,230213000.0,203733000.0,136711000.0,100896000.0,90765000.0,71495000.0,44693000.0,41559000.0,25934000.0,-26054000.0,-54637000.0,16300000.0,-30600000.0,5100000.0
,depreciationAndAmortization,94740000.0,103132000.0,66462000.0,71010000.0,57513000.0,49534000.0,57245000.0,62796000.0,59715000.0,77498000.0,61297000.0,42426000.0,39974000.0,25908000.0,20551000.0,15585000.0,14804000.0,6262000.0,6201000.0,7500000.0,9719000.0,9896000.0,7500000.0,3400000.0,2500000.0
,deferredIncomeTax,11202000.0,44934000.0,14604000.0,25968000.0,5613000.0,2863000.0,-1242000.0,-2709000.0,-10940000.0,-12195000.0,-14099000.0,-608000.0,-6721000.0,1735000.0,-5581000.0,6000000.0,-5936000.0,4886000.0,-10943000.0,-207000.0,0.0,-1012000.0,2500000.0,-13800000.0,-400000.0
,stockBasedCompensation,39164000.0,36689000.0,34170000.0,31018000.0,27797000.0,25748000.0,30788000.0,27823000.0,26250000.0,24917000.0,25575000.0,23955000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,94422000.0,-280954000.0,-15653000.0,189341000.0,100776000.0,-327475000.0,-3572000.0,107462000.0,-76711000.0,297609000.0,-88286000.0,152915000.0,150862000.0,173268000.0,609000.0,37414000.0,-33702000.0,190297000.0,52039000.0,3571000.0,54764000.0,-64095000.0,48600000.0,-17600000.0,-12200000.0
,accountsReceivables,-29696000.0,19372000.0,29057000.0,-7758000.0,-10704000.0,28258000.0,-76705000.0,48640000.0,10693000.0,17992000.0,-47711000.0,9981000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-71053000.0,-24360000.0,17425000.0,-32961000.0,51170000.0,-74816000.0,11363000.0,35181000.0,-26031000.0,-48361000.0,-25151000.0,-301000.0,-30178000.0,-34411000.0,-26783000.0,-11217000.0,-10375000.0,-21382000.0,-1856000.0,11065000.0,8300000.0,8117000.0,-18300000.0,9000000.0,-9800000.0
,accountsPayables,-4348000.0,51752000.0,-22449000.0,21558000.0,-33465000.0,38660000.0,15040000.0,-8617000.0,-1672000.0,-5565000.0,11563000.0,3293000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,790101000.0,695679000.0,976633000.0,992286000.0,802945000.0,702169000.0,1029644000.0,1033216000.0,925754000.0,1002465000.0,704856000.0,793142000.0,640227000.0,489365000.0,316097000.0,315488000.0,278074000.0,311776000.0,121479000.0,69440000.0,65869000.0,11105000.0,75200000.0,26600000.0,44200000.0
,otherNonCashItems,8034000.0,4123000.0,-483000.0,-31256000.0,11992000.0,7722000.0,-791000.0,4564000.0,-1810000.0,12654000.0,10320000.0,-1749000.0,20870000.0,15414000.0,11508000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,312363000.0,370372000.0,374157000.0,308252000.0,312280000.0,275814000.0,226244000.0,354965000.0,285545000.0,243891000.0,255251000.0,271760000.0,218316000.0,116103000.0,115155000.0,73139000.0,75050000.0,27225000.0,55020000.0,27709000.0,3910000.0,-15607000.0,-26500000.0,-6100000.0,-4900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-57151000.0,-44794000.0,-30773000.0,-42109000.0,-35940000.0,-68234000.0,-61262000.0,-52061000.0,-58089000.0,-42014000.0,-65973000.0,-41874000.0,-27641000.0,-44048000.0,-43039000.0,-34038000.0,-13886000.0,-14598000.0,-6599000.0,-4242000.0,-7279000.0,-7470000.0,-12200000.0,-10800000.0,-5500000.0
,acquisitionsNet,-27000000.0,-602000000.0,-1000000.0,0.0,-419000000.0,-92000000.0,0.0,-20000000.0,-106000000.0,-27000000.0,-403000000.0,-74000000.0,-79000000.0,-42000000.0,0.0,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-11030000.0,-15500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,6365000.0,3017000.0,3686000.0,7331000.0,25649000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,-7553000.0,-1521000.0,-993000.0,-1500000.0,-1759000.0,-3652000.0,-519000.0,0.0,0.0,0.0,-3100000.0,100000.0,-700000.0
,netCashUsedForInvestingActivites,-83455000.0,-651386000.0,-44100000.0,-38423000.0,-447812000.0,-134845000.0,-49262000.0,-72134000.0,-167000000.0,-67137000.0,-465389000.0,-107697000.0,-113954000.0,-87457000.0,-43429000.0,-52943000.0,-175153000.0,-18250000.0,-7118000.0,-3993000.0,-7279000.0,-7470000.0,-15300000.0,-10700000.0,-6200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
