Date,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,483868000.0,542851000.0,497193000.0,0.0
Short-term investments,115652000.0,162794000.0,223349000.0,0.0
Cash and short-term investments,599520000.0,705645000.0,720542000.0,0.0
Receivables,70865000.0,60656000.0,64811000.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,699742000.0,800472000.0,829604000.0,0.0
Property Plant & Equipment Net,53770000.0,53265000.0,51537000.0,0.0
Goodwill and Intangible Assets,168535000.0,120678000.0,300182000.0,0.0
Long-term investments,0.0,71735000.0,99047000.0,0.0
Tax assets,1479000.0,457000.0,21433000.0,0.0
Total non-current assets,281432000.0,251744000.0,481172000.0,0.0
Total assets,981174000.0,1052216000.0,1310776000.0,0.0
Payables,187635000.0,205377000.0,243410000.0,0.0
Short-term debt,55899000.0,0.0,0.0,0.0
Total current liabilities,270496000.0,282073000.0,312143000.0,0.0
Long-term debt,295795000.0,309909000.0,0.0,0.0
Total debt,351694000.0,309909000.0,0.0,0.0
Deferred revenue,6904000.0,13426000.0,8633000.0,0.0
Tax Liabilities,1267000.0,269000.0,3694000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,317247000.0,328145000.0,366361000.0,0.0
Total liabilities,587743000.0,610218000.0,678504000.0,0.0
Other comprehensive income,337144000,368778000,367995000,0.0
Retained earnings (deficit),51254000.0,75901000.0,271769000.0,0.0
Total shareholders equity,393431000.0,441998000.0,632272000.0,0.0
Investments,115652000.0,234529000.0,322396000.0,0.0
Net Debt,-132174000.0,-232942000.0,-497193000.0,0.0
Other Assets,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0
