date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,278670000.0,244115000.0,226958000.0,147844000.0,183057000.0,131465000.0,29388000.0,346078000.0,227695000.0,169654000.0,153262000.0,147764000.0,323766000.0,215300000.0
,depreciationAndAmortization,60674000.0,61722000.0,60097000.0,56557000.0,50554000.0,78621000.0,105798000.0,70525000.0,69697000.0,73003000.0,71633000.0,159349000.0,79720000.0,41700000.0
,deferredIncomeTax,7890000.0,3794000.0,17446000.0,93461000.0,-7231000.0,-38493000.0,-95697000.0,94068000.0,43038000.0,29902000.0,33457000.0,29535000.0,23730000.0,11900000.0
,stockBasedCompensation,16844000.0,12726000.0,11883000.0,15222000.0,15371000.0,31699000.0,23461000.0,15072000.0,18009000.0,17927000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,18825000.0,59946000.0,-179864000.0,91269000.0,-39819000.0,-360652000.0,143970000.0,68398000.0,109529000.0,104980000.0,155750000.0,161579000.0,-90040000.0,313800000.0
,accountsReceivables,-106880000.0,27082000.0,62193000.0,-42803000.0,28570000.0,40094000.0,-50080000.0,19726000.0,-52034000.0,-26887000.0,101260000.0,71316000.0,-12901000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,3053000.0,5044000.0,11971000.0,0.0,0.0,0.0,29262000.0,-21760000.0,0.0
,accountsPayables,-1241000.0,44592000.0,1888000.0,-7476000.0,19549000.0,-23985000.0,-81044000.0,54895000.0,30391000.0,48246000.0,19882000.0,-40555000.0,-4076000.0,0.0
,otherWorkingCapital,243871000.0,225046000.0,165100000.0,344964000.0,253695000.0,293514000.0,654166000.0,510196000.0,441798000.0,332269000.0,227289000.0,71539000.0,-90040000.0,0.0
,otherNonCashItems,-792000.0,963000.0,2441000.0,0.0,-13571000.0,0.0,0.0,0.0,0.0,16584000.0,-20411000.0,-11036000.0,-2644000.0,20400000.0
,netCashProvidedByOperatingActivites,196442000.0,279368000.0,169290000.0,222154000.0,239850000.0,330164000.0,74925000.0,137886000.0,184927000.0,173591000.0,192406000.0,252823000.0,60088000.0,603100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-255027000.0,-182124000.0,-109338000.0,-96880000.0,-52634000.0,-68335000.0,-76029000.0,-64950000.0,-86635000.0,-63874000.0,-63649000.0,-93725000.0,-63014000.0,-60700000.0
,acquisitionsNet,0.0,0.0,-213000000.0,-1000000.0,-118000000.0,0.0,-128000000.0,0.0,0.0,-12000000.0,-30000000.0,-8000000.0,-191000000.0,0.0
,purchasesOfInvestments,-4232000.0,-4208000.0,-4520000.0,-3237000.0,-18648000.0,-13466000.0,-23622000.0,-90836000.0,-268929000.0,-183374000.0,-178047000.0,-2700000.0,-59200000.0,0.0
,salesMaturitiesOfInvestments,6360000.0,5874000.0,3933000.0,12852000.0,9261000.0,6456000.0,40725000.0,168879000.0,247649000.0,147288000.0,134276000.0,45230000.0,0.0,0.0
,otherInvestingActivites,3397000.0,208000.0,5253000.0,113000.0,9277000.0,3658000.0,-7555000.0,16044000.0,809000.0,-42455000.0,46315000.0,-7943000.0,8529000.0,0.0
,netCashUsedForInvestingActivites,-265319000.0,-179995000.0,-326724000.0,-90656000.0,-179689000.0,-71887000.0,-199806000.0,20053000.0,-111397000.0,-154322000.0,-90314000.0,-67635000.0,-304563000.0,-194900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-794676000.0,-654095000.0,-876206000.0,-137053000.0,-305906000.0,-177350000.0,-860639000.0,-211000.0,-4643000.0,-1782000.0,-29914000.0,-6155000.0,-4768000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-27209000.0,-20000000.0,-214759000.0,0.0,-292997000.0,-69747000.0,-149774000.0,-157093000.0,-96774000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-72940000.0,-65374000.0,-63821000.0,-42043000.0,-37370000.0,-34479000.0,-43469000.0,-38011000.0,-9485000.0,0.0,-143334000.0,0.0,0.0,0.0
,otherFinancingActivites,-16135000.0,-8290000.0,-16910000.0,-8599000.0,-10447000.0,-312523000.0,-5190000.0,-322000.0,-3845000.0,3600000.0,7901000.0,-1813000.0,13380000.0,0.0
,netCashUsedProvidedByFinancingActivities,25046000.0,-43713000.0,-9323000.0,-61178000.0,-88897000.0,-409430000.0,104599000.0,-190878000.0,-108006000.0,7535000.0,-183733000.0,-5600000.0,60022000.0,-321400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-271000.0,332000.0,-9979000.0,7443000.0,-352000.0,-7087000.0,-12865000.0,-4492000.0,2814000.0,-2737000.0,3315000.0,10234000.0,-9867000.0,5300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-44102000.0,55992000.0,-176736000.0,77763000.0,-29088000.0,-158240000.0,-33147000.0,-37431000.0,-31662000.0,24067000.0,-78326000.0,189822000.0,-194320000.0,92100000.0
