date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-11217000000.0,-6873000000.0,-4399000000.0,-11715000000.0,-1562000000.0,-38000000.0,-19000000.0,-15000000.0,-11000000.0,-733000000.0,-144000000.0,1614000000.0,0.0,0.0,0.0,-56000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1725000000.0,-1254000000.0,-950000000.0,-1940000000.0,-568000000.0,-36000000.0,-3000000.0,-52000000.0,-52000000.0,-57000000.0,-82000000.0,0.0,-13000000.0,-34000000.0,-43000000.0,-70000000.0,-288000000.0,-41000000.0,-40000000.0,-81297000.0,-85018000.0,1753503000.0,0.0
,netCashUsedProvidedByFinancingActivities,-8953000000.0,-1633000000.0,-1887000000.0,-4770000000.0,4779000000.0,14675000000.0,6927000000.0,299000000.0,-134000000.0,-373000000.0,-1463000000.0,504000000.0,1696000000.0,826000000.0,-219000000.0,136000000.0,294000000.0,-142000000.0,1934000000.0,4161608000.0,2919754000.0,9722186000.0,14200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2548000000.0,2784000000.0,144000000.0,-914000000.0,1530000000.0,2000000.0,-18000000.0,14000000.0,5000000.0,-3000000.0,-722000000.0,-206000000.0,885000000.0,15000000.0,39000000.0,-629000000.0,523000000.0,-194000000.0,319000000.0,-129023000.0,-3004000.0,124133000.0,8172000.0
,cashAtEndOfPeriod,1001000000.0,3549000000.0,765000000.0,621000000.0,1535000000.0,5000000.0,3000000.0,21000000.0,7000000.0,29000000.0,32000000.0,754000000.0,960000000.0,75000000.0,60000000.0,21000000.0,650000000.0,127000000.0,321000000.0,1679000.0,130702000.0,133706000.0,9573000.0
,cashAtBeginningOfPeriod,3549000000.0,765000000.0,621000000.0,1535000000.0,5000000.0,3000000.0,21000000.0,7000000.0,2000000.0,32000000.0,754000000.0,960000000.0,75000000.0,60000000.0,21000000.0,650000000.0,127000000.0,321000000.0,2000000.0,130702000.0,133706000.0,9573000.0,1401000.0
,operatingCashFlow,14562000000.0,11748000000.0,11767000000.0,11954000000.0,8041000000.0,2359000000.0,2359000000.0,2158000000.0,1876000000.0,1737000000.0,1911000000.0,594000000.0,399000000.0,327000000.0,323000000.0,260000000.0,472000000.0,765000000.0,748000000.0,518675000.0,1131210000.0,479916000.0,7644000.0
,capitalExpenditure,-183000000.0,-148000000.0,-21000000.0,-105000000.0,-33532000000.0,-1812000000.0,-2177000000.0,-2425000000.0,-1713000000.0,-1343000000.0,-1201000000.0,-108000000.0,-1241000000.0,-1244000000.0,-1145000000.0,-1088000000.0,-967000000.0,-854000000.0,-2222000000.0,-3027059000.0,-2825126000.0,-741508000.0,-13672000.0
,freeCashFlow,6606000000.0,4608000000.0,2172000000.0,4084000000.0,-25491000000.0,547000000.0,182000000.0,-267000000.0,163000000.0,394000000.0,710000000.0,-540000000.0,-842000000.0,-917000000.0,-822000000.0,-828000000.0,-495000000.0,-89000000.0,-1474000000.0,-2508384000.0,-1693916000.0,-261592000.0,-6028000.0
