Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,149478000.0,36687000.0,13500000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,149478000.0,36687000.0,13500000.0
Receivables,26528000.0,13353000.0,9697000.0
Inventories,35329000.0,29570000.0,18805000.0
Total current assets,218621000.0,84583000.0,46119000.0
Property Plant & Equipment Net,21462000.0,17968000.0,17323000.0
Goodwill and Intangible Assets,4073000.0,3223000.0,2872000.0
Long-term investments,0.0,0.0,0.0
Tax assets,3114000.0,0.0,0.0
Total non-current assets,31509000.0,25565000.0,24940000.0
Total assets,250130000.0,110148000.0,71059000.0
Payables,12068000.0,12920000.0,9380000.0
Short-term debt,91000.0,2363000.0,1287000.0
Total current liabilities,23587000.0,28894000.0,19230000.0
Long-term debt,18000.0,15108000.0,18380000.0
Total debt,109000.0,17471000.0,19667000.0
Deferred revenue,227000.0,386000.0,13000.0
Tax Liabilities,258000.0,3930000.0,2572000.0
Deposit Liabilities,0.0,575000.0,203000.0
Total non-current liabilities,8760000.0,19971000.0,22138000.0
Total liabilities,32347000.0,48865000.0,41368000.0
Other comprehensive income,324656000,-719000.0,-3009000.0
Retained earnings (deficit),-104731000.0,-118669000.0,-120506000.0
Total shareholders equity,217783000.0,61283000.0,29691000.0
Investments,0.0,0.0,0.0
Net Debt,-149369000.0,-19216000.0,6167000.0
Other Assets,0.0,4973000.0,4117000.0
Other Liabilities,0.0,13611000.0,8563000.0
