date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4467000000.0,-1293000000.0,6963000000.0,10222000000.0,14239000000.0,5241000000.0,5070000000.0,4535000000.0,4180000000.0,3390000000.0,3905000000.0,3206000000.0,4930000000.0,9786000000.0,12022000000.0,10435000000.0,9416000000.0,9204000000.0,11102000000.0,8560000000.0,8510000000.0,7675000000.0,5372000000.0,6310000000.0,6303000000.0,5450000000.0,4725000000.0
,depreciationAndAmortization,257000000.0,226000000.0,227000000.0,209000000.0,204000000.0,225000000.0,208000000.0,212000000.0,225000000.0,253000000.0,276000000.0,291000000.0,215000000.0,980000000.0,1804000000.0,1675000000.0,1607000000.0,1440000000.0,1331000000.0,2337000000.0,1717000000.0,1702000000.0,1690000000.0,1700000000.0,1691000000.0,1671000000.0,2326000000.0
,deferredIncomeTax,-164000000.0,-95000000.0,-57000000.0,-3126000000.0,3119000000.0,-132000000.0,-129000000.0,-86000000.0,406000000.0,-443000000.0,124000000.0,43000000.0,-138000000.0,-255000000.0,-508000000.0,-989000000.0,388000000.0,984000000.0,1585000000.0,685000000.0,1006000000.0,144000000.0,276000000.0,69000000.0,163000000.0,314000000.0,24000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,249000000.0,13544000000.0,-14446000000.0,-2333000000.0,877000000.0,-197000000.0,-327000000.0,1468000000.0,-1424000000.0,347000000.0,1360000000.0,-6153000000.0,-174000000.0,3383000000.0,1102000000.0,-2704000000.0,2338000000.0,1630000000.0,1737000000.0,6360000000.0,-12616000000.0,-973000000.0,1482000000.0,2219000000.0,215000000.0,-404000000.0,150000000.0
,accountsReceivables,0.0,-8000000.0,0.0,10000000.0,-27000000.0,3000000.0,-8000000.0,78000000.0,202000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,2000000.0,42000000.0,-129000000.0,-171000000.0,-34000000.0,-33000000.0,-184000000.0,-133000000.0,33000000.0,24000000.0,7000000.0,51000000.0,185000000.0,-889000000.0,-1010000000.0,-524000000.0,-140000000.0,251000000.0,38000000.0,-293000000.0,741000000.0,-39000000.0,-192000000.0,-531000000.0,-952000000.0,-5000000.0,-387000000.0
,accountsPayables,53000000.0,-79000000.0,27000000.0,-55000000.0,-6000000.0,-7000000.0,-5000000.0,-76000000.0,5000000.0,-60000000.0,48000000.0,-25000000.0,-162000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-29000000.0,-3350000000.0,-16894000000.0,-2448000000.0,-115000000.0,-992000000.0,-795000000.0,-468000000.0,-1936000000.0,-512000000.0,-859000000.0,-2219000000.0,3934000000.0,4108000000.0,725000000.0,-377000000.0,2327000000.0,-11000000.0,-1641000000.0,-3378000000.0,-9738000000.0,2878000000.0,3851000000.0,2369000000.0,150000000.0,-65000000.0,339000000.0
,otherNonCashItems,681000000.0,303000000.0,58000000.0,-770000000.0,-14349000000.0,268000000.0,214000000.0,-225000000.0,-757000000.0,1165000000.0,-575000000.0,92000000.0,-1419000000.0,1815000000.0,865000000.0,0.0,0.0,-669000000.0,-755000000.0,-520000000.0,-427000000.0,-6000000.0,657000000.0,582000000.0,469000000.0,155000000.0,-305000000.0
,netCashProvidedByOperatingActivites,8385000000.0,7837000000.0,8391000000.0,4922000000.0,3791000000.0,5810000000.0,4663000000.0,4375000000.0,3903000000.0,3613000000.0,2767000000.0,3443000000.0,4881000000.0,10304000000.0,13586000000.0,11060000000.0,10890000000.0,10816000000.0,10612000000.0,8893000000.0,11044000000.0,11375000000.0,8120000000.0,8340000000.0,7634000000.0,6687000000.0,6939000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1458000000.0,-2454000000.0,-2206000000.0,-1913000000.0,-1974000000.0,-2009000000.0,-1922000000.0,-1682000000.0,-1749000000.0,-1821000000.0,-1874000000.0,-2398000000.0,-1621000000.0,-1726000000.0
,acquisitionsNet,0.0,-421000000.0,-15000000.0,-415000000.0,3150000000.0,0.0,-102000000.0,0.0,0.0,0.0,0.0,-10244000000.0,0.0,-2898000000.0,0.0,-4932000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-5000000.0,-3000000.0,-132000000.0,0.0,0.0,0.0,0.0,0.0,-9000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-652000000.0,0.0,0.0,-582000000.0
,salesMaturitiesOfInvestments,0.0,0.0,72000000.0,133000000.0,741000000.0,354000000.0,369000000.0,716000000.0,1049000000.0,490000000.0,312000000.0,793000000.0,403000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,88000000.0,173000000.0,-7000000.0,19000000.0,-36000000.0,-8000000.0,73000000.0,17000000.0,-5000000.0,2000000.0,115000000.0,-31000000.0,110000000.0,590000000.0,374000000.0,585000000.0,658000000.0,492000000.0,-536000000.0,-564000000.0,-681000000.0,-586000000.0,-749000000.0,-301000000.0,-269000000.0,1512000000.0,1071000000.0
