date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-01-27_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2003-01-31_FY,2002-02-02_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-277298000.0,1584391000.0,-179094000.0,520831000.0,21151000.0,-811400000.0,435346000.0,315300000.0,306600000.0,615100000.0,904100000.0,353500000.0,147242000.0,-114400000.0,-12100000.0,199500000.0,62800000.0,45510000.0,-72174000.0,-72174000.0,-415154000.0,-415154000.0,-235120000.0,13070000.0
,depreciationAndAmortization,197912000.0,524740000.0,307301000.0,87057000.0,118492000.0,112864000.0,124585000.0,146800000.0,143700000.0,137900000.0,172700000.0,99200000.0,266147000.0,105800000.0,77200000.0,56800000.0,44300000.0,119015000.0,23342000.0,138478000.0,16661000.0,449715000.0,21003000.0,3827000.0
,deferredIncomeTax,-39491000.0,-785158000.0,118647000.0,19825000.0,44637000.0,6096000.0,-12913000.0,3900000.0,7000000.0,-3200000.0,4100000.0,13400000.0,-17468000.0,-13800000.0,-2200000.0,5900000.0,-3500000.0,0.0,-3732000.0,-3732000.0,-5477000.0,-5477000.0,-1691000.0,-614000.0
,stockBasedCompensation,241539000.0,242207000.0,184064000.0,86689000.0,113970000.0,133779000.0,137246000.0,155873000.0,127280000.0,119863000.0,118405000.0,126599000.0,177132000.0,230980000.0,192121000.0,2156000.0,3977000.0,0.0,7491000.0,0.0,15022000.0,0.0,0.0,0.0
,changeInWorkingCapital,-287283000.0,68869000.0,-1184351000.0,148795000.0,65141000.0,-977787000.0,0.0,729664000.0,-512000000.0,-583000000.0,1158000000.0,763333000.0,229667000.0,284000000.0,-488000000.0,322000000.0,353629000.0,132651000.0,0.0,61822000.0,0.0,39111000.0,193176000.0,-3641000.0
,accountsReceivables,-44322000.0,11244000.0,-99044000.0,54989000.0,-12084000.0,97655000.0,34165000.0,-123258000.0,77025000.0,54550000.0,-102610000.0,-134695000.0,109919000.0,-1763000.0,-83100000.0,-44210000.0,-64441000.0,0.0,-42625000.0,0.0,-4607000.0,0.0,0.0,0.0
,inventory,17284000.0,12759000.0,4348000.0,-12160000.0,29325000.0,90586000.0,39454000.0,-97188000.0,103102000.0,-101109000.0,-1264000.0,82659000.0,126938000.0,-109262000.0,-9224000.0,-60439000.0,-37104000.0,-52073000.0,-14258000.0,-14258000.0,7324000.0,7324000.0,-8720000.0,-2515000.0
,accountsPayables,39663000.0,1658000.0,-6493000.0,-16613000.0,-28153000.0,-105898000.0,-43871000.0,39791000.0,-24304000.0,-47095000.0,42464000.0,136045000.0,-88795000.0,-8187000.0,48353000.0,66878000.0,8538000.0,0.0,16291000.0,0.0,6172000.0,0.0,0.0,0.0
,otherWorkingCapital,540048000.0,827331000.0,758462000.0,1942813000.0,1794018000.0,1728877000.0,2706664000.0,2706664000.0,1977000000.0,2489000000.0,3072000000.0,1914000000.0,1150667000.0,921000000.0,637000000.0,1125000000.0,803000000.0,449371000.0,316720000.0,316720000.0,254898000.0,254898000.0,215787000.0,22611000.0
,otherNonCashItems,0.0,-772894000.0,424336000.0,-12457000.0,166521000.0,163596000.0,-10629000.0,157100000.0,134600000.0,134900000.0,126200000.0,218700000.0,-15359000.0,259100000.0,370200000.0,197300000.0,167500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,817287000.0,360297000.0,596744000.0,571113000.0,-358435000.0,205352000.0,728936000.0,448000000.0,729000000.0,771200000.0,1193500000.0,811500000.0,680685000.0,177400000.0,337300000.0,402300000.0,221500000.0,149813000.0,40818000.0,40818000.0,50017000.0,50017000.0,12192000.0,12642000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-106798000.0,-81921000.0,-75921000.0,-38551000.0,-44510000.0,-37255000.0,-79454000.0,-66593000.0,-68186000.0,-88779000.0,-90173000.0,-39814000.0,-78443000.0,-113462000.0,-180696000.0,-98500000.0,-45762000.0,-95241000.0,-28780000.0,-28780000.0,-24620000.0,-24620000.0,-12161000.0,-6808000.0
,acquisitionsNet,0.0,-1071079000.0,-2649465000.0,168000000.0,0.0,0.0,0.0,-2551000.0,-1000000.0,-93916000.0,-29446000.0,0.0,-5000000.0,-19987000.0,-902000000.0,-186000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-364272000.0,-118930000.0,-527574000.0,-181564000.0,-260875000.0,-1128319000.0,-376285000.0,-2489587000.0,-3196575000.0,-1352003000.0,-804979000.0,-10172000.0,-262886000.0,-266938000.0,-710488000.0,-433164000.0,-130810000.0,-79316000.0,-97661000.0,-118728000.0,-118728000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,18832000.0,811881000.0,426341000.0,239557000.0,311843000.0,826310000.0,995039000.0,1835655000.0,1462164000.0,868759000.0,118362000.0,29181000.0,230906000.0,812831000.0,631264000.0,149290000.0,107514000.0,75480000.0,75480000.0,0.0,27784000.0,0.0,0.0
,otherInvestingActivites,0.0,2057286000.0,279882000.0,179305000.0,148112000.0,187977000.0,0.0,520222000.0,2737588000.0,2789217000.0,942293000.0,100764000.0,0.0,0.0,0.0,0.0,0.0,-13137000.0,0.0,-400000.0,0.0,-6573000.0,0.0,0.0
,netCashUsedForInvestingActivites,-119644000.0,558846000.0,-1752553000.0,39521000.0,161595000.0,201690000.0,-368944000.0,74800000.0,178800000.0,-590100000.0,-529300000.0,-744000000.0,-64721000.0,-185100000.0,-544700000.0,-367500000.0,-348100000.0,-130706000.0,-50263000.0,-50263000.0,-151587000.0,-151587000.0,56381000.0,-6808000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
