date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-01-27_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2003-01-31_FY,2002-02-02_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY
,debtRepayment,-250000000.0,-1250000000.0,-756128000.0,0.0,0.0,0.0,0.0,9385000.0,16813000.0,-511000.0,-1940000.0,-1787000.0,-397213000.0,-10748000.0,-19537000.0,-15918000.0,-12577000.0,0.0,-1957000.0,0.0,-341000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111645000.0,92645000.0,65903000.0,45645000.0,163126000.0,131679000.0,86536000.0,22240000.0,22240000.0,32381000.0,32381000.0,0.0,6874000.0
,commonStockRepurchased,-25202000.0,-216996000.0,-3013000.0,-347272000.0,-107345000.0,-180158000.0,-64962000.0,-171300000.0,-832000000.0,-1234800000.0,87900000.0,111600000.0,0.0,65900000.0,45600000.0,163100000.0,131700000.0,0.0,-5000.0,-5000.0,-115000.0,-115000.0,-480000.0,0.0
,dividendsPaid,-160574000.0,-159573000.0,-148081000.0,-119251000.0,-122292000.0,-122821000.0,-122801000.0,-119400000.0,-98800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,919923000.0,1857920000.0,110581000.0,36608000.0,43857000.0,-39359000.0,186699000.0,94895000.0,98021000.0,166853000.0,1106105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-596780000.0,-853949000.0,849737000.0,-536244000.0,-267248000.0,-339839000.0,-114765000.0,-309000000.0,-940800000.0,-1243400000.0,77400000.0,110500000.0,-304203000.0,55400000.0,427000000.0,147200000.0,119100000.0,79976000.0,20278000.0,20278000.0,31925000.0,31925000.0,98955000.0,5251000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,100863000.0,65194000.0,-306072000.0,74390000.0,-464088000.0,67203000.0,245227000.0,213800000.0,-32900000.0,-1062200000.0,741600000.0,178000000.0,311761000.0,47600000.0,219600000.0,182000000.0,-7500000.0,99083000.0,10833000.0,10833000.0,-69645000.0,-69645000.0,167528000.0,11085000.0
,cashAtEndOfPeriod,748467000.0,647604000.0,398455000.0,1753162000.0,575029000.0,931883000.0,1210977000.0,965800000.0,752100000.0,677800000.0,1741600000.0,1105000000.0,927409000.0,615600000.0,567600000.0,348000000.0,166500000.0,224399000.0,125316000.0,125316000.0,114483000.0,114483000.0,184128000.0,16600000.0
,cashAtBeginningOfPeriod,647604000.0,582410000.0,704527000.0,1678772000.0,1039117000.0,864680000.0,965750000.0,752000000.0,785000000.0,1740000000.0,1000000000.0,927000000.0,615648000.0,568000000.0,348000000.0,166000000.0,174000000.0,125316000.0,114483000.0,114483000.0,184128000.0,184128000.0,16600000.0,5515000.0
,operatingCashFlow,817287000.0,360297000.0,596744000.0,571113000.0,-358435000.0,205352000.0,728936000.0,448000000.0,729000000.0,771200000.0,1193500000.0,811500000.0,680685000.0,177400000.0,337300000.0,402300000.0,221500000.0,149813000.0,40818000.0,40818000.0,50017000.0,50017000.0,12192000.0,12642000.0
,capitalExpenditure,-106798000.0,-81921000.0,-75921000.0,-38551000.0,-44510000.0,-37255000.0,-79454000.0,-66593000.0,-68186000.0,-88779000.0,-90173000.0,-39814000.0,-78443000.0,-113462000.0,-180696000.0,-98500000.0,-45762000.0,-95241000.0,-28780000.0,-28780000.0,-24620000.0,-24620000.0,-12161000.0,-6808000.0
,freeCashFlow,710489000.0,273664000.0,509283000.0,525975000.0,-413254000.0,149621000.0,649482000.0,363800000.0,625800000.0,668600000.0,1080200000.0,756100000.0,602242000.0,40800000.0,148600000.0,302800000.0,159500000.0,54572000.0,12038000.0,12038000.0,25397000.0,25397000.0,31000.0,5834000.0
