Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,71064000.0,98629000.0,65363000.0
Short-term investments,185480000.0,77277000.0,33736000.0
Cash and short-term investments,256544000.0,175906000.0,99099000.0
Receivables,100000.0,25000.0,405000.0
Inventories,0.0,0.0,0.0
Total current assets,258948000.0,176869000.0,99691000.0
Property Plant & Equipment Net,11107000.0,11230000.0,8608000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,3181000.0,682000.0,1000000.0
Tax assets,0.0,0.0,0.0
Total non-current assets,15977000.0,13617000.0,10011000.0
Total assets,274925000.0,190486000.0,109702000.0
Payables,3102000.0,3820000.0,3867000.0
Short-term debt,1560000.0,0.0,0.0
Total current liabilities,16935000.0,12726000.0,5546000.0
Long-term debt,4272000.0,0.0,0.0
Total debt,5832000.0,0.0,0.0
Deferred revenue,6250000.0,23587000.0,0.0
Tax Liabilities,1084000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,23048000.0,23892000.0,4696000.0
Total liabilities,39983000.0,36618000.0,10242000.0
Other comprehensive income,357873000,-42000.0,-26000.0
Retained earnings (deficit),-122828000.0,-73234000.0,-20152000.0
Total shareholders equity,234942000.0,-72328000.0,-19994000.0
Investments,188661000.0,77959000.0,34736000.0
Net Debt,-65232000.0,-175906000.0,-99099000.0
Other Assets,0.0,938000.0,187000.0
Other Liabilities,0.0,8906000.0,1679000.0
