date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1685000000.0,2698000000.0,2413000000.0,2806000000.0,1670000000.0,1966236000.0,2840629000.0,2305997000.0,1524093000.0,1560123000.0,599394000.0,-354479000.0,-163558000.0,116688000.0,442003000.0,283686000.0
,depreciationAndAmortization,1160000.0,1216000000.0,1146000000.0,1208000000.0,1149000000.0,1037564000.0,1072187000.0,1047820000.0,932211000.0,794404000.0,694971000.0,613052000.0,565995000.0,248090000.0,119977000.0,99796000.0
,deferredIncomeTax,-33000.0,157000000.0,113000000.0,-497000000.0,24000000.0,18663000.0,-3235000.0,-4245000.0,5188000.0,90927000.0,99536000.0,-1339000.0,-36242000.0,-15554000.0,3914000.0,-5542000.0
,stockBasedCompensation,22000.0,35000000.0,30000000.0,34000000.0,34000000.0,45804000.0,48058000.0,53377000.0,65428000.0,62714000.0,58021000.0,45545000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2080665000.0,-328000000.0,2150000000.0,-33000000.0,-853115000.0,-1332890000.0,92131000.0,531183000.0,-1043755000.0,1439952000.0,-2325875000.0,1573509000.0,2325047000.0,-473096000.0,174571000.0,55878000.0
,accountsReceivables,402000.0,-150000000.0,-119000000.0,83000000.0,319000000.0,49293000.0,37411000.0,-209055000.0,-675461000.0,-789163000.0,-332924000.0,-178746000.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,-1334000.0,-30000.0,1113000.0,-8355000.0,-2841000.0,-4941000.0,1759000.0,-8879000.0,-7611000.0,-2324000.0,-1957000.0
,accountsPayables,-51000.0,-26000000.0,8000000.0,40000000.0,19000000.0,-512000.0,-5215000.0,13777000.0,788000.0,-9565000.0,29270000.0,11388000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,335000.0,2081000000.0,2409000000.0,259000000.0,292000000.0,1145115000.0,2478005000.0,2385874000.0,1854691000.0,2898446000.0,1458494000.0,3784369000.0,2210860000.0,-114187000.0,358909000.0,184338000.0
,otherNonCashItems,0.0,28000000.0,30000000.0,38000000.0,40000000.0,39905000.0,47050000.0,51848000.0,45532000.0,1513000.0,98174000.0,312990000.0,134670000.0,63186000.0,31392000.0,0.0
,netCashProvidedByOperatingActivites,-1312000.0,3038000000.0,4701000000.0,4543000000.0,4043000000.0,3449971000.0,4832844000.0,4439412000.0,3057757000.0,2662496000.0,1870151000.0,638613000.0,127786000.0,365457000.0,-196720000.0,589916000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,1000.0,-1269000000.0,-949000000.0,-837000000.0,-1445000000.0,-1528642000.0,-1178656000.0,-943982000.0,-1449234000.0,-1508593000.0,-2023981000.0,-2092896000.0,-3789008000.0,-3793703000.0,-1925291000.0,-860621000.0
,acquisitionsNet,0.0,1161000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173774000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173774000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-1000000.0,-2000000.0,-1328000.0,270000.0,-382000.0,693000.0,804394000.0,-733569000.0,78630000.0,218044000.0,556276000.0,-310565000.0,-265386000.0
,netCashUsedForInvestingActivites,-1329000000.0,-103000000.0,-930000000.0,-823000000.0,-1442000000.0,-1528466000.0,-1176568000.0,-912209000.0,-1445632000.0,-698106000.0,-2707815000.0,-2010063000.0,-3570964000.0,-3287427000.0,-2235856000.0,-1126007000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-467000.0,-3536000000.0,-5178000000.0,-858000000.0,-1987000000.0,-2397717000.0,-2117466000.0,-3513032000.0,-4399698000.0,-3300310000.0,-65965000.0,-817337000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087874000.0,30221000.0,7226000.0,313000.0
,commonStockRepurchased,0.0,-754000000.0,-905000000.0,-375000000.0,0.0,-205084000.0,-1676802000.0,-561150000.0,0.0,-862192000.0,0.0,0.0,0.0,0.0,0.0,-487000.0
,dividendsPaid,-911000.0,0.0,-2979000000.0,-2943000000.0,-2909000000.0,-2692882000.0,-2386657000.0,-1564049000.0,-3460888000.0,-75297000.0,-93400000.0,-94697000.0,0.0,0.0,0.0,-21052000.0
,otherFinancingActivites,0.0,-3132000000.0,-132000000.0,-5000000.0,-47000000.0,-16868000.0,-94236000.0,-47272000.0,-111354000.0,-95214000.0,-1210161000.0,2386428000.0,152072000.0,-66631000.0,-51493000.0,-124587000.0
,netCashUsedProvidedByFinancingActivities,560000000.0,-3368000000.0,-1522000000.0,-3487000000.0,-2630000000.0,-3206398000.0,-3721786000.0,-2432450000.0,-3045306000.0,-1093461000.0,-1127557000.0,3305973000.0,5605239000.0,3322865000.0,2442982000.0,-302718000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-24000000.0,14000000.0,-18000000.0,58000000.0,-22000000.0,-41936000.0,-28585000.0,-7105000.0,43229000.0,-5292000.0,46886000.0,-17270000.0,18952000.0,-11811000.0,814000.0,757000.0
