Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31
Cash and cash equivalents,89117000.0,87762000.0,112267000.0,182774000.0,153664000.0,145449000.0,107642000.0
Short-term investments,1042000.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,90159000.0,87762000.0,112267000.0,182774000.0,153664000.0,145449000.0,107642000.0
Receivables,215210000.0,254223000.0,254205000.0,197882000.0,215368000.0,123705000.0,93327000.0
Inventories,435000.0,353000.0,214000.0,287000.0,475000.0,566000.0,793000.0
Total current assets,351597000.0,339562000.0,362477000.0,373482000.0,366592000.0,258275000.0,202724000.0
Property, Plant & Equipment Net,10921000.0,10013000.0,10354000.0,10686000.0,9272000.0,10166000.0,11680000.0
Goodwill and Intangible Assets,710366000.0,1021623000.0,927980000.0,820363000.0,737296000.0,595097000.0,553299000.0
Long-term investments,2650000.0,27257000.0,29613000.0,30147000.0,29917000.0,30340000.0,30385000.0
Tax assets,2547000.0,1620000.0,1416000.0,3050000.0,606000.0,688000.0,1531000.0
Total non-current assets,737305000.0,1070757000.0,980888000.0,874396000.0,782941000.0,647736000.0,595933000.0
Total assets,1088902000.0,1410319000.0,1343365000.0,1247878000.0,1149533000.0,906011000.0,798657000.0
Payables,83487000.0,72142000.0,120082000.0,65178000.0,29453000.0,31611000.0,28979000.0
Short-term debt,217274000.0,160861000.0,188964000.0,219275000.0,96397000.0,92879000.0,79902000.0
Total current liabilities,318672000.0,239327000.0,316101000.0,290687000.0,128481000.0,128580000.0,110727000.0
Long-term debt,71920000.0,124983000.0,89841000.0,92630000.0,218273000.0,165254000.0,165898000.0
Total debt,289194000.0,285844000.0,278805000.0,311905000.0,314670000.0,258133000.0,245800000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,44718000.0,45843000.0,43028000.0,38315000.0,29717000.0,26350000.0,20685000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,113245000.0,167575000.0,143716000.0,148097000.0,264997000.0,199390000.0,201754000.0
Total liabilities,431917000.0,406902000.0,459817000.0,438784000.0,393478000.0,327970000.0,312481000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),375260000.0,389474000.0,376317000.0,349196000.0,,,
Total shareholders equity,521456000.0,865689000.0,804457000.0,740332000.0,697334000.0,527691000.0,438578000.0
Investments,3692000.0,27257000.0,29613000.0,30147000.0,29917000.0,30340000.0,30385000.0
Net Debt,198082000.0,,,,,,
Other Assets,-2776000.0,,,,,,
Other Liabilities,17911000.0,6324000.0,7055000.0,6234000.0,2631000.0,4090000.0,1846000.0
