Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,5542272.0,5296873.0,662546.0,2259504.0,198470.0,706641.0,282675.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,5542272.0,5296873.0,662546.0,2259504.0,198470.0,706641.0,282675.0,0.0
Receivables,3173107.0,3700618.0,3668646.0,173212.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,7968.0,0.0
Total current assets,10068717.0,9419609.0,8246973.0,2829634.0,680733.0,795049.0,535491.0,0.0
Property Plant & Equipment Net,1182520.0,1110776.0,35188.0,55413.0,77690.0,23474.0,17732.0,0.0
Goodwill and Intangible Assets,25317816.0,21285605.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,5775.0,14130.0,40862.0,73798.0,43039.0,0.0
Total non-current assets,27920877.0,24177534.0,5950268.0,99143.0,812507.0,824818.0,1030345.0,0.0
Total assets,37989594.0,33597143.0,14197241.0,2928777.0,1493240.0,1619867.0,1565836.0,0.0
Payables,944232.0,1097006.0,677249.0,479799.0,240736.0,284954.0,476967.0,0.0
Short-term debt,479874.0,3987220.0,18743069.0,2545000.0,3995000.0,1100000.0,1100000.0,0.0
Total current liabilities,21936919.0,20125584.0,39671102.0,8059255.0,10285083.0,8528704.0,6013023.0,0.0
Long-term debt,612359.0,600000.0,300000.0,2600000.0,300000.0,335000.0,390000.0,0.0
Total debt,1092233.0,4587220.0,19043069.0,5145000.0,4295000.0,1435000.0,1490000.0,0.0
Deferred revenue,522620.0,48449.0,46681.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5276148.0,7395202.0,6393936.0,7746267.0,300000.0,335000.0,390000.0,0.0
Total liabilities,27213067.0,27520786.0,46065038.0,15805522.0,10285083.0,8528704.0,6013023.0,0.0
Other comprehensive income,105093852,98817550,67728474,28523025,28540466,28530332,28530332,0.0
Retained earnings (deficit),-94529174.0,-92899680.0,-99812204.0,-42628155.0,-38560694.0,-36682439.0,-34220789.0,0.0
Total shareholders equity,10776527.0,6076357.0,-31867797.0,-12876745.0,-8791843.0,-6908837.0,-4447187.0,0.0
Investments,220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-4450039.0,-709653.0,18380523.0,2885496.0,4096530.0,728359.0,1207325.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,-300000.0,-335000.0,-390000.0,0.0
