Date,2018-03,2017-03,2016-03,2015-03,2014-03
Cash and cash equivalents,5000000.0,4000000.0,39000000.0,000000.0,000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,,,,,
Inventories,,,,,
Total current assets,217000000.0,219000000.0,197000000.0,000000.0,000000.0
Property, Plant & Equipment Net,9000000.0,6000000.0,6000000.0,000000.0,000000.0
Goodwill and Intangible Assets,207000000,212000000,191000000,0,0
Long-term investments,,,,,
Tax assets,000000.0,1000000.0,1000000.0,000000.0,000000.0
Total non-current assets,32000000.0,20000000.0,46000000.0,000000.0,000000.0
Total assets,225000000.0,225000000.0,239000000.0,000000.0,000000.0
Payables,2000000.0,1000000.0,1000000.0,000000.0,000000.0
Short-term debt,,,,,
Total current liabilities,36000000.0,36000000.0,32000000.0,000000.0,000000.0
Long-term debt,32000000.0,20000000.0,46000000.0,000000.0,000000.0
Total debt,32000000.0,20000000.0,46000000.0,000000.0,000000.0
Deferred revenue,18000000.0,18000000.0,16000000.0,000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,32000000.0,20000000.0,46000000.0,000000.0,000000.0
Total liabilities,69000000.0,56000000.0,78000000.0,000000.0,000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-3000000.0,11000000.0,3000000.0,000000.0,000000.0
Total shareholders equity,157000000.0,169000000.0,161000000.0,000000.0,000000.0
Investments,,,,,
Net Debt,27000000,16000000,7000000,0,0
Other Assets,2000000,2000000,3000000,0,0
Other Liabilities,17000000,16000000,14000000,0,0
