date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-12-31_FY,2014-03-31_FY,2013-12-31_FY,2013-03-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2011-03-31_FY,2010-12-31_FY,2010-03-31_FY,2009-12-31_FY,2009-03-31_FY,2008-12-31_FY,2008-03-31_FY,2007-12-31_FY,2007-03-31_FY,2006-12-31_FY,2006-03-31_FY,2004-04-30_FY,2003-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,46376000.0,34274000.0,39724000.0,46994000.0,43674000.0,6336000.0,-103109000.0,-57000000.0,-41000000.0,-505939000.0,27200000.0,-713543000.0,73800000.0,40821000.0,68800000.0,-20464000.0,38500000.0,13495000.0,-16000000.0,-121873000.0,59900000.0,-96312000.0,22100000.0,169699000.0,-5200000.0,-2699704.836312,-1425258.516027
,depreciationAndAmortization,533000.0,22673000.0,21250000.0,19442000.0,18913000.0,18926000.0,22276000.0,108000000.0,13500000.0,159082000.0,14600000.0,162517000.0,13700000.0,177497000.0,7100000.0,69034000.0,4800000.0,64392000.0,7200000.0,55578000.0,3700000.0,22979000.0,1300000.0,48679000.0,100000.0,13708.713524,3126.613545
,deferredIncomeTax,12994000.0,0.0,0.0,0.0,0.0,0.0,0.0,-29000000.0,0.0,131987000.0,0.0,123759000.0,4600000.0,-35048000.0,1600000.0,-12923000.0,800000.0,-14292000.0,-7900000.0,-50258000.0,100000.0,-63772000.0,0.0,56457000.0,0.0,0.0,0.0
,stockBasedCompensation,4307000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,4046000.0,0.0,7119000.0,0.0,8412000.0,0.0,9352000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3075000.0,611000.0,-14234000.0,-19529000.0,-7939000.0,-554000.0,-3730000.0,-94234000.0,-5600000.0,50210000.0,-4700000.0,151958000.0,-10500000.0,111021000.0,11800000.0,34728000.0,5600000.0,59278000.0,53000000.0,-107925000.0,-1100000.0,40385000.0,2000000.0,0.0,800000.0,-72681.689648,-145769.54744
,accountsReceivables,-470000.0,-711000.0,209000.0,635000.0,730000.0,-2041000.0,4000000.0,-34000000.0,-2600000.0,-17090000.0,11500000.0,-25734000.0,-12300000.0,-22992000.0,-200000.0,-30331000.0,400000.0,-9651000.0,2300000.0,-793000.0,0.0,70819000.0,0.0,-43240000.0,0.0,0.0,0.0
,inventory,-859000.0,2406000.0,182000.0,-2308000.0,147000.0,-1958000.0,-1499000.0,-1000000.0,2100000.0,-6905000.0,-500000.0,7898000.0,-3100000.0,1538000.0,-700000.0,230000.0,-1700000.0,1848000.0,900000.0,-19226000.0,-600000.0,1504000.0,0.0,-4178000.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,17267000.0,0.0,6495000.0,0.0,2581000.0,0.0,9945000.0,0.0,-18883000.0,0.0,-14964000.0,0.0,-28744000.0,0.0,15936000.0,0.0,0.0,0.0
,otherWorkingCapital,1352000.0,0.0,0.0,0.0,0.0,0.0,0.0,139000000.0,0.0,233234000.0,0.0,183024000.0,0.0,31066000.0,0.0,-79955000.0,0.0,-114683000.0,0.0,-173961000.0,0.0,-66036000.0,0.0,-106421000.0,0.0,0.0,0.0
,otherNonCashItems,1838000.0,8759000.0,11288000.0,9092000.0,13965000.0,3570000.0,144339000.0,0.0,76500000.0,0.0,33900000.0,0.0,4200000.0,0.0,14900000.0,0.0,16200000.0,0.0,10700000.0,0.0,17100000.0,0.0,4700000.0,0.0,3100000.0,0.0,1.395498
,netCashProvidedByOperatingActivites,85912000.0,77246000.0,70351000.0,67901000.0,80437000.0,31881000.0,54145000.0,253000000.0,36100000.0,252047000.0,85800000.0,234609000.0,113300000.0,295001000.0,104200000.0,233473000.0,66000000.0,192191000.0,47000000.0,162058000.0,79800000.0,67398000.0,30100000.0,289286000.0,-1300000.0,-1329682.535055,-309044.921085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-16538000.0,-35304000.0,-34307000.0,-27100000.0,-35801000.0,-36800000.0,-46083000.0,-35000000.0,-75200000.0,-60404000.0,-91200000.0,-73228000.0,-70700000.0,-96540000.0,-59200000.0,-27000000.0,-27000000.0,-49000000.0,-49000000.0,0.0,-44000000.0,0.0,-18100000.0,0.0,-4600000.0,-1372622.65691,-169287.877308
,acquisitionsNet,0.0,-8000000.0,-1000000.0,0.0,-1000000.0,0.0,0.0,8000000.0,8000000.0,-1000000.0,-1000000.0,-34000000.0,-34000000.0,-23000000.0,-23000000.0,-57941000.0,0.0,-32647000.0,0.0,-60764000.0,0.0,-14889000.0,0.0,-143406000.0,0.0,0.0,0.0
,purchasesOfInvestments,-12708000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000000.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3643996.15194,0.0
,salesMaturitiesOfInvestments,29127000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150565.17674
,otherInvestingActivites,1591000.0,0.0,0.0,0.0,0.0,0.0,0.0,43000000.0,0.0,-14478000.0,0.0,-3392000.0,0.0,5679000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-40974000.0,-70790000.0,-29432000.0,-81731000.0,-43560000.0,-47109000.0,-44289000.0,-56000000.0,-20490000.0,-106967000.0,-91147000.0,-122758000.0,-90888000.0,-135226000.0,-103527000.0,-185615000.0,-42330000.0,-87524000.0,-36444000.0,-74601000.0,-92015922.0,-4963982000.0,-18482858.87656,-220563000.0,-6231062.789501,-5015546.745183,-18722.700568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
