date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,dividendsPaid,-143304000.0,-376565000.0,-344759000.0,-323588000.0,-312895000.0,-312379000.0,-309670000.0,-608577000.0,-349389000.0,-337421000.0,-268388000.0,-229661000.0,-139003000.0,-37730000.0,-24239000.0,-55806000.0,-77392000.0,-60224000.0,-47573000.0,-10736000.0,-5319001.0,-7300000.0,-5600000.0
,otherFinancingActivites,-7871848000.0,-40029000.0,1394000.0,30849000.0,14637000.0,-52100000.0,-489731000.0,-597912000.0,-117233000.0,-624985000.0,-130133000.0,-80578000.0,202306000.0,-4901000.0,-12946000.0,-134000.0,-2581000.0,-137000.0,35763000.0,-39000000.0,3210702.0,-100000.0,-100000.0
,netCashUsedProvidedByFinancingActivities,-5735049000.0,964921000.0,1634960000.0,-1802773000.0,-1017333000.0,-849688000.0,-1089749000.0,-1734612000.0,347312000.0,2097729000.0,-1469534000.0,-1752228000.0,1910849000.0,2069456000.0,590985000.0,-1079139000.0,2276558000.0,930585000.0,1475908000.0,1474190000.0,-7138283.0,254100000.0,184600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,686855000.0,45955000.0,-375034000.0,189645000.0,95105000.0,-17430000.0,-382933000.0,164077000.0,7271000.0,48779000.0,-308217000.0,292293000.0,126757000.0,187210000.0,-17101000.0,-4040000.0,-71366000.0,75620000.0,5554000.0,50132000.0,-11495294.0,-100000.0,100000.0
,cashAtEndOfPeriod,821519000.0,134664000.0,88709000.0,449757000.0,260112000.0,165007000.0,182437000.0,565370000.0,401293000.0,394022000.0,345243000.0,653460000.0,361167000.0,234410000.0,47200000.0,64301000.0,68341000.0,139707000.0,64087000.0,58533000.0,8400539.0,19900000.0,0.0
,cashAtBeginningOfPeriod,134664000.0,88709000.0,463743000.0,260112000.0,165007000.0,182437000.0,565370000.0,401293000.0,394022000.0,345243000.0,653460000.0,361167000.0,234410000.0,47200000.0,64301000.0,68341000.0,139707000.0,64087000.0,58533000.0,8401000.0,19895833.0,6000000.0,10100000.0
,operatingCashFlow,38396000.0,215775000.0,147881000.0,176070000.0,85512000.0,282174000.0,255813000.0,298088000.0,310387000.0,334409000.0,245938000.0,269964000.0,186425000.0,68678000.0,15883000.0,136194000.0,128298000.0,112150000.0,83367000.0,21670000.0,4921640.0,10300000.0,400000.0
,capitalExpenditure,-4862000.0,87902000.0,107937000.0,55870000.0,34200000.0,-1560000.0,-786000.0,-373000.0,-443000.0,11370000.0,-438000.0,0.0,0.0,-231000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,33534000.0,213896000.0,146748000.0,175198000.0,84804000.0,280614000.0,255027000.0,297715000.0,309944000.0,332066000.0,245500000.0,269964000.0,186425000.0,68447000.0,15883000.0,136194000.0,128298000.0,112150000.0,83367000.0,21670000.0,4921640.0,10300000.0,400000.0
