date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1985000000.0,852000000.0,1207000000.0,843000000.0,900000000.0,304000000.0,624000000.0,1101000000.0,605000000.0,607000000.0,377000000.0,488000000.0,282000000.0,426000000.0,406000000.0,277000000.0,-253000000.0,148000000.0,168000000.0,-365000000.0
,depreciationAndAmortization,356000000.0,356000000.0,349000000.0,310000000.0,295000000.0,363000000.0,298000000.0,319000000.0,320000000.0,62000000.0,61000000.0,77000000.0,360000000.0,311000000.0,296000000.0,327000000.0,282000000.0,294000000.0,240000000.0,326000000.0
,deferredIncomeTax,77000000.0,-31000000.0,137000000.0,-152000000.0,83000000.0,42000000.0,124000000.0,344000000.0,-73000000.0,93000000.0,15000000.0,-402000000.0,-69000000.0,23000000.0,125000000.0,-85000000.0,19000000.0,79000000.0,0.0,0.0
,stockBasedCompensation,28000000.0,48000000.0,71000000.0,47000000.0,31000000.0,40000000.0,46000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,280000000.0,-84000000.0,-138000000.0,-162000000.0,158000000.0,-123000000.0,-277000000.0,153000000.0,166000000.0,192000000.0,-123000000.0,334000000.0,-117000000.0,137000000.0,329000000.0,-590000000.0,877000000.0,279000000.0,0.0,0.0
,accountsReceivables,141000000.0,165000000.0,-48000000.0,-110000000.0,-59000000.0,61000000.0,23000000.0,-23000000.0,50000000.0,-83000000.0,-90000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,124000000.0,6000000.0,-158000000.0,-97000000.0,8000000.0,62000000.0,-15000000.0,-81000000.0,6000000.0,-112000000.0,-98000000.0,30000000.0,21000000.0,-27000000.0,16000000.0,21000000.0,-18000000.0,-11000000.0,0.0,0.0
,accountsPayables,-6000000.0,-59000000.0,15000000.0,126000000.0,7000000.0,-111000000.0,-13000000.0,108000000.0,5000000.0,22000000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,1011000000.0,1095000000.0,1233000000.0,1395000000.0,1237000000.0,1360000000.0,1637000000.0,1484000000.0,1318000000.0,1126000000.0,1249000000.0,915000000.0,1032000000.0,895000000.0,566000000.0,1156000000.0,279000000.0,0.0,0.0
,otherNonCashItems,-129000000.0,-87000000.0,-113000000.0,-431000000.0,-389000000.0,-108000000.0,-312000000.0,-11000000.0,44000000.0,44000000.0,14000000.0,93000000.0,3000000.0,256000000.0,60000000.0,0.0,7000000.0,75000000.0,123000000.0,136000000.0
,netCashProvidedByOperatingActivites,1343000000.0,1454000000.0,1558000000.0,803000000.0,893000000.0,862000000.0,962000000.0,762000000.0,722000000.0,638000000.0,452000000.0,596000000.0,586000000.0,566000000.0,751000000.0,714000000.0,-63000000.0,401000000.0,363000000.0,462000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-274000000.0,-288000000.0,-295000000.0,-212000000.0,-166000000.0,-211000000.0,0.0,0.0
,acquisitionsNet,-79000000.0,-90000000.0,-131000000.0,-268000000.0,-166000000.0,-2000000.0,-10000000.0,13000000.0,-22000000.0,-2000000.0,-20000000.0,162000000.0,9000000.0,446000000.0,5000000.0,-783000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-544000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91000000.0,-59000000.0,-65000000.0,-137000000.0,-173000000.0,-265000000.0,0.0,0.0
,salesMaturitiesOfInvestments,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,202000000.0,69000000.0,95000000.0,217000000.0,132000000.0,202000000.0,0.0,0.0
,otherInvestingActivites,-39000000.0,-17000000.0,-39000000.0,-14000000.0,-27000000.0,-36000000.0,-17000000.0,-58000000.0,-68000000.0,-394000000.0,-228000000.0,-207000000.0,-47000000.0,-4000000.0,-52000000.0,80000000.0,-70000000.0,-1000000.0,64000000.0,86000000.0
,netCashUsedForInvestingActivites,592000000.0,-493000000.0,-507000000.0,-549000000.0,-439000000.0,-558000000.0,-705000000.0,-422000000.0,-500000000.0,-441000000.0,-560000000.0,31000000.0,-201000000.0,143000000.0,-268000000.0,-920000000.0,-1810000000.0,-275000000.0,-139000000.0,-105000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-783000000.0,-451000000.0,-652000000.0,-201000000.0,-1569000000.0,-107000000.0,-726000000.0,-332000000.0,-560000000.0,-591000000.0,-921000000.0,-92000000.0,0.0,0.0,0.0,0.0,0.0,-109000000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,69000000.0,2000000.0,997000000.0,244000000.0,0.0,0.0,0.0
,commonStockRepurchased,-650000000.0,-996000000.0,-805000000.0,-500000000.0,-500000000.0,-420000000.0,-250000000.0,-164000000.0,-45000000.0,-31000000.0,-48000000.0,0.0,-378000000.0,-403000000.0,0.0,0.0,-221000000.0,-15000000.0,0.0,0.0
,dividendsPaid,-293000000.0,-300000000.0,-280000000.0,-241000000.0,-201000000.0,-174000000.0,-144000000.0,-83000000.0,-43000000.0,-34000000.0,-31000000.0,-33000000.0,-34000000.0,-35000000.0,-36000000.0,-825000000.0,-501000000.0,-25000000.0,0.0,0.0
