date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,otherFinancingActivites,-56000000.0,-50000000.0,-40000000.0,-54000000.0,-57000000.0,202000000.0,251000000.0,-7000000.0,12000000.0,-12000000.0,14000000.0,-1000000.0,-7000000.0,-226000000.0,0.0,-289000000.0,436000000.0,0.0,-150000000.0,-337000000.0
,netCashUsedProvidedByFinancingActivities,-1471000000.0,-935000000.0,-1165000000.0,-351000000.0,-759000000.0,-66000000.0,-415000000.0,-326000000.0,49000000.0,-253000000.0,-388000000.0,-112000000.0,-499000000.0,-714000000.0,-108000000.0,-144000000.0,2686000000.0,-108000000.0,-150000000.0,-337000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,28000000.0,-2000000.0,-23000000.0,35000000.0,-24000000.0,-51000000.0,-46000000.0,11000000.0,6000000.0,-2000000.0,-18000000.0,63000000.0,-35000000.0,39000000.0,26000000.0,-98000000.0,25000000.0,6000000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,492000000.0,24000000.0,-137000000.0,-62000000.0,-329000000.0,187000000.0,-204000000.0,25000000.0,277000000.0,-58000000.0,-514000000.0,578000000.0,-149000000.0,34000000.0,401000000.0,-448000000.0,0.0,24000000.0,0.0,0.0
,cashAtEndOfPeriod,955000000.0,463000000.0,439000000.0,576000000.0,638000000.0,967000000.0,780000000.0,984000000.0,959000000.0,682000000.0,740000000.0,1254000000.0,676000000.0,825000000.0,791000000.0,390000000.0,838000000.0,148000000.0,0.0,0.0
,cashAtBeginningOfPeriod,463000000.0,439000000.0,576000000.0,638000000.0,967000000.0,780000000.0,984000000.0,959000000.0,682000000.0,740000000.0,1254000000.0,676000000.0,825000000.0,791000000.0,390000000.0,838000000.0,0.0,124000000.0,0.0,0.0
,operatingCashFlow,1343000000.0,1454000000.0,1558000000.0,803000000.0,893000000.0,862000000.0,962000000.0,762000000.0,722000000.0,638000000.0,452000000.0,596000000.0,586000000.0,566000000.0,751000000.0,714000000.0,-63000000.0,401000000.0,363000000.0,462000000.0
,capitalExpenditure,-364000000.0,-370000000.0,-337000000.0,-267000000.0,-246000000.0,-520000000.0,-678000000.0,-377000000.0,-410000000.0,-204000000.0,-312000000.0,-351000000.0,-274000000.0,-288000000.0,-295000000.0,-212000000.0,-166000000.0,-211000000.0,-203000000.0,-191000000.0
,freeCashFlow,979000000.0,1084000000.0,1221000000.0,536000000.0,647000000.0,342000000.0,284000000.0,385000000.0,312000000.0,434000000.0,140000000.0,245000000.0,312000000.0,278000000.0,456000000.0,502000000.0,-229000000.0,190000000.0,160000000.0,271000000.0
