date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-11-29_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY
,commonStockRepurchased,-140000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118150000.0,-33574000.0,-403569682.0,-305971094.0,0.0,-146639788.0,-287063501.0,-85967996.0,0.0,0.0,0.0,-13846946.0,-4626866.0
,dividendsPaid,-582000000.0,-398000000.0,-392000000.0,-393000000.0,-393000000.0,-382000000.0,-352000000.0,-332000000.0,-333000000.0,-351980000.0,-372088000.0,-351883000.0,0.0,0.0,0.0,-103334806.0,-111983383.0,-75253148.0,-50619714.0,-53151988.0,-50288238.0,-37916115.0,-31492537.0
,otherFinancingActivites,-16000000.0,-10000000.0,0.0,-4000000.0,-11000000.0,-36000000.0,-37000000.0,-18000000.0,-26000000.0,-21950000.0,-381517000.0,1596000.0,-644414798.0,-180399.0,0.0,-15547332.0,-10982789.0,4561909.0,-16901429.0,-9401403.0,-8591353.0,191509935.0,-1.0
,netCashUsedProvidedByFinancingActivities,-1449000000.0,627000000.0,-300000000.0,-1448000000.0,-429000000.0,124000000.0,-496000000.0,-732000000.0,-347000000.0,482865000.0,50316000.0,36965000.0,-673381524.0,-114904526.0,-8637000.0,-359466475.0,-388144807.0,-344479276.0,-422638292.0,490110678.0,952267163.0,698622517.0,300000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,-1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,58000.0,7441.0,-22154.0,0.0,-24301.0,-15430.0,-9182.0,-12477.0,34295.0,116225.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-683000000.0,1062000000.0,-123000000.0,102000000.0,7000000.0,-239000000.0,215000000.0,-5000000.0,-16000000.0,226692000.0,-236502000.0,0.0,0.0,0.0,10696000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,763000000.0,1446000000.0,384000000.0,507000000.0,405000000.0,398000000.0,637000000.0,422000000.0,427000000.0,443427000.0,216735000.0,453237000.0,0.0,165309632.0,0.0,0.0,1712760.0,0.0,20752807.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,1446000000.0,384000000.0,507000000.0,405000000.0,398000000.0,637000000.0,422000000.0,427000000.0,443000000.0,216735000.0,453237000.0,0.0,165309876.0,0.0,0.0,1713244.0,0.0,20752886.0,0.0,0.0,0.0,0.0,22089552.0
,operatingCashFlow,1920000000.0,1568000000.0,1351000000.0,1502000000.0,1663000000.0,1540000000.0,1740000000.0,1369000000.0,1317000000.0,1231165000.0,1457159000.0,1382930000.0,1242199426.0,1000012660.0,1310000.0,846872860.0,769906231.0,730953568.0,538440316.0,335412315.0,253186115.0,272088300.0,150597015.0
,capitalExpenditure,-1151000000.0,-1298000000.0,-1332000000.0,-1613000000.0,-1198000000.0,-1090000000.0,-1116000000.0,-1003000000.0,-973000000.0,-889121000.0,-840682000.0,-802886000.0,-727420006.0,-651081338.0,0.0,-540554512.0,-452555490.0,-388847062.0,-420558713.0,-865222136.0,-828727724.0,-583593819.0,-351641791.0
,freeCashFlow,769000000.0,270000000.0,19000000.0,-111000000.0,465000000.0,450000000.0,624000000.0,366000000.0,344000000.0,342044000.0,616477000.0,580044000.0,514779420.0,348931322.0,1310000.0,306318348.0,317350741.0,342106506.0,117881603.0,-529809821.0,-575541609.0,-311505519.0,-201044776.0
