Date,2002-12,2001-12,2000-12,1999-12,1998-12
Cash and cash equivalents,48000000.0,16000000.0,11000000.0,22000000.0,20000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,105000000.0,92000000.0,94000000.0,87000000.0,84000000.0
Inventories,100000000.0,124000000.0,102000000.0,83000000.0,85000000.0
Total current assets,247000000.0,254000000.0,256000000.0,247000000.0,263000000.0
Property Plant & Equipment Net,38000000.0,41000000.0,41000000.0,49000000.0,62000000.0
Goodwill and Intangible Assets,139000000,141000000,129000000,135000000,132000000
Long-term investments,,,,,
Tax assets,10000000.0,10000000.0,000000.0,000000.0,000000.0
Total non-current assets,000000.0,000000.0,000000.0,000000.0,000000.0
Total assets,530000000.0,512000000.0,473000000.0,451000000.0,466000000.0
Payables,54000000.0,40000000.0,45000000.0,41000000.0,26000000.0
Short-term debt,13000000.0,12000000.0,4000000.0,2000000.0,12000000.0
Total current liabilities,118000000.0,95000000.0,84000000.0,76000000.0,70000000.0
Long-term debt,64000000.0,141000000.0,135000000.0,121000000.0,129000000.0
Total debt,64000000.0,141000000.0,135000000.0,121000000.0,129000000.0
Deferred revenue,,,,,
Tax Liabilities,000000.0,2000000.0,9000000.0,4000000.0,0000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,000000.0,000000.0,000000.0,000000.0,000000.0
Total liabilities,118000000.0,95000000.0,84000000.0,76000000.0,70000000.0
Other comprehensive income,36000000.0,-32000000.0,-34000000.0,-12000000.0,190000000.0
Retained earnings (deficit),67000000.0,70000000.0,69000000.0,57000000.0,60000000.0
Total shareholders equity,324000000.0,258000000.0,235000000.0,241000000.0,250000000.0
Investments,,,,,
Net Debt,29000000,137000000,128000000,101000000,121000000
Other Assets,56000000,55000000,96000000,75000000,84000000
Other Liabilities,-60000000,-138000000,-108000000,-91000000,-97000000
